"Type","FullName","Length","LastWriteTime"
"MARKDOWN","C:\N8N Builder\output\reports\RESULTS-AT-A-GLANCE.md","13806","1/19/2026 12:11:49 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\@pkgjs\parseargs\README.md","13642","1/16/2026 3:31:29 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts\General_Dynamics_Contacts.csv","13589","1/23/2026 1:44:07 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\to-regex-range\README.md","13585","1/16/2026 3:31:27 PM"
"EXCEL","C:\N8N Builder\ZOOMINFO_TARGET_LIST.xlsx","13583","1/23/2026 10:25:50 AM"
"EXCEL","C:\N8N Builder\output\targeting\ZOOMINFO_TARGET_LIST.xlsx","13583","1/23/2026 8:31:49 PM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\skills\n8n-mcp-tools-expert\WORKFLOW_GUIDE.md","13532","1/16/2026 11:23:04 AM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\economic\hist10z1_fy2024.xlsx","13442","1/19/2026 2:15:28 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\economic\hist10z1_fy2024.xlsx","13442","1/19/2026 2:05:00 PM"
"MARKDOWN","C:\N8N Builder\output\reports\QUICK-START-GUIDE.md","13434","1/19/2026 12:10:11 PM"
"MARKDOWN","C:\N8N Builder\external\tango-python\README.md","13386","1/20/2026 11:21:31 AM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\bd_playbooks_v2\PLAYBOOK_Leidos.md","13291","1/22/2026 10:51:12 AM"
"MARKDOWN","C:\N8N Builder\output\reports\V4-BREAKTHROUGH-REPORT.md","13255","1/21/2026 12:59:43 AM"
"MARKDOWN","C:\N8N Builder\output\reports\DOD-DISCOVERY-FINAL-STATUS.md","13207","1/21/2026 12:29:22 AM"
"CSV","C:\N8N Builder\output\intelligence\bullhorn\job_opportunities\opportunities_IRES.csv","13147","1/22/2026 2:00:10 PM"
"MARKDOWN","C:\N8N Builder\external\ramfrancis0x1-Beacon\README.md","13086","1/19/2026 11:35:43 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\tsconfig.json","13001","1/16/2026 3:06:09 PM"
"MARKDOWN","C:\N8N Builder\output\reports\CAPTURE-MCP-ANALYSIS.md","12865","1/19/2026 10:53:20 PM"
"MARKDOWN","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\safer-buffer\Porting-Buffer.md","12794","1/25/2026 9:20:01 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\safer-buffer\Porting-Buffer.md","12794","1/16/2026 3:15:00 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\bd_playbooks_v2\PLAYBOOK_Peraton.md","12771","1/22/2026 10:51:13 AM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\bd_playbooks_v2\PLAYBOOK_GDIT.md","12744","1/22/2026 10:51:12 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_subaward_grouped.md","12737","1/21/2026 10:03:01 AM"
"CSV","C:\N8N Builder\data\federal\contracts\Contract_N0001920C0032_FederalAccountFunding_1.csv","12665","1/21/2026 11:00:05 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\router\README.md","12656","1/16/2026 3:15:08 PM"
"MARKDOWN","C:\N8N Builder\external\tango-python\docs\SHAPES.md","12608","1/20/2026 11:21:31 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\mime-db\HISTORY.md","12581","1/16/2026 3:15:07 PM"
"EXCEL","C:\N8N Builder\output\targeting\ZOOMINFO_SNIPER_1000.xlsx","12569","1/23/2026 11:29:21 AM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts\KBR_Contacts.csv","12568","1/23/2026 1:44:07 PM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\docs\DEVELOPMENT.md","12566","1/16/2026 11:23:04 AM"
"MARKDOWN","C:\N8N Builder\external\n8n-mcp\.claude\agents\n8n-workflow-builder.md","12499","1/16/2026 11:09:03 AM"
"MARKDOWN","C:\N8N Builder\output\targeting\AVAILABLE_PROGRAMS_SNIPER_STRATEGY.md","12491","1/23/2026 1:33:36 PM"
"CSV","C:\N8N Builder\output\intelligence\BD_TARGET_SHEET_PERATON.csv","12461","1/21/2026 4:16:00 PM"
"CSV","C:\N8N Builder\output\exports\BD_TARGET_SHEET_PERATON.csv","12461","1/21/2026 12:36:43 AM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\location\Assistance_ActorText.csv","12460","1/19/2026 2:05:01 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\location\Assistance_ActorText.csv","12460","1/19/2026 2:15:29 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\COMPREHENSIVE_BD_STRATEGY.md","12390","1/21/2026 10:45:47 PM"
"MARKDOWN","C:\N8N Builder\output\reports\DOD-DISCOVERY-CURRENT-STATUS.md","12335","1/20/2026 1:45:26 PM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\skills\n8n-workflow-patterns\webhook_processing.md","12334","1/16/2026 11:23:04 AM"
"JSON","C:\N8N Builder\workflows\templates\generated\generated_contact_enrichment_pipeline.json","12304","1/27/2026 1:44:39 AM"
"SQLITE","C:\N8N Builder\data\langgraph_checkpoints.db","12288","1/28/2026 9:54:49 AM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\economic\Lookup_Deflators.csv","12215","1/19/2026 2:04:58 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\economic\Lookup_Deflators.csv","12215","1/19/2026 2:15:26 PM"
"JSON","C:\N8N Builder\output\intelligence\bullhorn\recommendations\weekly_action_plan.json","12200","1/21/2026 10:02:03 PM"
"MARKDOWN","C:\N8N Builder\AUTO-CLAUDE-HANDOFF.md","12177","1/25/2026 8:50:56 PM"
"MARKDOWN","C:\N8N Builder\docs\research\GitHub_Repository_Research_Report.md","12142","1/25/2026 2:44:43 PM"
"CSV","C:\N8N Builder\output\intelligence\bullhorn\gap_analysis\linkedin_search_queries.csv","12132","1/22/2026 2:28:05 PM"
"JSON","C:\N8N Builder\workflows\templates\generated\generated_high_priority_job_alert.json","12130","1/27/2026 1:44:39 AM"
"MARKDOWN","C:\N8N Builder\output\targeting\ZOOMINFO_MASTER_TARGET_LIST.md","12078","1/23/2026 10:24:05 AM"
"MARKDOWN","C:\N8N Builder\docs\research\IMPLEMENTATION_PLAN.md","12078","1/23/2026 7:56:57 PM"
"MARKDOWN","C:\N8N Builder\REPO_TOOLS_PROJECT_MAPPING.md","12069","1/26/2026 4:10:12 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\form-data\README.md","12034","1/16/2026 3:15:08 PM"
"JSON","C:\N8N Builder\data\cache\tango-test-naics-query.json","11970","1/19/2026 10:45:27 PM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\docs\USAGE.md","11952","1/16/2026 11:23:04 AM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\skills\n8n-workflow-patterns\SKILL.md","11922","1/16/2026 11:23:04 AM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\ImportAids\ETL_FPDSdelta_sizetype.csv","11845","1/19/2026 2:15:23 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\ImportAids\ETL_FPDSdelta_sizetype.csv","11845","1/19/2026 2:04:55 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\bd_playbooks_v2\PLAYBOOK_Microsoft.md","11788","1/22/2026 10:51:13 AM"
"MARKDOWN","C:\N8N Builder\output\reports\DOD-DISCOVERY-EXECUTION-STATUS.md","11776","1/20/2026 11:41:45 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\cookie\README.md","11769","1/16/2026 3:15:00 PM"
"CSV","C:\N8N Builder\external\usaspending-api\usaspending_api\references\tests\data\census_2021_population_congressional_district.csv","11748","1/21/2026 10:03:04 AM"
"JSON","C:\N8N Builder\output\intelligence\bullhorn\dashboards\qbr_templates.json","11555","1/21/2026 10:54:10 PM"
"JSON","C:\N8N Builder\external\Apify Puppeteer Scraper\INPUT (6).json","11476","1/22/2026 1:48:21 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\serve-static\HISTORY.md","11431","1/16/2026 3:15:00 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\jackspeak\README.md","11398","1/16/2026 3:31:30 PM"
"MARKDOWN","C:\N8N Builder\EXECUTION-SUCCESS-SUMMARY.md","11138","1/25/2026 6:07:38 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\ImportAids\CountEmpties.csv","11125","1/19/2026 2:15:23 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\ImportAids\CountEmpties.csv","11125","1/19/2026 2:04:55 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\lru-cache\README.md","11107","1/16/2026 3:31:30 PM"
"MARKDOWN","C:\N8N Builder\docs\AUTONOMOUS-AUDIT-FINAL-SUMMARY.md","11099","1/21/2026 1:12:06 AM"
"JSON","C:\N8N Builder\external\Apify Puppeteer Scraper\INPUT (4).json","10915","1/22/2026 1:46:57 PM"
"MARKDOWN","C:\N8N Builder\output\reports\TANGO-API-TESTING-RESULTS.md","10850","1/19/2026 10:49:28 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\acorn\README.md","10799","1/16/2026 3:31:29 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\spending.md","10792","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\fast-xml-parser\README.md","10792","1/16/2026 3:15:56 PM"
"MARKDOWN","C:\N8N Builder\output\reports\READY-TO-EXECUTE.md","10740","1/19/2026 11:34:09 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\ImportAids\ETL_Postgres_sizetype.csv","10709","1/19/2026 2:04:55 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\ImportAids\ETL_Postgres_sizetype.csv","10709","1/19/2026 2:15:23 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\references\def_codes.md","10691","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\tango-python\tests\integration\README.md","10597","1/20/2026 11:21:31 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_geography.md","10589","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\COMPREHENSIVE_BD_HUB_MASTER_PLAN_V2.md","10583","1/25/2026 7:51:35 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\ts-node\tsconfig.schema.json","10581","1/16/2026 3:31:32 PM"
"MARKDOWN","C:\N8N Builder\external\tango-node\README.md","10543","1/20/2026 11:21:22 AM"
"CSV","C:\N8N Builder\output\task_orders\task_orders_by_program.csv","10525","1/21/2026 11:53:46 AM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\bd_playbooks\MASTER_BD_PLAYBOOK.md","10522","1/21/2026 4:54:56 PM"
"MARKDOWN","C:\N8N Builder\external\n8n-mcp\.claude\agents\n8n-workflow-explorer.md","10501","1/16/2026 11:09:03 AM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\ImportAids\ErrorLogging_FPDSstage1_size.csv","10475","1/19/2026 2:15:23 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\ImportAids\ErrorLogging_FPDSstage1_size.csv","10475","1/19/2026 2:04:55 PM"
"MARKDOWN","C:\N8N Builder\output\reports\SAMPLE-ENRICHED-PROGRAM-1.md","10457","1/19/2026 10:14:36 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\side-channel\CHANGELOG.md","10450","1/16/2026 3:15:09 PM"
"JSON","C:\N8N Builder\data\cache\tango-test-subawards.json","10423","1/19/2026 10:45:19 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\economic\Lookup_Calendar_Deflator.csv","10384","1/19/2026 2:04:58 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\economic\Lookup_Calendar_Deflator.csv","10384","1/19/2026 2:15:26 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\economic\hist10z1_fy22.csv","10374","1/19/2026 2:05:00 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\economic\hist10z1_fy22.csv","10374","1/19/2026 2:15:28 PM"
"MARKDOWN","C:\N8N Builder\external\n8n-mcp\.claude\agents\n8n-workflow-debugger.md","10317","1/16/2026 11:09:03 AM"
"MARKDOWN","C:\N8N Builder\external\n8n-mcp\.claude\agents\n8n-webhook-tester.md","10293","1/16/2026 11:09:03 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category\funding_subagency.md","10285","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category\awarding_subagency.md","10250","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\output\reports\Sample-Program-Enrichment-Results.md","10243","1/19/2026 10:05:22 AM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\ImportAids\Archives\IsFPDSerror_2022_04_18.xlsx","10172","1/19/2026 2:15:23 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\ImportAids\Archives\IsFPDSerror_2022_04_18.xlsx","10172","1/19/2026 2:04:55 PM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\skills\n8n-node-configuration\README.md","10164","1/16/2026 11:23:04 AM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\skills\n8n-mcp-tools-expert\VALIDATION_GUIDE.md","10129","1/16/2026 11:23:04 AM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\skills\n8n-expression-syntax\SKILL.md","10116","1/16/2026 11:23:04 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\@cspotcode\source-map-support\README.md","10115","1/16/2026 3:31:28 PM"
"JSON","C:\N8N Builder\workflows\pipelines\full-bd-pipeline.json","10107","1/25/2026 9:12:27 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category\awarding_agency.md","10066","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\akshayakula-OpenSAM\README.md","10061","1/19/2026 11:35:10 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\@jridgewell\sourcemap-codec\README.md","10051","1/16/2026 3:31:29 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\depd\Readme.md","9988","1/16/2026 3:15:02 PM"
"MARKDOWN","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\depd\Readme.md","9988","1/25/2026 9:20:01 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\type-is\node_modules\mime-types\HISTORY.md","9923","1/16/2026 3:15:02 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\accepts\node_modules\mime-types\HISTORY.md","9923","1/16/2026 3:15:02 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\send\node_modules\mime-types\HISTORY.md","9923","1/16/2026 3:15:02 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\express\node_modules\mime-types\HISTORY.md","9923","1/16/2026 3:15:02 PM"
"EXCEL","C:\N8N Builder\New Enhancements\Week3_Batch2_Execution_Tracker.xlsx","9914","1/28/2026 11:10:56 AM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\skills\n8n-code-javascript\README.md","9913","1/16/2026 11:23:04 AM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\skills\n8n-code-python\README.md","9910","1/16/2026 11:23:04 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category\funding_agency.md","9907","1/21/2026 10:03:01 AM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\economic\naics_hightech_bls.xlsx","9887","1/19/2026 2:15:28 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\economic\naics_hightech_bls.xlsx","9887","1/19/2026 2:05:00 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\MASTER_INTELLIGENCE_SUITE.md","9792","1/22/2026 9:44:01 AM"
"CSV","C:\N8N Builder\output\competitor_program_matches.csv","9705","1/20/2026 5:40:40 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category\recipient_duns.md","9684","1/21/2026 10:03:01 AM"
"JSON","C:\N8N Builder\workflows\templates\generated\generated_weekly_bd_intelligence_report.json","9672","1/27/2026 1:44:39 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category\federal_account.md","9632","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category\defc.md","9622","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\PROJECT_STRUCTURE.md","9586","1/23/2026 9:35:59 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category\naics.md","9577","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\output\reports\V4-TANGO-FINAL-SUMMARY.md","9543","1/19/2026 7:20:26 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category\recipient.md","9539","1/21/2026 10:03:01 AM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\@aws-sdk\util-endpoints\dist-cjs\lib\aws\partitions.json","9512","1/16/2026 3:15:33 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\@aws-sdk\util-endpoints\dist-es\lib\aws\partitions.json","9512","1/16/2026 3:15:34 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\FPDSgovManuallyAdded.csv","9470","1/19/2026 2:04:55 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\FPDSgovManuallyAdded.csv","9470","1/19/2026 2:15:23 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category\cfda.md","9468","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\CONTRIBUTING.md","9465","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\output\reports\EXECUTION-READY.md","9447","1/20/2026 12:52:11 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category\psc.md","9442","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category\state_territory.md","9440","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\download\awards.md","9440","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\output\ACCOUNT_STRATEGY_CONSOLIDATED.md","9433","1/29/2026 12:09:05 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\has-symbols\CHANGELOG.md","9431","1/16/2026 3:15:16 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\economic\naics_hightech_bds.xlsx","9431","1/19/2026 2:05:00 PM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\economic\naics_hightech_bds.xlsx","9431","1/19/2026 2:15:28 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts\Anduril_Contacts.csv","9424","1/23/2026 1:44:07 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category\district.md","9410","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category\country.md","9404","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category\county.md","9396","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\express\Readme.md","9350","1/16/2026 3:15:19 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\JOB_INTELLIGENCE_SYSTEM.md","9336","1/22/2026 2:02:16 PM"
"CSV","C:\N8N Builder\output\intelligence\bullhorn\job_opportunities\opportunities_NSA_IT.csv","9335","1/22/2026 2:00:10 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\alerts\DAILY_HIRING_ALERTS.md","9330","1/21/2026 11:46:52 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\agency\toptier_code\budgetary_resources.md","9324","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\CRITICAL-FIX-FUNDING-OFFICE.md","9290","1/25/2026 6:03:39 PM"
"MARKDOWN","C:\N8N Builder\output\COMPETITIVE_INTELLIGENCE_DEEP_ANALYSIS.md","9289","1/29/2026 12:11:40 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_over_time.md","9280","1/21/2026 10:03:01 AM"
"CSV","C:\N8N Builder\output\program_intelligence\04_clearance_requirements.csv","9276","1/21/2026 8:59:52 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\cors\README.md","9206","1/16/2026 3:15:02 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\@aws-lambda-powertools\metrics\README.md","9129","1/16/2026 3:15:54 PM"
"CSV","C:\N8N Builder\output\bd_databases\categorized\top_bd_targets_combined.csv","9077","1/21/2026 1:31:50 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\send\README.md","9062","1/16/2026 3:15:02 PM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\skills\n8n-expression-syntax\COMMON_MISTAKES.md","9051","1/16/2026 11:23:04 AM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\README.md","9007","1/16/2026 11:23:04 AM"
"MARKDOWN","C:\N8N Builder\README.md","8994","1/26/2026 4:10:09 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\sdvosb_targeting\PROGRAM_PLAYBOOK_NGEN.md","8948","1/22/2026 1:20:59 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts_Enriched\Sierra_Nevada_Contacts_Enriched.csv","8936","1/23/2026 8:32:16 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\event-target-shim\README.md","8897","1/16/2026 3:31:27 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\bd_playbooks_v2\PLAYBOOK_Dell.md","8838","1/22/2026 10:51:13 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\mime-types\HISTORY.md","8812","1/16/2026 3:15:00 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\diff\README.md","8791","1/16/2026 3:31:31 PM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\skills\n8n-expression-syntax\EXAMPLES.md","8786","1/16/2026 11:23:04 AM"
"CSV","C:\N8N Builder\output\intelligence\HIGH_SUB_SPEND_QUALIFIED.csv","8680","1/20/2026 10:15:47 AM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\sdvosb_targeting\PROGRAM_PLAYBOOK_I2TS4.md","8674","1/22/2026 1:20:59 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\idvs\funding.md","8671","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\recommendations\MASTER_RECOMMENDATIONS_REPORT.md","8662","1/21/2026 10:02:03 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\express-rate-limit\readme.md","8653","1/16/2026 3:15:06 PM"
"MARKDOWN","C:\N8N Builder\output\reports\AM_TERRITORY_PLAYBOOK.md","8641","1/22/2026 6:55:07 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_category.md","8575","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\@aws-sdk\client-sso\README.md","8574","1/16/2026 3:15:50 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\@aws-sdk\client-cloudformation\node_modules\@aws-sdk\client-sso\README.md","8574","1/16/2026 3:15:50 PM"
"MARKDOWN","C:\N8N Builder\output\reports\GITHUB-REPOS-TO-ANALYZE.md","8569","1/19/2026 10:51:30 PM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\skills\n8n-mcp-tools-expert\SEARCH_GUIDE.md","8566","1/16/2026 11:23:04 AM"
"CSV","C:\N8N Builder\output\intelligence\bullhorn\email_campaigns\reactivation_campaign.csv","8515","1/21/2026 11:49:42 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_DELL_SERVICES_FEDERAL_GOVERNMENT_INC.md","8490","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_GDIT.md","8483","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\deep_analysis\DEEP_ANALYSIS_REPORT.md","8472","1/21/2026 9:58:31 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\readdir-glob\node_modules\minimatch\README.md","8455","1/16/2026 3:31:27 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Leidos.md","8450","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\reports\ENRICHMENT-COMPLETE-SUMMARY.md","8446","1/19/2026 11:00:00 AM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\sdvosb_targeting\PROGRAM_PLAYBOOK_INSCOM.md","8415","1/22/2026 1:20:59 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\@aws-lambda-powertools\logger\README.md","8367","1/16/2026 3:16:00 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\download\count.md","8362","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\sdvosb_targeting\PROGRAM_PLAYBOOK_CMS.md","8358","1/22/2026 1:20:59 PM"
"CSV","C:\N8N Builder\output\program_intelligence\09_org_hierarchy.csv","8329","1/21/2026 9:38:59 AM"
"MARKDOWN","C:\N8N Builder\external\govbizops\templates\DESIGN_GUIDE.md","8324","1/19/2026 11:31:58 PM"
