award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,competitor_subaward_count,competitor_subaward_value,contract_id,description,end_date,extraction_date,is_dod,is_it_services,naics_code,naics_description,pop_city,pop_state,psc_code,psc_description,recipient_name,recipient_uei,source,start_date,subaward_count,subaward_value
801147553.78,CONT_AWD_N0002414C2111_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002414C2111,PY1 RCOH DEFUELING ADVANCE PLANNING,2017-09-01,2026-01-21,True,False,,,,,,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,usaspending,2014-08-01,0,0
798445779.37,CONT_AWD_FA520925F9094_9700_FA520957D0001_9700,Department of Defense,Department of the Air Force,DoD; $500M+; Active prime,55,0,0,FA520925F9094,"US OBLIGATION IAW ART. 4 OF THE BASIC CONTRACT, MLC NO. DA-92-557-FEC-28000 (FA5209-57-D-0001) EFFECTIVE 1 OCT 1957.  THIS REPORTED CONTRACT AMOUNT IS FOR GOV'T OF JAPAN SHARE.",2025-09-30,2026-01-21,True,False,,,,,,,MINISTRY OF DEFENSE,C1KKFURZSEF5,usaspending,2024-10-01,0,0
794249535.0,CONT_AWD_FA812422F0001_9700_FA812418D0001_9700,Department of Defense,Department of the Air Force,DoD; $500M+; Active prime,55,0,0,FA812422F0001,F117 ESS FY22 TASK ORDER,2022-09-30,2026-01-21,True,False,,,,,,,RTX CORPORATION,QN1BCFY7JDJ5,usaspending,2021-10-04,0,0
794237018.0,CONT_AWD_N0002411C2309_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002411C2309,CONSTRUCT DDG 113 DDG 51 CLASS DESTROYER,2024-04-30,2026-01-21,True,False,,,,,,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,usaspending,2011-06-15,0,0
786160845.0,CONT_AWD_N0002424C2301_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002424C2301,T-AO 214 - 221 DD&C BLOCK BUY,2036-01-17,2026-01-21,True,False,,,,,,,NATIONAL STEEL AND SHIPBUILDING COMPANY,Q85KVUK3JBF5,usaspending,2024-09-09,0,0
781837937.11,CONT_AWD_W52P1J19F0398_9700_W52P1J19D0045_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,W52P1J19F0398,LOGISTICS CIVIL AUGUMENTATION PROGRAM (LOGCAP) V AWARD FOR PACOM-KWAJALEIN.,2026-06-12,2026-01-21,True,False,,,,,,,VECTRUS SYSTEMS LLC,RRFJZGASZJ41,usaspending,2019-04-12,0,0
780345561.53,CONT_AWD_N0001903C6517_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Active prime,55,0,0,N0001903C6517,,2011-12-31,2026-01-21,True,False,,,,,,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,usaspending,2003-05-15,0,0
778787028.45,CONT_AWD_W56HZV17C0067_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,W56HZV17C0067,IGF::OT::IGF. BASE AWARD OF ABRAMS STS/SSTS FY17-22 CONTRACT. BASE AWARD INCLUDES 7 WORK DIRECTIVES. 1 COMPLETION EFFORT AND 6 LOE EFFORTS.,2026-09-30,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,2017-02-23,0,0
778608223.0,CONT_AWD_N0002419C4452_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002419C4452,PROVISIONED ITEMS ORDERS (PIO),2024-09-30,2026-01-21,True,False,,,,,,,BATH IRON WORKS CORPORATION,FREEMCLKFXE3,usaspending,2019-01-30,0,0
775543792.9,CONT_AWD_W56HZV19F0358_9700_W56HZV18D0012_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,W56HZV19F0358,"AWARD DELIVERY ORDER W56HZV19F0358 (0006) AGAINST THE ABRAMS REQUIREMENT CONTRACT (ARC) TO PROCURE ADDITIONAL ASL, STTE AND ILSS IN SUPPORT OF VEHICLE PRODUCTION.",2023-12-31,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,2019-08-27,0,0
770825663.82,CONT_AWD_N0002408C4410_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002408C4410,"MAINTENANCE, REPAIR, AND ALTERATIONS FOR THE LSD CLASS MID-LIFE MULTI-SHIP MULTI-OPTION PROGRAM",2020-09-30,2026-01-21,True,False,,,,,,,NATIONAL STEEL AND SHIPBUILDING COMPANY,Q85KVUK3JBF5,usaspending,2008-07-03,0,0
767275608.54,CONT_AWD_0032_9700_W31P4Q05A0031_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,0032,TASK ORDER/BASE AWARD,2016-04-05,2026-01-21,True,False,,,,,,,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MMLKPW9JLX64,usaspending,2012-02-14,0,0
762165354.91,CONT_AWD_0009_9700_M6785407D5030_9700,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Active prime,55,0,0,0009,CAIMAN MTV (CMTV) CHASSIS,2013-03-31,2026-01-21,True,False,,,,,,,BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP,MJBJKUMUNBY7,usaspending,2010-09-02,0,0
760677581.55,CONT_AWD_0004_9700_W52P1J07D0009_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,0004,IRAQ POST 2011 BLS,2017-05-31,2026-01-21,True,False,,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,usaspending,2011-08-01,0,0
760147909.0,CONT_AWD_0014_9700_M6785407D5032_9700,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,0014,CATEGORY I MRAP,2011-09-30,2026-01-21,True,False,,,,,,,ND DEFENSE LLC,NAX6BAMAUNG9,usaspending,2010-02-12,0,0
759925145.33,CONT_AWD_0033_9700_W31P4Q05A0031_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,0033,IGF::OT::IGF BASE AWARD PROFESSIONAL SERVICES.,2019-07-26,2026-01-21,True,False,,,,,,,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MMLKPW9JLX64,usaspending,2012-09-14,0,0
755178595.41,CONT_AWD_W56KGU24F0010_9700_W56KGU18D0004_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,W56KGU24F0010,FY25 TASK ORDER 7 - TO PROVIDE SYSTEMS ENGINEERING RESEARCH AND DEVELOPMENT SERVICES FOR THE DEPARTMENT OF DEFENSE (DOD) AND OTHER FEDERAL GOVERNMENT AGENCIES.,2025-12-31,2026-01-21,True,False,,,,,,,THE MITRE CORPORATION,DMHDNDCPWUD1,usaspending,2024-10-01,0,0
743958914.0,CONT_AWD_0027_9700_DAAE0700DM051_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,0027,"200608!004412!2100!W56HZV!TACOM - WARREN                  !DAAE0700DM051  !A!N! !N!0027         !      !20060407!20080930!098155158!098155158!098155158!N!GMGDLS DEFENSE GROUP LLC      !14920 23 MILE RD          !SHELBY TOWNSHI      !MI!48315!76460!099!26!STERLING HEIGHTS    !MACOMB                !MICHIGAN  !+000463950497!N!N!000000000000!2320!TRUCKS AND TRUCK TRACTORS, WHEELED                !A4A!COMBAT VEHICLES                     !000 !NOT DISCERNABLE               !336992!E! !5!A!S! ! ! !999",2010-06-30,2026-01-21,True,False,,,,,,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,usaspending,2006-04-07,0,0
742109969.0,CONT_AWD_N0001905C0002_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Active prime,55,0,0,N0001905C0002,,2008-12-19,2026-01-21,True,False,,,,,,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,usaspending,2005-01-24,0,0
741771275.61,CONT_AWD_DAAE0701CN075_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Active prime,55,0,0,DAAE0701CN075,"200509!007794!2100!W56HZV!TACOM - WARREN                  !DAAE0701CN075  !A!N! !N!             !P00139!20050602!20040731!131266926!131266926!001381284!N!GENERAL DYNAMICS LAND SYSTEMS !38500 MOUND ROAD          !STERLING HEIGH      !MI!48310!84000!099!26!WARREN              !MACOMB                !MICHIGAN  !+000000154600!N!N!000000000000!2350!COMBAT ASSAULT & TACTICAL VEH, TRACKED            !A4A!COMBAT VEHICLES                     !575 !ABRAMS UPGRADE                !541330!A!B!3! ! !H! ! !202",2031-12-01,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,2005-06-02,0,0
740349875.5,CONT_AWD_N0001906C0086_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Active prime,55,0,0,N0001906C0086,200610!467468!1700!N00019!NAVAL AIR SYSTEMS COMMAND       !N0001906C0086  !A!N! !N!             !      !20060720!20080930!062923321!062923321!001338979!N!BELL HELICOPTER TEXTRON INC   !600 E HURST BLVD          !HURST               !TX!76053!27000!439!48!FORT WORTH          !TARRANT               !TEXAS     !+000137422138!N!N!000312126498!1520!AIRCRAFT ROTARY WING                              !A1A!AIRFRAMES AND SPARES                !101 !USMC H-1 UPGRADE              !336411!E! !3! ! ! ! ! !999,2014-10-31,2026-01-21,True,False,,,,,,,BELL TEXTRON INC,N5QUZAYGPKM3,usaspending,2006-07-20,0,0
739776426.56,CONT_AWD_B001_9700_SP060012D0519_9700,Department of Defense,Defense Logistics Agency,DoD; $500M+; Active prime,55,0,0,B001,"AWARD JP8: 178,475,000 USG FOB ORIGIN TEXAS CITY, TX BY PIPELINE",2014-01-30,2026-01-21,True,False,,,,,,,VALERO MARKETING AND SUPPLY CO,CQXWTJPKQJ73,usaspending,2012-09-20,0,0
739105644.11,CONT_AWD_N0002410C2110_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002410C2110,CVN 72 REFUELING COMPLEX OVERHAUL ADVANCE PLANNING - PERFORMANCE INCENTIVE FEE FOR ITEM 0001.,2013-03-31,2026-01-21,True,False,,,,,,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,usaspending,2010-03-17,0,0
737529790.92,CONT_AWD_B001_9700_SP060010D0470_9700,Department of Defense,Defense Logistics Agency,DoD; $500M+; Active prime,55,0,0,B001,"TURBINE FUEL, AVIATION JP8, JP5",2011-05-31,2026-01-21,True,False,,,,,,,EQUILON ENTERPRISES LLC,QELHKA2CHFP5,usaspending,2010-04-23,0,0
736671137.89,CONT_AWD_0002_9700_M6785407D5032_9700,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,0002,1200 CATEGORY I MRAP,2009-03-31,2026-01-21,True,False,,,,,,,ND DEFENSE LLC,NAX6BAMAUNG9,usaspending,2007-05-31,0,0
735300741.32,CONT_AWD_W56KGU23F0006_9700_W56KGU18D0004_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,W56KGU23F0006,FY24 TASK ORDER 6 - INITIAL FUNDING AND UPDATING PWS & DD254,2024-12-31,2026-01-21,True,False,,,,,,,THE MITRE CORPORATION,DMHDNDCPWUD1,usaspending,2023-09-21,0,0
729645015.04,CONT_AWD_0004_9700_M6785407D5030_9700,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,0004,LRIP 11 ORDER.,2009-09-30,2026-01-21,True,False,,,,,,,BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP,MJBJKUMUNBY7,usaspending,2008-03-14,0,0
724566314.7,CONT_AWD_FA520924F9072_9700_FA520957D0001_9700,Department of Defense,Department of the Air Force,DoD; $500M+; Active prime,55,0,0,FA520924F9072,"US OBLIGATION IAW ART. 4 OF THE BASIC CONTRACT, MLC NO. DA-92-557-FEC-28000 (FA5209-57-D-0001) EFFECTIVE 1 OCT 1957.  THIS REPORTED CONTRACT AMOUNT IS FOR GOV'T OF JAPAN SHARE.",2024-09-30,2026-01-21,True,False,,,,,,,MINISTRY OF DEFENSE,C1KKFURZSEF5,usaspending,2023-10-01,0,0
722086217.15,CONT_AWD_W31P4Q21F0095_9700_GS00Q14OADU428_4732,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,W31P4Q21F0095,"SINGLE AWARD TASK ORDER AGAINST GSA OASIS UR (POOL 4) FOR HWIL AND M&S DEVELOPMENT ENGINEERING SERVICES TO PROVIDE FULL LIFE CYCLE SUPPORT FOR HWILS, FORCE PROTECTION, TRAINERS, AND VIRTUAL, INTERACTIVE AND MULTIMEDIA SYSTEMS IN SUPPORT OF S3I.",2028-09-23,2026-01-21,True,False,,,,,,,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MMLKPW9JLX64,usaspending,2021-03-03,0,0
717483026.17,CONT_AWD_FA861104C2852_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; Active prime,55,0,0,FA861104C2852,"200405!000027!5700!GU75  !ASC/YFK                         !FA861104C2852  !A!N! !N!             !      !20040204!20061231!001447952!835551474!001344142!N!UNITED TECHNOLOGIES CORP      !400 MAIN STREET           !EAST HARTFORD       !CT!06108!22700!003!09!EAST HARTFORD       !HARTFORD              !CONN      !+000000648521!N!N!000000648521!2840!GAS TURBINES AND JET ENGINES, ACFT&COMPS        !A1C!OTHER AIRCRAFT EQUIPMENT            !265 !F-22                          !921110!E! !3! ! ! ! ! !99990",2009-11-30,2026-01-21,True,False,,,,,,,RTX CORPORATION,QN1BCFY7JDJ5,usaspending,2004-02-04,0,0
716919885.34,CONT_AWD_0001_9700_DAAE0700DM051_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,0001,"200110!000408!2100!AE07  !TACOM - WARREN                  !DAAE0700DM051  !A!N!*!N!0001               !20001116!20060630!098155158!098155158!098155158!N!GM GDLS DEFENSE GROUP LLC, JOI!14920 TWENTY-THREE MILE RO!SHELBY TOWNSHI      !MI!48315!76460!099!26!STERLING HEIGHTS    !MACOMB                !MICHIGAN  !+000061744912!N!N!000000000000!2320!TRUCKS AND TRUCK TRACTORS, WHEELED                !A4A!COMBAT VEHICLES               !1000!NOT DISCERNABLE OR CLASSIFIED !336992!*!*!5!A!S! !*!*!*!B!*!*!A!",2018-11-15,2026-01-21,True,False,,,,,,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,usaspending,2000-11-16,0,0
714560914.0,CONT_AWD_N0002404C2104_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002404C2104,,2019-09-30,2026-01-21,True,False,,,,,,,"BECHTEL PLANT MACHINERY, INC.",MTKMVNVK1MH6,usaspending,2003-10-15,0,0
713398489.52,CONT_AWD_W56HZV23F0159_9700_W56HZV20D0005_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,W56HZV23F0159,300 STRYKER DVH NEW AND EXCHANGE VEHICLES IN SUPPORT OF STRYKER BRIGADE COMBAT TEAM (SBCT) 5TH BRIGADE PRODUCTION CONTRACT,2025-12-31,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,2023-06-21,0,0
712197033.6,CONT_AWD_N0001908C0033_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0001908C0033,AAC AWARD FOR LRIP III PRATT,2013-04-30,2026-01-21,True,False,,,,,,,RTX CORPORATION,QN1BCFY7JDJ5,usaspending,2008-09-02,0,0
710774062.0,CONT_AWD_N6833509C0573_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N6833509C0573,CVN 78  PRODUCTION EMALS,2020-09-30,2026-01-21,True,False,,,,,,,GENERAL ATOMICS,TVRYQ3N3B8H5,usaspending,2009-06-30,0,0
705096106.38,CONT_AWD_N0002409C4416_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002409C4416,LSD 41/49 NORFOLK MSMO,2015-11-27,2026-01-21,True,False,,,,,,,METRO MACHINE CORP.,J1FCJLK5LGU5,usaspending,2009-08-03,0,0
702861066.25,CONT_AWD_0023_9700_M6785407D5032_9700,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Active prime,55,0,0,0023,LONG WHEEL BASE ROLLING CHASSIS,2015-12-23,2026-01-21,True,False,,,,,,,ND DEFENSE LLC,NAX6BAMAUNG9,usaspending,2012-01-06,0,0
701510526.0,CONT_AWD_N0002411C2307_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002411C2307,CONSTRUCTION OF DDG 51 CLASS DESTROYER,2018-04-24,2026-01-21,True,False,,,,,,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,usaspending,2011-09-26,0,0
698753369.2,CONT_AWD_N0001917C0047_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0001917C0047,USN F414 ENGINES: EA-18G,2020-12-31,2026-01-21,True,False,,,,,,,GENERAL ELECTRIC COMPANY,E3HYKKLT5ZT1,usaspending,2017-03-29,0,0
696422464.93,CONT_AWD_0009_9700_M6785407D5032_9700,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,0009,CATEGORY I MRAP,2010-02-28,2026-01-21,True,False,,,,,,,ND DEFENSE LLC,NAX6BAMAUNG9,usaspending,2008-09-04,0,0
696102140.57,CONT_AWD_W56HZV19F0116_9700_W56HZV18D0012_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,W56HZV19F0116,"AWARD DELIVERY ORDER W56HZV-19-F-0116 (0005) AGAINST THE ABRAMS REQUIREMENTS CONTRACT (ARC) TO PROCURE 174 ABRAMS VEHICLE UPGRADES TO THE LATEST M1A2 SYSTEM ENHANCEMENT PACKAGE VERSION 3 (SEPV3) CONFIGURATION, ALONG WITH THE SUPPORTING INTEGRATED PRODUCT SUPPORT (IPS), REPAIR OF DEFECTIVE GOVERNMENT MATERIAL (DGM), AND THE REPLACEMENT OF WASHED-OUT ANNISTON ARMY DEPOT (ANAD) RECLAIMED COMPONENTS.  THE DELIVERY ORDER CONSISTS OF THREE CONTRACT TYPES: FIXED PRICE INCENTIVE-FIRM (FPIF), FIRM FIXED ",2022-04-22,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,2018-12-14,0,0
694013207.92,CONT_AWD_F3365798C0036_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Active prime,55,0,0,F3365798C0036,,2014-12-31,2026-01-21,True,False,,,,,,,"ROCKWELL COLLINS, INC.",J4Q3HP6NHK47,usaspending,1999-10-21,0,0
692375070.69,CONT_AWD_HT940221F0006_9700_HT940214D0002_9700,Department of Defense,Defense Health Agency,DoD; $500M+; Active prime,55,0,0,HT940221F0006,TRICARE PHARMACY SERVICES,2022-04-30,2026-01-21,True,False,,,,,,,EXPRESS SCRIPTS INC,QKNTMFZFR6E9,usaspending,2021-03-19,0,0
691332132.4,CONT_AWD_HT940217F0006_9700_HT940214D0002_9700,Department of Defense,Defense Health Agency,DoD; $500M+; Active prime,55,0,0,HT940217F0006,IGF::OT::IGF  TRICARE PHARMACY SERVICES,2018-04-30,2026-01-21,True,False,,,,,,,EXPRESS SCRIPTS INC,QKNTMFZFR6E9,usaspending,2017-03-23,0,0
690744779.93,CONT_AWD_DAAH2300C0347_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Active prime,55,0,0,DAAH2300C0347,,2010-10-29,2026-01-21,True,False,,,,,,,GENERAL ELECTRIC COMPANY,J1T1FEN3PWX6,usaspending,2000-09-14,0,0
689426152.0,CONT_AWD_N0002409C2100_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002409C2100,COMMON  MISSILE COMPARTMENT,2014-10-01,2026-01-21,True,False,,,,,,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,usaspending,2008-12-23,0,0
689345431.33,CONT_AWD_W912CH24F0207_9700_W56HZV23D0008_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,W912CH24F0207,"PRICED DELIVERY ORDER OFF OF BASE CONTRACT, W56HZV-23-D-0008.",2026-12-31,2026-01-21,True,False,,,,,,,AM GENERAL LLC,NWM1JWVDA853,usaspending,2024-07-31,0,0
687294528.14,CONT_AWD_W56KGU22F0017_9700_W56KGU18D0004_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,W56KGU22F0017,"INITIAL MODIFICATION ON TASK ORDER 5 NSEC, FFRDC TO INCREMENTALLY FUND, UPDATE PWS & DD254",2023-12-31,2026-01-21,True,False,,,,,,,THE MITRE CORPORATION,DMHDNDCPWUD1,usaspending,2022-09-29,0,0
685763839.56,CONT_AWD_DAAJ0988CA084_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Active prime,55,0,0,DAAJ0988CA084,,1997-09-30,2026-01-21,True,False,,,,,,,GENERAL ELECTRIC COMPANY,E3HYKKLT5ZT1,usaspending,1988-05-15,0,0
684030646.75,CONT_AWD_FA872619F0096_9700_47QTCK18D0001_4732,Department of Defense,Department of the Air Force,DoD; $500M+; Active prime,55,0,0,FA872619F0096,COMMON COMPUTING ENVIRONMENT (CCE) FOLLOW-ON,2025-09-07,2026-01-21,True,False,,,,,,,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MMLKPW9JLX64,usaspending,2019-09-10,0,0
683927980.2,CONT_AWD_0037_9700_W31P4Q05A0031_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,0037,"IGF::CL,CT::IGF TASK ORDER AWARD",2018-02-02,2026-01-21,True,False,,,,,,,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MMLKPW9JLX64,usaspending,2014-02-21,0,0
681958926.0,CONT_AWD_N0002418C2124_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002418C2124,NAVAL REACTORS,2026-11-30,2026-01-21,True,False,,,,,,,"BECHTEL PLANT MACHINERY, INC.",MTKMVNVK1MH6,usaspending,2017-12-15,0,0
681361889.63,CONT_AWD_N0001912C0060_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0001912C0060,LRIP 7 AAC,2017-10-15,2026-01-21,True,False,,,,,,,RTX CORPORATION,QN1BCFY7JDJ5,usaspending,2012-09-28,0,0
680641810.52,CONT_AWD_B001_9700_SP060008D0486_9700,Department of Defense,Defense Logistics Agency,DoD; $500M+; Active prime,55,0,0,B001,JP8,2009-08-10,2026-01-21,True,False,,,,,,,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,HPBTLPA2JR77,usaspending,2008-06-04,0,0
679920727.0,CONT_AWD_0002_9700_DAAE0700DM051_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,0002,"200106!000432!2100!AE07  !TACOM - WARREN                  !DAAE0700DM051  !A!N!*!N!0002               !20001116!20021017!098155158!098155158!098155158!N!GM GDLS DEFENSE GROUP LLC, JOI!14920 TWENTY-THREE MILE RO!SHELBY TOWNSHI      !MI!48315!76460!099!26!STERLING HEIGHTS    !MACOMB                !MICHIGAN  !+000578474112!N!N!000000000000!2320!TRUCKS AND TRUCK TRACTORS, WHEELED                !A1A!AIRFRAMES AND SPARES          !1AIA!BLACKHAWK (UH-60) UTTAS       !332912!*!*!5!A!S! !*!*!*!B!*!*!A!",2004-08-30,2026-01-21,True,False,,,,,,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,usaspending,2000-11-16,0,0
678957296.08,CONT_AWD_N0003022C6002_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0003022C6002,GUIDANCE TES FY22 EO14042,2025-09-30,2026-01-21,True,False,,,,,,,"THE CHARLES STARK DRAPER LABORATORY, INC.",GTJHZE4M7YK1,usaspending,2021-10-01,0,0
676427890.95,CONT_AWD_0004_9700_HT940214D0002_9700,Department of Defense,Defense Health Agency,DoD; $500M+; Active prime,55,0,0,0004,IGF::OT::IGF  TRICARE PHARMACY SERVICES,2017-04-30,2026-01-21,True,False,,,,,,,EXPRESS SCRIPTS INC,QKNTMFZFR6E9,usaspending,2016-04-14,0,0
675756250.19,CONT_AWD_0007_9700_M6785407D5032_9700,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,0007,CATEGORY I MRAP (ARMY),2010-05-31,2026-01-21,True,False,,,,,,,ND DEFENSE LLC,NAX6BAMAUNG9,usaspending,2008-03-14,0,0
675433329.43,CONT_AWD_W31P4Q25F0182_9700_W31P4Q23D0014_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,W31P4Q25F0182,"THIS ACTION IS TO SATISFY AN URGENT NEED FOR REPLENISHMENT OF THE JAVELIN WEAPONS SYSTEM. THIS T.O. WILL EXECUTE A UCA FOR DO 003 (FY25 BUY) FOR JPO FOR ALL UP ROUND MISSILES, BATTERY COOL UNIT, AND TOOLING WITH A NTE OF $900,526,210.44.",2031-02-28,2026-01-21,True,False,,,,,,,RAYTHEON/LOCKHEED MARTIN JAVELIN JV,WGB7GAKM7A68,usaspending,2025-08-27,0,0
673543705.75,CONT_AWD_0036_9700_W56HZV07DM112_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,0036,352 STRYKER VEHICLES,2016-03-24,2026-01-21,True,False,,,,,,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,usaspending,2009-09-30,0,0
673140164.34,CONT_AWD_N0001923C0013_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0001923C0013,T408 IAF ENGINES AND COST REDUCTION INITIATIVES,2027-06-18,2026-01-21,True,False,,,,,,,GENERAL ELECTRIC COMPANY,E3HYKKLT5ZT1,usaspending,2023-04-26,0,0
673005740.91,CONT_AWD_W9128Z11C5000_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Active prime,55,0,0,W9128Z11C5000,LABOR,2013-08-31,2026-01-21,True,False,,,,,,,VECTRUS SYSTEMS LLC,RRFJZGASZJ41,usaspending,2011-03-31,0,0
671426040.22,CONT_AWD_HT940220F0011_9700_HT940214D0002_9700,Department of Defense,Defense Health Agency,DoD; $500M+; Active prime,55,0,0,HT940220F0011,TRICARE PHARMACY SERVICES,2021-04-30,2026-01-21,True,False,,,,,,,EXPRESS SCRIPTS INC,QKNTMFZFR6E9,usaspending,2020-04-06,0,0
670736987.0,CONT_AWD_N0002408C2100_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002408C2100,FY08 EDSRA ACCOMPLISHMENT,2010-04-19,2026-01-21,True,False,,,,,,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,usaspending,2008-04-11,0,0
