agencies,extraction_date,is_it_vendor,is_prime,is_sub,prime_count,recipient_name,recipient_uei,subaward_count,total_contracts,total_prime_value,total_subaward_value,total_value
Department of Defense,2026-01-21,False,True,False,1,LOCKHEED MARTIN CORPORATION,FDHZCDNKUXZ5,0,1,2085795550.43,0,2085795550.43
Department of Defense,2026-01-21,False,True,False,5,AMERICAN OVERSEAS MARINE CO. LLC,XZ1UZ6SWMET9,0,5,2079582473.15,0,2079582473.15
Department of Defense,2026-01-21,False,True,False,2,GLOBAL LINGUIST SOLUTIONS LLC,Y5KMSMECQSA3,0,2,2043444255.45,0,2043444255.45
Department of Defense,2026-01-21,False,True,False,3,NORTHROP GRUMMAN SYSTEMS CORPORATION,DJUCEANK2KP4,0,3,2020263572.01,0,2020263572.01
Department of Defense,2026-01-21,False,True,False,1,"WASHINGTON DEMILITARIZATION COMPANY, LLC",SFXCFZ62LMC3,0,1,1995254704.5,0,1995254704.5
Department of Defense,2026-01-21,False,True,False,3,GENERAL DYNAMICS LAND SYSTEMS - CANADA CORPORATION,UKN6CJ49WB54,0,3,1977014536.04,0,1977014536.04
Department of Defense,2026-01-21,False,True,False,1,RANGE GENERATION NEXT LLC,E6J8JNNJ6AA5,0,1,1972620947.37,0,1972620947.37
Department of Defense,2026-01-21,False,True,False,3,RAYTHEON COMPANY,Y5ZZFR2AQC63,0,3,1944719267.03,0,1944719267.03
Department of Defense,2026-01-21,False,True,False,1,RAYTHEON COMPANY,Y1NNFWGYCNJ6,0,1,1913071796.78,0,1913071796.78
Department of Defense,2026-01-21,False,True,False,4,INSTITUTE FOR DEFENSE ANALYSES,JM98J68UPRK1,0,4,1909790832.8,0,1909790832.8
Department of Defense,2026-01-21,False,True,False,1,SIERRA MILITARY HEALTH SERVICES LLC,DZVLT6GXJ988,0,1,1901146467.04,0,1901146467.04
Department of Defense,2026-01-21,False,True,False,1,"KOKOSING ALBERICI TRAYLOR, LLC",JKR3GLXEDRD1,0,1,1889904240.0,0,1889904240.0
Department of Defense,2026-01-21,False,True,False,1,WASHINGTON GROUP/ALBERICI JOINT VENTURE,MUSXVFYMGC14,0,1,1870676938.26,0,1870676938.26
Department of Defense,2026-01-21,False,True,False,2,NORTHROP GRUMMAN SYSTEMS CORPORATION,ULU9F3WMEH66,0,2,1868671537.22,0,1868671537.22
Department of Defense,2026-01-21,False,True,False,1,SOUTHWEST VALLEY CONSTRUCTORS CO,W31DQKBPJCD3,0,1,1857177427.39,0,1857177427.39
Department of Defense,2026-01-21,False,True,False,3,CAE USA INC.,HVQBAL5E7R23,0,3,1849098378.43,0,1849098378.43
Department of Defense,2026-01-21,False,True,False,1,WASHINGTON GOVERNMENT ENVIRONMENTAL SERVICES COMPANY LLC,G6DVBK6KMKF8,0,1,1842081292.91,0,1842081292.91
Department of Defense,2026-01-21,False,True,False,3,ECC CONSTRUCTORS LLC,LJPLMV3GCYE7,0,3,1832547433.56,0,1832547433.56
Department of Defense,2026-01-21,False,True,False,3,CLARK CONSTRUCTION GROUP LLC,QQBXQR679KM9,0,3,1824670605.2,0,1824670605.2
Department of Defense,2026-01-21,False,True,False,1,"EG&G DEFENSE MATERIALS, INC.",JPCTN8JL64R6,0,1,1815674046.64,0,1815674046.64
Department of Defense,2026-01-21,False,True,False,1,"MODERNA US, INC.",G5BFKCJLDML6,0,1,1788399999.0,0,1788399999.0
Department of Defense,2026-01-21,False,True,False,1,EVERNORTH FEDERAL SERVICES INC,WB8MQFCKEG74,0,1,1780617181.59,0,1780617181.59
Department of Defense,2026-01-21,False,True,False,1,IHEALTH LABS INC.,RSKJC51FNLR3,0,1,1774999987.2,0,1774999987.2
Department of Defense,2026-01-21,False,True,False,1,381 CONSTRUCTORS,P4LGE35HG4B5,0,1,1774270799.87,0,1774270799.87
Department of Defense,2026-01-21,False,True,False,2,LONGBOW LLC,NKALELNK6F48,0,2,1763135301.2,0,1763135301.2
Department of Defense,2026-01-21,False,True,False,2,"INDYNE, INC.",K21BNJGB9US6,0,2,1746704765.12,0,1746704765.12
Department of Defense,2026-01-21,False,True,False,2,"GENERAL DYNAMICS LAND SYSTEMS, INC",E7FAZ5GRAWJ3,0,2,1731773049.4099998,0,1731773049.4099998
Department of Defense,2026-01-21,False,True,False,2,TRAX INTERNATIONAL CORPORATION,XDC4K4U6LDK6,0,2,1729741546.13,0,1729741546.13
Department of Defense,2026-01-21,False,True,False,2,BAE SYSTEMS LAND & ARMAMENTS L.P.,YNJNTZWVC3H6,0,2,1729537617.06,0,1729537617.06
Department of Defense,2026-01-21,False,True,False,2,"AC FIRST, LLC",G1KXKJGWQCG1,0,2,1727570066.46,0,1727570066.46
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN SYSTEMS CORPORATION,T9XKQSKMW4J1,0,1,1726084211.32,0,1726084211.32
Department of Defense,2026-01-21,False,True,False,2,BP PRODUCTS NORTH AMERICA INC.,XHUSMLUX7BC7,0,2,1709946330.16,0,1709946330.16
Department of Defense,2026-01-21,False,True,False,1,METROPOLITAN LIFE INSURANCE CO,XN1CSKV5KNR8,0,1,1704614249.55,0,1704614249.55
Department of Defense,2026-01-21,False,True,False,1,PERATON INC.,TG5GEHKR1T29,0,1,1703161709.37,0,1703161709.37
Department of Defense,2026-01-21,False,True,False,1,THE BOEING COMPANY,VH1ZJJ9CW9B4,0,1,1696830730.0,0,1696830730.0
Department of Defense,2026-01-21,False,True,False,3,LOCKHEED MARTIN CORPORATION,NPTBVK49FNB3,0,3,1690005233.08,0,1690005233.08
Department of Defense,2026-01-21,False,True,False,3,BP WEST COAST PRODUCTS LLC,DK56VFNQXPM6,0,3,1625593105.97,0,1625593105.97
Department of Defense,2026-01-21,False,True,False,3,KUWAIT PETROLEUM CORPORATION,ZVWVT75MM888,0,3,1615683600.5300002,0,1615683600.5300002
Department of Defense,2026-01-21,False,True,False,2,LOCKHEED MARTIN CORPORATION,LHM1PFWNT8J4,0,2,1608109280.0,0,1608109280.0
Department of Defense,2026-01-21,False,True,False,1,"GLAXOSMITHKLINE, LLC",FRHTPHMZMX47,0,1,1597461996.0,0,1597461996.0
Department of Defense,2026-01-21,False,True,False,1,RED STAR ENTERPRISES LTD,MZ5UVU2MPJW1,0,1,1595338175.13,0,1595338175.13
Department of Defense,2026-01-21,False,True,False,2,"SVCMC, INC.",FNQCDN7MMA75,0,2,1592520489.17,0,1592520489.17
Department of Defense,2026-01-21,False,True,False,1,BAE SYSTEMS SURVIVABILITY SYSTEMS LLC,P88EH5SLS536,0,1,1586258589.42,0,1586258589.42
Department of Defense,2026-01-21,False,True,False,3,"TCOM, L.P.",HEZDP5MN11A3,0,3,1580142720.33,0,1580142720.33
Department of Defense,2026-01-21,False,True,False,1,L3HARRIS NEXGEN COMMUNICATIONS LLC,ZKE9UNL1NYF3,0,1,1573743464.29,0,1573743464.29
Department of Defense,2026-01-21,False,True,False,3,S-OIL CORPORATION,ZGCENJD7ZG18,0,3,1571460389.52,0,1571460389.52
Department of Defense,2026-01-21,False,True,False,3,OLIN WINCHESTER LLC,HCFGYBJNH9S5,0,3,1563455365.7400002,0,1563455365.7400002
Department of Defense,2026-01-21,False,True,False,2,"CROWLEY GOVERNMENT SERVICES, INC.",VMEFT5X61JT9,0,2,1533293573.5,0,1533293573.5
Department of Defense,2026-01-21,False,True,False,3,TORCH TECHNOLOGIES INC,YA63J5PVEZE6,0,3,1486653448.4199998,0,1486653448.4199998
Department of Defense,2026-01-21,False,True,False,2,"NORTHROP GRUMMAN TECHNICAL SERVICES, INC.",QCJNUT2JTAW9,0,2,1486117639.79,0,1486117639.79
Department of Defense,2026-01-21,False,True,False,2,BP SINGAPORE PTE. LIMITED,F5P6E5XRNXB4,0,2,1484147706.5500002,0,1484147706.5500002
Department of Defense,2026-01-21,False,True,False,2,GENERAL DYNAMICS INFORMATION TECHNOLOGY INC.,Z2L7LVNEAPC3,0,2,1469085638.6999998,0,1469085638.6999998
Department of Defense,2026-01-21,False,True,False,2,HII MISSION TECHNOLOGIES CORP,G5H7HWC4L2R5,0,2,1464034569.73,0,1464034569.73
Department of Defense,2026-01-21,False,True,False,2,PERATON ENTERPRISE SOLUTIONS LLC,MBSRAWAQ9559,0,2,1446233439.63,0,1446233439.63
Department of Defense,2026-01-21,False,True,False,3,"CACI, INC. - FEDERAL",N3PBJAVNKF61,0,3,1440996993.72,0,1440996993.72
Department of Defense,2026-01-21,False,True,False,1,"CLARK/BALFOUR BEATTY - NCE, A JOINT VENTURE",NN9DNNPKKMX9,0,1,1433788456.0,0,1433788456.0
Department of Defense,2026-01-21,False,True,False,3,CARNEGIE MELLON UNIVERSITY,G4P3TF8PFH73,0,3,1422888966.44,0,1422888966.44
Department of Defense,2026-01-21,False,True,False,2,"BECHTEL NATIONAL, INC.",HGF7H89MA3D9,0,2,1392560707.21,0,1392560707.21
Department of Defense,2026-01-21,False,True,False,2,WESTON SOLUTIONS INC,Z4XGALW7L9K6,0,2,1390968072.0300002,0,1390968072.0300002
Department of Defense,2026-01-21,False,True,False,2,PERATON RISK DECISION INC.,P78LRLNYPUF4,0,2,1380638873.19,0,1380638873.19
Department of Defense,2026-01-21,False,True,False,2,FISHER SAND & GRAVEL CO,DGT8NKKG9NR3,0,2,1374950447.96,0,1374950447.96
Department of Defense,2026-01-21,False,True,False,2,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",SMNWM6HN79X5,0,2,1374404097.81,0,1374404097.81
Department of Defense,2026-01-21,False,True,False,2,BP OIL INTERNATIONAL LIMITED,GBMZAMM696X9,0,2,1369951972.75,0,1369951972.75
Department of Defense,2026-01-21,False,True,False,2,"DOYON UTILITIES, LLC",QSGWRGHUGDU8,0,2,1360026382.24,0,1360026382.24
Department of Defense,2026-01-21,False,True,False,2,ENVIRONMENTAL CHEMICAL CORPORATION,LFH4SUCVA379,0,2,1355717411.56,0,1355717411.56
Department of Defense,2026-01-21,False,True,False,2,"TRAX INTERNATIONAL, LLC",DJKNQ7AWDQL8,0,2,1352395355.58,0,1352395355.58
Department of Defense,2026-01-21,False,True,False,1,ABBOTT RAPID DX NORTH AMERICA LLC,P782RNU1NNK3,0,1,1348550000.0,0,1348550000.0
Department of Defense,2026-01-21,False,True,False,2,COMPUTER SCIENCES RAYTHEON,NQFWXBVWL6M1,0,2,1345122684.6100001,0,1345122684.6100001
Department of Defense,2026-01-21,False,True,False,2,"L3 TECHNOLOGIES, INC.",CJSNYUAHYFH4,0,2,1338242791.8600001,0,1338242791.8600001
Department of Defense,2026-01-21,False,True,False,2,FOREIGN AWARDEES (UNDISCLOSED),NN2NGPDNCK23,0,2,1333534395.83,0,1333534395.83
Department of Defense,2026-01-21,False,True,False,1,KAPL INC,W1W5EF8FPXT1,0,1,1309642494.67,0,1309642494.67
Department of Defense,2026-01-21,False,True,False,2,"UNITED CONCORDIA COMPANIES, INC.",EUEVXMR5L7A3,0,2,1306784785.97,0,1306784785.97
Department of Defense,2026-01-21,False,True,False,1,"HELLFIRE SYSTEMS, LLC",N88XY4YJDQ69,0,1,1297838860.5,0,1297838860.5
Department of Defense,2026-01-21,False,True,False,1,VERTEX AEROSPACE LLC,CDWHLNLYJHX1,0,1,1294899142.84,0,1294899142.84
Department of Defense,2026-01-21,False,True,False,2,L-3 COMMUNICATIONS INTEGRATED SYSTEMS L.P.,ZVSWRLZC9757,0,2,1294246669.0,0,1294246669.0
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN SYSTEMS CORPORATION,GHKDJMJNPL13,0,1,1270490998.86,0,1270490998.86
Department of Defense,2026-01-21,False,True,False,1,"BALFOUR BEATTY/DPR/BIG-D, A JOINT VENTURE",LBY5FXN2HKA5,0,1,1251343793.0,0,1251343793.0
Department of Defense,2026-01-21,False,True,False,1,"APTIM FEDERAL SERVICES, LLC",JT9NZ8J1KQF5,0,1,1249801027.34,0,1249801027.34
Department of Defense,2026-01-21,False,True,False,2,"S & K AEROSPACE, LLC",WVJKC2L1ZN11,0,2,1240465485.8899999,0,1240465485.8899999
Department of Defense,2026-01-21,False,True,False,3,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,F9AVUZ8YBGQ6,0,3,1237415868.72,0,1237415868.72
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN SYSTEMS CORPORATION,K515JRH1JFP3,0,1,1220855590.93,0,1220855590.93
Department of Defense,2026-01-21,False,True,False,1,"RELIANCE TEST & TECHNOLOGY, LLC",LFMMBZEMM2X3,0,1,1220335638.46,0,1220335638.46
Department of Defense,2026-01-21,False,True,False,3,LOCKHEED MARTIN CORPORATION,LXKGXB75YKY6,0,3,1210126828.99,0,1210126828.99
Department of Defense,2026-01-21,False,True,False,2,"OCEAN SHIPS, INC.",J3KFWB7L63U6,0,2,1200376669.15,0,1200376669.15
Department of Defense,2026-01-21,False,True,False,2,"U.S. MARINE MANAGEMENT, LLC",ULJ3VFQNYKQ4,0,2,1194133702.43,0,1194133702.43
Department of Defense,2026-01-21,False,True,False,1,GREENLAND CONTRACTORS I/S,YE58EYHJSE18,0,1,1183961897.44,0,1183961897.44
Department of Defense,2026-01-21,False,True,False,2,"GOODWILL INDUSTRIES OF SOUTHEASTERN WISCONSIN, INC.",KAAVJRR2JGW9,0,2,1159272490.6,0,1159272490.6
Department of Defense,2026-01-21,False,True,False,2,BAE SYSTEMS HAWAII SHIPYARDS INC.,P14ZXZ9XE7K9,0,2,1152319445.67,0,1152319445.67
Department of Defense,2026-01-21,False,True,False,2,"AMENTUM TECHNOLOGY, INC.",DTRJLHVLK8F4,0,2,1142630356.07,0,1142630356.07
Department of Defense,2026-01-21,False,True,False,2,"KBR WYLE SERVICES, LLC",JU9GLKSCUXE3,0,2,1141305617.19,0,1141305617.19
Department of Defense,2026-01-21,False,True,False,2,TOTAL MARKETING SERVICES,REGRCMMVJVM3,0,2,1135388377.98,0,1135388377.98
Department of Defense,2026-01-21,False,True,False,1,ROSOBORONEXPORT JSC,TM3PRUN8ADB5,0,1,1118429424.58,0,1118429424.58
Department of Defense,2026-01-21,False,True,False,1,"NETFIRES, LLC",GKNSKHCL5D44,0,1,1111390275.25,0,1111390275.25
Department of Defense,2026-01-21,False,True,False,1,ASTRAZENECA PHARMACEUTICALS LP,E5K2ZJ8CTJH4,0,1,1107934203.08,0,1107934203.08
Department of Defense,2026-01-21,False,True,False,1,CLARK MCCARTHY HEALTHCARE PARTNERS II,YTJHMJFEGNL3,0,1,1100727120.07,0,1100727120.07
Department of Defense,2026-01-21,False,True,False,2,"LEIDOS, INC.",P1DHVE8PH2Q3,0,2,1095416644.66,0,1095416644.66
Department of Defense,2026-01-21,False,True,False,1,PARSONS GOVERNMENT SERVICES INC.,GDJ1DGJVM5G6,0,1,1093792931.99,0,1093792931.99
Department of Defense,2026-01-21,False,True,False,1,"GULF INTRACOASTAL CONSTRUCTORS, A JOINT VENTURE",X5BMFHGF7MD9,0,1,1091129786.56,0,1091129786.56
Department of Defense,2026-01-21,False,True,False,2,KONGSBERG DEFENCE & AEROSPACE AS,V24HYE4YVGH6,0,2,1079033083.6599998,0,1079033083.6599998
Department of Defense,2026-01-21,False,True,False,1,BFBC LLC,PTZXAS7WKA23,0,1,1069388598.08,0,1069388598.08
Department of Defense,2026-01-21,False,True,False,1,AEROJET ROCKETDYNE COLEMAN AEROSPACE INC,H6GGLSFCL9G5,0,1,1060509824.85,0,1060509824.85
Department of Defense,2026-01-21,False,True,False,2,"MAERSK LINE, LIMITED",CYKLKH72LLJ5,0,2,1042341275.05,0,1042341275.05
Department of Defense,2026-01-21,False,True,False,2,GLOBAL MILITARY PRODUCTS INC,L168LBGMAA13,0,2,1041784834.0,0,1041784834.0
Department of Defense,2026-01-21,False,True,False,2,MAG DS CORP,YJCQHLKKG3W5,0,2,1039631640.46,0,1039631640.46
Department of Defense,2026-01-21,False,True,False,2,TIMKEN GEARS & SERVICES INC.,FZPYZ11SFNA6,0,2,1037142601.0,0,1037142601.0
Department of Defense,2026-01-21,False,True,False,1,RAM-SYSTEM GMBH,YMYQQQBNG2K5,0,1,1027614927.24,0,1027614927.24
Department of Defense,2026-01-21,False,True,False,2,THE BOEING COMPANY,NJVNVWQJMPA4,0,2,1025452411.58,0,1025452411.58
Department of Defense,2026-01-21,False,True,False,2,BAE SYSTEMS ORDNANCE SYSTEMS INC,PFGVR4NPLNB2,0,2,1016930630.5600001,0,1016930630.5600001
Department of Defense,2026-01-21,False,True,False,2,"SK ENERGY CO., LTD.",JWA6CPKCJSF6,0,2,1007455737.97,0,1007455737.97
Department of Defense,2026-01-21,False,True,False,2,THALLE CONSTRUCTION CO INC,RMVJU76MCN81,0,2,1003715021.05,0,1003715021.05
Department of Defense,2026-01-21,False,True,False,1,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LTD,DWYUNSX4LC35,0,1,985743454.86,0,985743454.86
Department of Defense,2026-01-21,False,True,False,2,CHEVRON USA INC.,ETM1CJGUA6H8,0,2,977587109.04,0,977587109.04
Department of Defense,2026-01-21,False,True,False,2,L3HARRIS TECHNOLOGIES INTEGRATED SYSTEMS L.P.,DK97RBJXMKF3,0,2,950555278.38,0,950555278.38
Department of Defense,2026-01-21,False,True,False,2,BAE SYSTEMS TECHNICAL SERVICES,LY46BLBGC3C9,0,2,943299922.46,0,943299922.46
Department of Defense,2026-01-21,False,True,False,1,WALSH - TURNER JV II,MKEHYFKZMB23,0,1,941992288.0,0,941992288.0
Department of Defense,2026-01-21,False,True,False,1,"URS FEDERAL SERVICES INTERNATIONAL, INC",QKXCUBQF9NT9,0,1,932288457.45,0,932288457.45
Department of Defense,2026-01-21,False,True,False,2,ALLIANT TECHSYSTEMS OPERATIONS LLC,HBCXZGZJ83M4,0,2,932163318.98,0,932163318.98
Department of Defense,2026-01-21,False,True,False,2,NORTHROP GRUMMAN SYSTEMS CORPORATION,WNFAAJU8F1X1,0,2,917400570.71,0,917400570.71
Department of Defense,2026-01-21,False,True,False,1,RO DEFENCE PROJECTS LTD,P67XBXWXLVP4,0,1,906021841.04,0,906021841.04
Department of Defense,2026-01-21,False,True,False,1,BLUEFORGE ALLIANCE,F8PEZKXES8B1,0,1,903994823.0,0,903994823.0
Department of Defense,2026-01-21,False,True,False,1,BOEING SIKORSKY COMANCHE TEAM,SE9HBZC9MHN6,0,1,895462282.39,0,895462282.39
Department of Defense,2026-01-21,False,True,False,2,GAZPROMNEFT-AERO KYRGYZSTAN LLC,LNUDRM24H815,0,2,895156645.44,0,895156645.44
Department of Defense,2026-01-21,False,True,False,2,NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC,CVRDPLPAR5D3,0,2,883701380.69,0,883701380.69
Department of Defense,2026-01-21,False,True,False,2,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",LKMMNBMPUNH7,0,2,883635132.4100001,0,883635132.4100001
Department of Defense,2026-01-21,False,True,False,2,NORTHROP GRUMMAN SYSTEMS CORPORATION,LCV2N9FVV739,0,2,876081265.22,0,876081265.22
Department of Defense,2026-01-21,False,True,False,1,"GENERAL DYNAMICS NETWORK SYSTEMS, INC.",FMKUGNBPXQX3,0,1,874209512.0,0,874209512.0
Department of Defense,2026-01-21,False,True,False,2,"GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS, INC.",FNEJKBCACXL1,0,2,867909417.1500001,0,867909417.1500001
Department of Defense,2026-01-21,False,True,False,1,WORLD FUEL SERVICES (SINGAPORE) PTE LTD,KKSMJ8L9EUS4,0,1,859848390.87,0,859848390.87
Department of Defense,2026-01-21,False,True,False,2,"LEIDOS, INC.",MYKLJHTX3MM7,0,2,857351982.31,0,857351982.31
Department of Defense,2026-01-21,False,True,False,1,"FOSTER FUELS, INC.",H37MEMNXPS23,0,1,853187052.0,0,853187052.0
Department of Defense,2026-01-21,False,True,False,1,LOCKHEED MARTIN CORPORATION,G5TLLN5B23K3,0,1,852873475.24,0,852873475.24
Department of Defense,2026-01-21,False,True,False,2,ARCTEC ALASKA JV,R9C5LKTQWGG1,0,2,851851210.35,0,851851210.35
Department of Defense,2026-01-21,False,True,False,2,NORTHROP GRUMMAN SYSTEMS CORP,WL6XPAJVBK83,0,2,838650510.51,0,838650510.51
Department of Defense,2026-01-21,False,True,False,1,VALIANT GLOBAL DEFENSE SERVICES INC,FEJJGETNAP31,0,1,833634568.54,0,833634568.54
Department of Defense,2026-01-21,False,True,False,2,BAE SYSTEMS INFORMATION & ELECTRONIC SYSTEMS INTEGRATION INC,LL86LYMYHK36,0,2,829992493.46,0,829992493.46
Department of Defense,2026-01-21,False,True,False,2,RAYTHEON COMPANY,M1BVCGDKJ1L7,0,2,827015775.3399999,0,827015775.3399999
Department of Defense,2026-01-21,False,True,False,2,DRS SUSTAINMENT SYSTEMS INC,FG7HKV9NTDK5,0,2,824908155.8599999,0,824908155.8599999
Department of Defense,2026-01-21,False,True,False,1,ACCENTURE FEDERAL SERVICES LLC,C47BNA8GM833,0,1,820300745.72,0,820300745.72
Department of Defense,2026-01-21,False,True,False,1,LOCKHEED MARTIN CORP,CMCXD2QLGKF9,0,1,816815375.21,0,816815375.21
Department of Defense,2026-01-21,False,True,False,1,GLOBALFOUNDRIES U.S. 2 LLC,RUSME6Z46ML6,0,1,816516427.74,0,816516427.74
Department of Defense,2026-01-21,False,True,False,1,ERNST & YOUNG LLP,ECMMFNMSLXM7,0,1,812624579.93,0,812624579.93
Department of Defense,2026-01-21,False,True,False,1,RED STAR ENTERPRISES LIMITED,L2RWJBSNK4J4,0,1,811355349.31,0,811355349.31
Department of Defense,2026-01-21,False,True,False,1,"FOUNDATION HEALTH, A CALIFORNI",UEYKBH5QYGC3,0,1,807594570.84,0,807594570.84
Department of Defense,2026-01-21,False,True,False,1,"TRUMBULL CORPORATION AND BRAYMAN CONSTRUCTION CORPORATION, A JOINT VENTURE",K8T9HADURNM9,0,1,806693944.8,0,806693944.8
Department of Defense,2026-01-21,False,True,False,1,INTERNATIONAL BUSINESS MACHINES CORPORATION,VV9KH3L99VE3,0,1,806173556.95,0,806173556.95
Department of Defense,2026-01-21,False,True,False,1,DYNPORT VACCINE COMPANY LLC,LXNEGTYDR755,0,1,803304537.54,0,803304537.54
Department of Defense,2026-01-21,False,True,False,1,HONEYWELL INTERNATIONAL INC.,ZLHMCNLMEYK1,0,1,798717276.13,0,798717276.13
Department of Defense,2026-01-21,False,True,False,2,"L3 TECHNOLOGIES, INC.",FRJQGQHDX4J3,0,2,796747561.1099999,0,796747561.1099999
Department of Defense,2026-01-21,False,True,False,2,RAYTHEON COMPANY,GMBYU6KAN9J3,0,2,796370477.94,0,796370477.94
Department of Defense,2026-01-21,False,True,False,2,WATERMAN STEAMSHIP CORPORATION,QFQKLYL1LNQ5,0,2,796205338.4300001,0,796205338.4300001
Department of Defense,2026-01-21,False,True,False,2,TURNER CONSTRUCTION COMPANY,XNP2ZJ9TV594,0,2,787362431.0,0,787362431.0
Department of Defense,2026-01-21,False,True,False,2,KIEWIT INFRASTRUCTURE WEST CO.,YSNNL4FGAQ53,0,2,776753023.48,0,776753023.48
Department of Defense,2026-01-21,False,True,False,2,"L3HARRIS FUZING AND ORDNANCE SYSTEMS, INC.",H42MN1TYJ257,0,2,775106378.53,0,775106378.53
Department of Defense,2026-01-21,False,True,False,1,MCCARTHY HITT - NEXT NGA WEST JOINT VENTURE,GAXVL2BNV329,0,1,767595245.98,0,767595245.98
Department of Defense,2026-01-21,False,True,False,1,"CLARK / HUNT, JOINT VENTURE",YWTLN8KNNND5,0,1,761416990.16,0,761416990.16
Department of Defense,2026-01-21,False,True,False,2,MINA CORP LIMITED,JJVFLTJ5M4Y1,0,2,761189281.8199999,0,761189281.8199999
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN SYSTEMS CORPORATION,KD8LDKMJQF68,0,1,760618248.75,0,760618248.75
Department of Defense,2026-01-21,False,True,False,1,GDC MIDDLE EAST COMPANY,VC4ATJKUYL24,0,1,757073380.53,0,757073380.53
Department of Defense,2026-01-21,False,True,False,1,PCCP CONSTRUCTORS A JOINT VENTURE,EH4ZBML6JND3,0,1,756158498.13,0,756158498.13
Department of Defense,2026-01-21,False,True,False,1,"SK ECOPLANT CO., LTD",J2HEX8KFDNQ3,0,1,754451896.99,0,754451896.99
Department of Defense,2026-01-21,False,True,False,1,"CLARK/BALFOUR BEATTY, A JOINT VENTURE",WU78VGYKTCP5,0,1,753732157.0,0,753732157.0
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN SYSTEMS CORPORATION,EHBBTWLFSMW1,0,1,746250194.45,0,746250194.45
Department of Defense,2026-01-21,False,True,False,1,"CACI-ISS, LLC",EPPXR2P9KYU6,0,1,733720754.55,0,733720754.55
Department of Defense,2026-01-21,False,True,False,1,"COLUMBIA HELICOPTERS, INC.",EBD3SM6LH8D3,0,1,731541194.68,0,731541194.68
Department of Defense,2026-01-21,False,True,False,1,THOMAS W.A. HOFFMANN,EMNVU7L4PUA3,0,1,730738895.34,0,730738895.34
Department of Defense,2026-01-21,False,True,False,1,THE BOEING COMPANY,VGWWP5R9M3N6,0,1,730253823.14,0,730253823.14
Department of Defense,2026-01-21,False,True,False,1,VERTEX AEROSPACE LLC,TLWLQS9P8F95,0,1,728257108.22,0,728257108.22
Department of Defense,2026-01-21,False,True,False,1,EXXON MOBIL CORPORATION,H1EPKQE4ABL1,0,1,718382211.41,0,718382211.41
Department of Defense,2026-01-21,False,True,False,1,AMS INTEGRATED SOLUTIONS FZ-LLC,ZDW6JFC4GJG9,0,1,715197327.81,0,715197327.81
Department of Defense,2026-01-21,False,True,False,1,LOCKHEED MARTIN TACTICAL SYSTEMS COMPANY,LX4WN7ZGELJ3,0,1,715084220.63,0,715084220.63
Department of Defense,2026-01-21,False,True,False,1,"BALFOUR BEATTY CONSTRUCTION, LLC",PLF5D1ZJDQ63,0,1,701720362.13,0,701720362.13
Department of Defense,2026-01-21,False,True,False,1,"GENERAL DYNAMICS OTS (WILKES BARRE), LLC",V1TVADBWD4E9,0,1,700062444.0,0,700062444.0
Department of Defense,2026-01-21,False,True,False,1,"LOCKHEED MARTIN INTEGRATED SYSTEMS, LLC",L6NFCAPLNJ33,0,1,679473790.85,0,679473790.85
Department of Defense,2026-01-21,False,True,False,1,COMPANIA ESPANOLA DE PETROLEOS SA,CCCBX5M9QBE9,0,1,676372795.08,0,676372795.08
Department of Defense,2026-01-21,False,True,False,1,TEXTRON AVIATION INC,LH8RF2CKLWK5,0,1,676106048.0,0,676106048.0
Department of Defense,2026-01-21,False,True,False,1,ACCENTURE LLP,NKF4GENK83K4,0,1,675858853.69,0,675858853.69
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN CORPORATION,G7E7ZSRKME17,0,1,674822987.0,0,674822987.0
Department of Defense,2026-01-21,False,True,False,1,WUNDERMAN THOMPSON LLC,SF2NA13BJQU4,0,1,669143216.52,0,669143216.52
Department of Defense,2026-01-21,False,True,False,1,GULFSTREAM AEROSPACE CORPORATION,HKJ8EDKDJNA6,0,1,664930854.56,0,664930854.56
Department of Defense,2026-01-21,False,True,False,1,AGUSTAWESTLAND PHILADELPHIA CORPORATION,QP2WQCQ8C769,0,1,664729967.51,0,664729967.51
Department of Defense,2026-01-21,False,True,False,1,L3HARRIS TECHNOLOGIES INTEGRATED SYSTEMS L.P.,CM2HHAV628D5,0,1,660102935.0,0,660102935.0
Department of Defense,2026-01-21,False,True,False,1,BAH - ICM JV,M8S7BSXSJZS4,0,1,657198343.01,0,657198343.01
Department of Defense,2026-01-21,False,True,False,1,"SIERRA NEVADA COMPANY, LLC",G1YKV4VHL8Q5,0,1,655269890.71,0,655269890.71
