hts10,description_long,description_short,minyear,maxyear,mincid,maxcid,quantity_1,quantity_2,sitc,end_use_import,end_use_export,ag_code,sic,naics,hitech,flow
0304.51.0115,"PANGASIUS SPP, INCLUDING BASA AND TRA, MEAT (WHETHER OR NOT MINCED), FRESH OR CHILLED","PANGASIUS SPP MEAT, OTHER THAN FILLETS, FR/CH",2017,2019,2018-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.51.0120,"NILE PERCH MEAT, OTHER THAN FILLETS, FRESH OR CHILLED","NILE PERCH, MEAT, OTHER THAN FILLETS,FRESH/CHILLED",2017,2019,2018-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.51.0125,"TILAPIA (OREOCHROMIS) MEAT, OTHER THAN FILLETS, FRESH OR CHILLED","TILAPIA (OREOCHROMIS) MEAT, FRESH OR CHILLED",2017,2019,2018-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.51.0190,"TILAPIAS, CATFISH, CARP, EELS, NILE PERCH, SNAKEHEADS, OTHER THAN FILLETS, FRESH OR CHILLED","TILAPIA/CATF/CARP/EEL/NILEPRCH/SNKHEAD,FR/CH NES",2017,2019,2018-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.52.0000,"SALMONIDAE MEAT, NESOI, FRESH OR CHILLED","SALMONIDAE MEAT, NESOI, FRESH, CHLD",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,NA,01000,1,NA,114111,00,Export
0304.52.0010,"ATLANTIC SALMON (SALMO SALAR) MEAT OTHER THAN FILLETS, FARMED, FRESH OR CHILLED","ATLANTIC SALMON MEAT, FARMED, FRESH/CHILLED,NES",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,112511,00,Import
0304.52.0015,"ATLANTIC SALMON (SALMO SALAR) MEAT OTHER THAN FILLETS, FRESH OR CHILLED, EXCEPT FARMED","ATLANTIC SALMON MEAT, FRESH/CHILLED, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.52.0020,"SALMON (OTHER THAN ATLANTIC SLAMON) MEAT, OTHER THAN FILLETS, FRESH OR CHILLED","SALMON MEAT, FRESH/CHILLED NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.52.0090,"SALMONIDAE MEAT OTHER THAN FILLETS, FRESH OR CHILLED, NESOI","SALMONIDAE MEAT, FRESH OR CHILLED, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.53.0000,"MEAT OF FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE,MORIDAE & MURAENOLEPIDIDAE, NESOI, FR/CH","MEAT OF FISH OF BREGMACEROTIDAE, ETC. NESOI, FR/CH",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,NA,01000,1,NA,114111,00,Export
0304.53.0010,"ATLANTIC COD, MEAT OTHER THAN FILLETS, FRESH OR CHILLED","ATLANTIC COD, OTHER MEAT, FRESH/CHILLED,NES",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.53.0015,"COD MEAT, OTHER THAN FILLETS, FRESH OR CHILLED, EXCEPT ATLANTIC COD","COD, OTHER MEAT, FRESH OR CHILLED NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.53.0020,"HADDOCK MEAT, OTHER THAN FILLETS, FRESH OR CHILLED","HADDOCK MEAT, OTHER THAN FILLETS, FRESH OR CHILLED",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.53.0025,"POLLOCK MEAT, OTHER THAN FILLETS, FRESH OR CHILLED","POLLOCK MEAT, OTHER THAN FILLETS, FRESH OR CHILLED",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.53.0030,"HAKE MEAT, OTHER THAN FILLETS, FRESH OR CHILLED","HAKE MEAT, OTHER THAN FILLETS, FREHS OR CHILLED",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.53.0090,"FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MAROURIDAE, MELANONIDAE, ETC. MEAT OTHER THAN FILLETS, FRESH OR CHILLED, NESOI","FISH OF FAMILIES BREGMACEROTIDE,ETC;MEAT FR/CH NES",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.54.0000,"SWORDFISH (XIPHIAS GLADIUS), FISH MEAT, OTHER THAN FILLETS, FRESH OR CHILLED, NES","SWORDFISH, FRESH/CHILLED, EXCEPT FILLETS",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,01000,1,NA,114111,00,Both
0304.55.0000,"TOOTHFISH (DISSOSTICHUS SPP), FRESH OR CHILLED, EXCLUDING FILLETS","TOOTHFISH, FRESH/CHILLED, EXCLUDING FILLETS",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,01000,1,NA,114111,00,Both
0304.56.0000,DOGFISH & OTHER SHARKS FRESH OR CHILLED,DOGFISH & OTHER SHARKS FRESH OR CHILLED,2017,2019,2018-06-01,2019-03-01,Mixed,NA,03451,01000,01000,1,NA,114111,00,Both
0304.57.0000,"RAYS AND SKATES (RAJIDAE), FRESH OR CHILLED","RAYS AND SKATES, FRESH OR CHILLED",2017,2019,2018-06-01,2019-03-01,Mixed,NA,03451,01000,01000,1,NA,114111,00,Both
0304.59.0000,"FISH MEAT, NESOI, FRESH OR CHILLED","FISH MEAT, NESOI, FRESH, CHLD",2012,2016,2015-06-01,2018-06-01,Mixed,NA,03451,NA,01000,1,NA,114111,00,Export
0304.59.0002,"FISH MEAT, NESOI, FRESH OR CHILLED","FISH MEAT, NESOI, FRESH, CHLD",2017,2019,2018-06-01,2019-03-01,Mixed,NA,03451,NA,01000,1,NA,114111,00,Export
0304.59.0003,"YELLOW PERCH FILLETS AND OTHER MEAT, FRESH OR CHILLED","YELLOW PERCH FILLETS AND OTHER MEAT, FRESH/CHILLED",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0006,"PIKE PERCH (INCLUDING YELLOW PIKE) FILLETS AND OTHER MEAT, FRESH OR CHILLED",PIKE PERCH (YELLOW PIKE) FILLET & OTHER MEAT FR/CH,2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0009,"PERCH MEAT, OTHER THAN FILLETS, FRESHWATER, FRESH OR CHILLED, EXCEPT YELLOW OR PIKE","PERCH, FRESHWATER, MEAT, FRESH/CHILLED NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0015,"PIKE MEAT, OTHER THAN FILLETS, FRESH OR CHILLED","PIKE MEAT, OTHER THAN FILLETS, FRESH OR CHILLED",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0020,"PICKEREL MEAT, OTHER THAN FILLETS, FRESH OR CHILLED","PICKEREL MEAT, OTHER THAN FILLETS,FRESH OR CHILLED",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0025,"WHITEFISH MEAT, OTHER THAN FILLETS, FRESH OR CHILLED","WHITEFISH MEAT, OTHER THAN FILLETS, FRESH OR CHILL",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0030,"TILAPIA, OTHER THAN OREOCHROMIS, MEAT OTHER THAN FILLETS, FRESH OR CHILLED","TILAPIA MEAT, FRESH OR CHILLED, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0035,"FRESHWATER FISH MEAT OTHER THAN FILLETS, FRESH OR CHILLED, NESOI","FRESHWATER FISH MEAT, FRESH OR CHILLED, NESOI",2012,2016,2015-06-01,2018-06-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0036,"FRESHWATER FISH MEAT OTHER THAN FILLETS, FRESH OR CHILLED, NESOI","FRESHWATER FISH MEAT, FRESH OR CHILLED, NESOI",2017,2019,2018-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0040,"SOLE MEAT OTHER THAN FILLETS, FRESH OR CHILLED","SOLE MEAT OTHER THAN FILLETS, FRESH OR CHILLED",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0045,"PLAICE MEAT OTHER THAN FILLETS, FRESH OR CHILLED","PLAICE MEAT OTHER THAN FILLETS, FRESH OR CHILLED",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0050,"FLOUNDER MEAT OTHER THAN FILLETS, FRESH OR CHILLED","FLOUNDER MEAT OTHER THAN FILLETS, FRESH OR CHILLED",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0055,"GREENLAND TURBOT (GREENLAND HALIBUT; REINHARDTIUS HIPPOGLOSSOIDES) MEAT OTHER THAN FILLETS, FRESH OR CHILLED","GREENLAND TURBOT MEAT OTHER THAN FILLETS, FR/CH",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0060,"FLATFISH MEAT (OTHER THAN FILLETS), FRESH OR CHILLED, NESOI","FLATFISH MEAT, FRESH OR CHILLED, NESOI",2012,2016,2015-06-01,2018-06-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0061,"FLATFISH MEAT (OTHER THAN FILLETS), FRESH OR CHILLED, NESOI","FLATFISH MEAT, FRESH OR CHILLED, NESOI",2017,2019,2018-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0065,"ATLANTIC OCEAN PERCH, MEAT OTHER THAN FILLETS, FRESH OR CHILLED","ATLANTIC OCEAN PERCH,MEAT OTHER THAN FILLETS,FR/CH",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0070,"CUSK MEAT, OTHER THAN FILLETS, FRESH OR CHILLED","CUSK MEAT, OTHER THAN FILLETS, FRESH OR CHILLED",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0090,"FISH MEAT OTHER THAN FILLETS, FRESH OR CHILLED, NOT FRESHWATER, NESOI","FISH MEAT EXCEPT FILLETS, FRESH OR CHILLED, NESOI",2012,2016,2015-06-01,2018-06-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.59.0091,"FISH MEAT OTHER THAN FILLETS, FRESH OR CHILLED, NOT FRESHWATER, NESOI","FISH MEAT EXCEPT FILLETS, FRESH OR CHILLED, NESOI",2017,2019,2018-06-01,2019-03-01,Mixed,NA,03451,01000,NA,1,NA,114111,00,Import
0304.61.0000,"TILAPIA FILLETS, FROZEN","TILAPIA FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,01000,1,NA,114111,00,Both
0304.62.0000,"CATFISH FILLETS, FROZEN","CATFISH FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,NA,01000,1,NA,114111,00,Export
0304.62.0010,"ICTALURUS SPP FILLETS, FROZEN","ICTALURUS SPP FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.62.0020,"PANGASIUS SPP, INCLUDING BASA AND TRA, FILLETS, FROZEN","PANGASIUS SPP FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.62.0030,"SILURIFORMES FILLETS, FROZEN, NESOI","SILURIFORMES FILLETS, FROZEN, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.62.0090,"CLARIAS SPP FILLETS, FROZEN","CLARIAS SPP FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.63.0000,"NILE PERCH FILLETS, FROZEN","NILE PERCH FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,01000,1,NA,114111,00,Both
0304.69.0000,"CARP, EELS AND SNAKEHEAD FILLETS, FROZEN","CARP, EELS AND SNAKEHEAD FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,01000,1,NA,114111,00,Both
0304.71.0000,"COD FILLETS, FROZEN","COD FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,NA,01000,1,NA,114111,00,Export
0304.71.1000,"COD FILLETS, SKINNED, FROZEN BLOCKS WEIGHING OVER 4.5 KG EACH, TO BE MINCED, GROUND OR CUT INTO PIECES OF UNIFORM WEIGHTS AND DIMENSIONS",COD FILLET SKNND FRZN BLOCK GT 4.5 KG TO MINCE ETC,2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.71.5000,"COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS) FILLETS, FROZEN","COD FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.72.0000,"HADDOCK FILLETS, FROZEN","HADDOCK FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,NA,01000,1,NA,114111,00,Export
0304.72.1000,"HADDOCK FILLETS, SKINNED, FROZEN BLOCKS WEIGHING OVER 4.5 KG EACH, IMPORTED TO BE MINCED, GROUND OR CUT INTO PIECES OF UNIFORM WEIGHTS AND DIMENSIONS","HADDOCK FILLETS, SKINNED, FROZEN BLOCKS GT 4.5 KG",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.72.5000,"HADDOCK FILLETS, FROZEN, NESOI","HADDOCK FILLETS, FROZEN, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.73.0000,"COALFISH FILLETS, FROZEN","COALFISH FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,NA,01000,1,NA,114111,00,Export
0304.73.1000,"COALFISH (POLLACHIUS VIRENS) FILLETS,SKIND, FZ BLOCKS WEIGHING OVER 4.5 KG EA, TO BE MINCED, GROUND OR CUT INTO PIECES OF UNIFORM WEIGHTS & DIMENSIONS","COALFISH FILLETS,SKINND FRZN BLOCK GT 4.5 KG",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.73.5000,"POLLOCK FILLETS, FROZEN, EXCEPT ALASKA POLLOCK, NESOI","POLLOCK FILLETS, FROZEN, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.74.0000,"HAKE FILLETS, FROZEN","HAKE FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,NA,01000,1,NA,114111,00,Export
0304.74.1000,"HAKE FILLETS, SKINNED, FROZEN BLOCKS WEIGHING OVER 4.5 KG EACH, TO BE MINCED, GROUND OR CUT INTO PIECES OF UNIFORM WEIGHTS AND DIMENSIONS","HAKE FILLETS, SKINNED, FRZN BLOCKS GT 4.5 KG",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.74.5000,"HAKE (UROPHYCIS SPP.) FILLETS, FROZEN, NESOI","HAKE (UROPHYCIS SPP.) FILLETS, FROZEN, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.75.0000,"ALASKA POLLOCK (THERAGRA CHALCOGRAMMA) FILLETS, FROZEN",ALASKA POLLOCK (THERAGRA CHALCOGRAMMA) FILLET FRZN,2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,NA,01000,1,NA,114111,00,Export
0304.75.1000,"ALASKA POLLOCK (THERAGRA CHALCOGRAMMA) FILLETS, SKINNED, FROZEN BLOCKS WEIGHING OVER 4.5 KG EACH, TO BE MINCED, GROUND OR CUT INTO PIECES ETC",ALASKA POLLOCK FILLET SKINNED FRZN BLOCK GT 4.5 KG,2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.75.5000,"ALASKA POLLOCK (THERAGRA CHALCOGRAMMA) FILLETS, FROZEN, NESOI","ALASKA POLLOCK FILLETS, FROZEN, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.79.0000,"FROZEN FILLETS OF FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE,MACROURIDAE,MELANONIDAE,MERLUCCIIDAE, MORIDAE & MURAENOLEPIDIDAE,NESOI","FISH FILLETS, FROZEN OF BREGMACEROTIEDAE, ETC, NES",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,NA,01000,1,NA,114111,00,Export
0304.79.1010,"POLLOCK FILLETS, SKINNED, FROZEN BLOCKS WGT OVER 4.5 KG EA, TO BE MINCED, GROUND OR CUT INTO PIECES OF UNIFORM WEIGHTS & DIMENSIONS, NESOI","POLLOCK FILLETS, SKINND FRZN BLOCK GT 4.5 KG NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.79.1015,"WHITING FILLETS (MERLUCCIUS SPP.), SKINNED, FROZEN BLOCKS WEIGHING OVER 4.5 KG EACH, TO BE MINCED, GROUND OR CUT INTO PIECES OF UNIFORM WEIGHTS ETC","WHITING FILLETS, SKINNED, FROZEN BLOCKS GT 4.5 KG",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.79.1090,"FISH FILLETS OF BREGMACEROTIDAE, ETC, SKIND, FZ,WEIGHING OVER 4.5 KG EACH, TO BE MINCED, GRD OR CUT INTO PIECES OF UNIFORM WEIGHTS AND DIMENSIONS,NES","FISH FILLETS OF FAM, SKINNED, FRZN,GT 4.5 KG NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.79.5000,"FROZEN FISH FILLETS OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE,MORIDAE & MURAENOLEPIDIDAE, NESOI","FISH FILLETS OF FAMIY BREGMAC. ETC, FROZEN, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.81.0000,"PACIFIC SALMON FILLETS, FROZEN","PACIFIC SALMON FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,NA,01000,1,NA,114111,00,Export
0304.81.1000,"PACIFIC, ATLANTIC & DANUBE SALMON FILLETS,SKINNED,FZ,WGT OVER 4.5 KG EACH,TO BE MINCED, GROUND OR CUT TO PIECES OF UNIFORM WEIGHTS & DIMENSIONS, NESOI","SALMON FILLETS, SKIND, FRZN BLOCKS GT 4.5 KG NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.81.5010,"ATLANTIC SALMONIDAE (SALMO SALAR) FILLETS, FROZEN, NESOI","ATLANTIC SALMONIDAE FILLETS, FROZEN, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.81.5090,"SALMONIDAE FILLETS, FROZEN, EXCEPT ATLANTIC SALMON, NESOI","SALMONIDAE FILLETS, FROZEN, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.82.0000,"TROUT FILLETS, FROZEN","TROUT FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,NA,01000,1,NA,114111,00,Export
0304.82.1000,"TROUT FILLETS, SKINNED, FROZEN BLOCKS WEIGHING OVER 4.5 KG EACH, TO BE MINCED, GROUND OR CUT INTO PIECES OF UNIFORM WEIGHTS AND DIMENSIONS","TROUT FILLETS, SKINNED, FRZN BLOCKS GT 4.5 KG",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.82.5000,"TROUT FILLETS, FROZEN, NESOI","TROUT FILLETS, FROZEN, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.83.1010,"GREENLAND TURBOT (GREENLAND HALIBUT; REINHARDTIUS HIPPOGLOSSOIDES) FILLETS, SKINNED, FROZEN BLOCKS WEIGHING OVER 4.5 KG EACH, TO BE MINCED, GROUND ETC",GREENLAND TURBOT FILLET SKIND FRZN BLOCK GT 4.5 KG,2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.83.1015,"SOLE FILLETS, SKINNED, FROZEN BLOCKS WEIGHING OVER 4.5 KG EACH, IMPORTED TO BE MINCED, GROUND OR CUT INTO PIECES OF UNIFORM WEIGHTS AND DIMENSIONS","SOLE FILLETS, SKINNED, FROZEN BLOCKS GT 4.5 KG",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.83.1020,"FLOUNDER FILLETS, SKINNED, FROZEN BLOCKS WEIGHING OVER 4.5 KG EACH, IMPORTED TO BE MINCED, GROUND OR CUT INTO PIECES OF UNIFORM WEIGHTS AND DIMENSIONS","FLOUNDER FILLETS, SKINNED, FROZEN BLOCKS GT 4.5 KG",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.83.1025,"HALIBUT FILLETS, SKINNED, FROZEN BLOCKS OVER 4.5 KG, TO BE MINCED, GROUND OR CUT INTO PIECES OF UNIFORM WEIGHTS & DIMENSIONS, EXCEPT GREENLAND HALIBUT",HALIBUT FILLET SKINNED FRZN BLOCKS GT 4.5 KG NESOI,2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.83.1030,"TURBOT FILLETS, SKINNED, FROZEN BLOCKS OVER 4.5 KG, TO BE MINCED, GROUND OR CUT INTO PIECES OF UNIFORM WEIGHTS AND DIMENSIONS, EXCEPT GREENLAND TURBOT",TURBOT FILLETS SKINNED FRZN BLOCKS GT 4.5 KG NESOI,2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.83.1090,"FLATFISH FILLETS, SKINNED, FROZEN BLOCKS WEIGHING OVER 4.5 KG EACH, TO BE MINCED, GROUND OR CUT INTO PIECES OF UNIFORM WEIGHTS AND DIMENSIONS, NESOI",FLATFISH FILLET SKINNED FRZN BLOCK GT 4.5 KG NESOI,2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.83.5005,"HALIBUT FILLETS, FROZEN","HALIBUT FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,NA,01000,1,NA,114111,00,Export
0304.83.5010,"GREENLAND TURBOT (GREENLAND HALIBUT; REINHARDTIUS HIPPOGLOSSOIDES) FILLETS, FROZEN, NESOI","GREENLAND TURBOT/HALIBUT FILLETS, FROZEN, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.83.5015,"SOLE FILLETS, FROZEN, NESOI","SOLE FILLETS, FROZEN, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.83.5020,"FLOUNDER FILLETS, FROZEN, NESOI","FLOUNDER FILLETS, FROZEN, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.83.5025,"HALIBUT FILLETS, FROZEN, EXCEPT GREENLAND HALIBUT, NESOI","HALIBUT FILLETS, FROZEN, EXCEPT GREENLAND, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.83.5030,"TURBOT FILLETS, FROZEN, EXCEPT GREENLAND FILLETS, NESOI","TURBOT FILLETS, FROZEN, EXCEPT GREENLAND, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.83.5090,"FLATFISH FILLETS, FROZEN, NESOI","FLATFISH FILLETS, FROZEN, NESOI",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
0304.83.9000,"FLAT FISH FILLETS (OTHER THAN HALIBUT), FROZEN","FLAT FISH FILLETS, NESOI, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,NA,01000,1,NA,114111,00,Export
0304.84.0000,"SWORDFISH (XIPHIAS GLADIUS) FILLETS, FROZEN","SWORDFISH FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,01000,1,NA,114111,00,Both
0304.85.0000,"TOOTHFISH (DISSOSTICHUS SPP.) FILLETS, FROZEN","TOOTHFISH FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,01000,1,NA,114111,00,Both
0304.86.0000,"HERRING FILLETS, FROZEN","HERRING FILLETS, FROZEN",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,01000,1,NA,114111,00,Both
0304.87.0000,"TUNA (OF GENUS THUNNUS), SKIPJACK OR STRIPTE-BELLIED BONITO (EUTHYNNUS (KATSUWONUS) PELAMIS) FILLETS, FROZEN","TUNA,SKIPJACK OR STRIPE BELLIED BONITO FILLETS, FZ",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,01000,1,NA,114111,00,Both
0304.88.0000,"DOGFISH, OTHER SHARKS, RAYS AND SKATES (RAJIDAE) FILLETS, FROZEN","DOGFISH,OTH SHRKS,RAYS/SKATES FILLETS,FROZEN",2017,2019,2018-06-01,2019-03-01,Mixed,NA,03440,01000,01000,1,NA,114111,00,Both
0304.89.0000,"FISH FILLETS, NESOI, FROZEN","FISH FILLETS, NESOI, FROZEN",2012,2016,2015-06-01,2018-06-01,Mixed,NA,03440,NA,01000,1,NA,114111,00,Export
0304.89.0002,"FISH FILLETS, NESOI, FROZEN","FISH FILLETS, NESOI, FROZEN",2017,2019,2018-06-01,2019-03-01,Mixed,NA,03440,NA,01000,1,NA,114111,00,Export
0304.89.1010,"OCEAN CATFISH (WOLF FISH) FILLETS, SKINNED, FROZEN BLOCKS WEIGHING OVER 4.5 KG EACH, TO BE MINCED, GROUND OR CUT INTO PIECES OF UNIFORM WEIGHTS ETC","OCEAN CATFISH FILLET, SKINNED FRZN BLOCK GT 4.5 KG",2012,2019,2015-06-01,2019-03-01,Mixed,NA,03440,01000,NA,1,NA,114111,00,Import
