award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,competitor_subaward_count,competitor_subaward_value,contract_id,description,end_date,extraction_date,is_dod,is_it_services,naics_code,naics_description,pop_city,pop_state,psc_code,psc_description,recipient_name,recipient_uei,source,start_date,subaward_count,subaward_value
1122756810.74,CONT_AWD_W56HZV07C0046_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,0,0,W56HZV07C0046,SYSTEM TEWCHNICAL SUPPORT (STS)/SYSTEM SUSTAINMENT TECHNICAL SUPPORT FOR THE ABRAMS TANK PROGRAM,2013-06-30,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,2006-12-20,0,0
1111869099.0,CONT_AWD_N0002404C2100_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; Active prime,60,0,0,N0002404C2100,,2016-02-18,2026-01-21,True,False,,,,,,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,usaspending,2004-03-03,0,0
1109236716.56,CONT_AWD_0043_9700_DAAA0902D0007_9700,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,0,0,0043,"200310!000831!2100!AA09  !U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0043               !20030724!20120131!016111226!016111226!964409007!N!BROWN & ROOT SERVICES, A DIVIS!4100 CLINTON DRIVE        !HOUSTON             !TX!77020!35000!201!48!HOUSTON             !HARRIS                !TEXAS     !+000092000000!N!N!000000000000!AD23!RDTE/SERVICES-ADV TECH DEV                        !S1 !SERVICES                      !1000!NOT DISCERNABLE OR CLASSIFIED !561210!E! !5!B!S! ! ! !99990909!B",2012-12-30,2026-01-21,True,False,,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,usaspending,2003-07-24,0,0
1100819923.75,CONT_AWD_W58RGZ12C0075_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,0,0,W58RGZ12C0075,AWARD OF UNDEFINITIZED CONTRACT ACTION (UCA) FOR FY 12 MQ-1C GRAY EAGLE PROGRAM OF RECORD AND QUICK REACTION CAPABILITY PERFORMANCE-BASED LOGISTICS PRODUCT SUPPORT.,2019-07-31,2026-01-21,True,False,,,,,,,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",ZH4NVFG3Z526,usaspending,2012-05-08,0,0
1096795876.0,CONT_AWD_N0002403C2310_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; Active prime,60,0,0,N0002403C2310,,2014-11-05,2026-01-21,True,False,,,,,,,BATH IRON WORKS CORPORATION,FREEMCLKFXE3,usaspending,2003-07-17,0,0
1086469016.0,CONT_AWD_N0002424C2106_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; Active prime,60,0,0,N0002424C2106,CVN 75 RCOH ADVANCE PLANNING,2029-07-31,2026-01-21,True,False,,,,,,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,usaspending,2023-12-01,0,0
1081997451.95,CONT_AWD_DAAE0795C0292_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,0,0,DAAE0795C0292,"199707!2100!0546!AE07 !USA TANK-AUTOMOTIVE & ARMAMENTS !DAAE0795C0292  !A!*!A00011             !19961121!19961211!131266926!131266926!001381284!N!7W356!GENERAL DYNAMICS LAND SYSTEMS !38500 MOUND RD            !STERLING HEIGH      !MI!48310!76460!099!26!STERLING HEIGHTS    !MACOMB                !MICHIGAN  !0001!-000000282092!N!N!000000000000!2350!COMBAT ASSAULT & TACTICAL VEH, TRACKED            !A4A!COMBAT VEHICLES               !1DJN!ABRAMS SERIES (M1/M1A1/M1A2)  !3795!3!*!*!C!B!A!*!D !N!J!1!0",2003-09-30,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,1996-11-21,0,0
1078914542.46,CONT_AWD_FA812425F0001_9700_FA812418D0001_9700,Department of Defense,Department of the Air Force,DoD; $1B+; Active prime,60,0,0,FA812425F0001,F117 ENGINE SUSTAINMENT SUPPORT FY25 TASK ORDER.,2025-09-30,2026-01-21,True,False,,,,,,,RTX CORPORATION,QN1BCFY7JDJ5,usaspending,2024-10-01,0,0
1063505309.0,CONT_AWD_0266_9700_W56HZV07DM112_9700,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,0,0,0266,CALL-UP OF THE 115 VEHICLES,2014-10-31,2026-01-21,True,False,,,,,,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,usaspending,2011-09-23,0,0
1055881146.93,CONT_AWD_FA520921F9196_9700_FA520957D0001_9700,Department of Defense,Department of the Air Force,DoD; $1B+; Active prime,60,0,0,FA520921F9196,"US OBLIGATION IAW ART. 4 OF THE BASIC CONTRACT, MLC NO. DA-92-557-FEC-28000 (FA5209-57-D-0001) EFFECTIVE 1 OCT 1957.  THIS REPORTED CONTRACT AMOUNT IS FOR GOV'T OF JAPAN SHARE.",2021-09-30,2026-01-21,True,False,,,,,,,MINISTRY OF DEFENSE,C1KKFURZSEF5,usaspending,2020-10-21,0,0
1053755509.03,CONT_AWD_W58RGZ13C0109_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,0,0,W58RGZ13C0109,FY 13 FULL RATE PRODUCTION OF THE GRAY EAGLE UNMANNED AIRCRAFT SYSTEM AND FY 12 BACKFILL REQUIREMENTS.,2023-03-31,2026-01-21,True,False,,,,,,,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",ZH4NVFG3Z526,usaspending,2013-09-13,0,0
1053502310.49,CONT_AWD_W56HZV15C0155_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,0,0,W56HZV15C0155,"FOREIGN MILITARY SALES CONTRACT FOR 2,082 HIGH MOBILITY MULTIPURPOSE WHEELED VEHICLES AND SPARE PARTS.",2018-04-30,2026-01-21,True,False,,,,,,,AM GENERAL LLC,NWM1JWVDA853,usaspending,2015-07-06,0,0
1052810807.48,CONT_AWD_W56HZV22C0012_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,0,0,W56HZV22C0012,"PURPOSE OF THIS AWARD IS A NEW OPTION CONTRACT TO GENERAL DYNAMICS LAND SYSTEMS (GDLS) FOR 5,940,169 HOURS OF SYSTEM TECHNICAL SUPPORT (STS)/SUSTAINMENT SYSTEM TECHNICAL SUPPORT (SSTS).",2027-08-26,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,2022-02-28,0,0
1051399060.0,CONT_AWD_N0002419C2112_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; Active prime,60,0,0,N0002419C2112,OPN,2030-09-30,2026-01-21,True,False,,,,,,,"BECHTEL PLANT MACHINERY, INC.",MTKMVNVK1MH6,usaspending,2018-11-30,0,0
1028769668.36,CONT_AWD_0003_9700_W56HZV09D0111_9700,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,0,0,0003,PURCHASE 1000 EACH MATV VEHICLES AND BII,2012-08-31,2026-01-21,True,False,,,,,,,OSHKOSH DEFENSE LLC,ZMXAHH8M8VL8,usaspending,2009-11-10,0,0
1022574619.15,CONT_AWD_N0002410C4308_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; Active prime,60,0,0,N0002410C4308,DDG DOCKER NORFOLK MSMO,2016-09-30,2026-01-21,True,False,,,,,,,BAE SYSTEMS NORFOLK SHIP REPAIR INC.,ERMDZBE4J8Q9,usaspending,2010-02-19,0,0
1020370952.25,CONT_AWD_W58RGZ05C0001_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; Active prime,60,0,0,W58RGZ05C0001,,2017-07-31,2026-01-21,True,False,,,,,,,MCDONNELL DOUGLAS HELICOPTER COMPANY,MY47WV32XFM1,usaspending,2005-06-28,0,0
1019958994.49,CONT_AWD_N0001999C1090_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; Active prime,60,0,0,N0001999C1090,199908!1700!0777!AC5J0!NAVAL AIR SYSTEMS COMMAND       !N0001999C1090  !A!*!*                  !19990331!20021031!062923321!062923321!001338979!N!77272!BELL HELICOPTER TEXTRON INC   !600 E HURST BLVD          !HURST               !TX!76053!60000!101!42!PHILADELPHIA        !PHILADELPHIA          !PENN      !0001!+000010000000!N!N!000000000000!1510!AIRCRAFT FIXED WING                               !A1A!AIRFRAMES AND SPARES          !2AVQ!V22 VERTICAL LIFT AIRCRAFT    !3721!1!*!*!*!B!A!*!D !N!L!1!0,2012-01-13,2026-01-21,True,False,,,,,,,BELL TEXTRON INC,N5QUZAYGPKM3,usaspending,1999-03-31,0,0
1016351232.99,CONT_AWD_N0001910C0005_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; Active prime,60,0,0,N0001910C0005,LOT 5 ADVANCED ACQUISITION CONTRACT,2015-05-31,2026-01-21,True,False,,,,,,,RTX CORPORATION,QN1BCFY7JDJ5,usaspending,2010-05-06,0,0
1014807200.75,CONT_AWD_FA862622C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+; Active prime,60,0,0,FA862622C0002,F-15EX LOTS 2+ PROPULSION SYSTEM PROCUREMENT,2029-07-02,2026-01-21,True,False,,,,,,,GENERAL ELECTRIC COMPANY,J1T1FEN3PWX6,usaspending,2021-10-29,0,0
1014766852.52,CONT_AWD_W31P4Q24F0206_9700_W31P4Q23D0014_9700,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,0,0,W31P4Q24F0206,"UKRAINE JAVELIN PRODUCTION SYSTEM PRODUCTION IDIQ DELIVERY ORDER: 6,432 MISSILES AND PRODUCTION RAMP UP",2030-06-30,2026-01-21,True,False,,,,,,,RAYTHEON/LOCKHEED MARTIN JAVELIN JV,WGB7GAKM7A68,usaspending,2024-08-23,0,0
1012218498.42,CONT_AWD_BA02_9700_W911SE07D0006_9700,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,0,0,BA02,"MAINTENANCE, SUPPLY,&TRANSPORTATION SERVICES IN SUPPORT OF THE ARMY PREPOSITION STOCK (APS-5) AND DIRECT THEATER SUPPORT (DTS), SOUTHWEST ASIA (SWA) MISSIONS.",2020-09-30,2026-01-21,True,False,,,,,,,VECTRUS SYSTEMS LLC,RRFJZGASZJ41,usaspending,2010-03-01,0,0
1010124389.0,CONT_AWD_N0002405C2103_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; Active prime,60,0,0,N0002405C2103,,2011-02-28,2026-01-21,True,False,,,,,,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,usaspending,2005-10-01,0,0
1006482468.98,CONT_AWD_W31P4Q09C0376_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,0,0,W31P4Q09C0376,LETTER CONTRACT FOR FY09 LONG LEAD PARTS AND LAST TIME BUYS,2018-08-30,2026-01-21,True,False,,,,,,,RAYTHEON/LOCKHEED MARTIN JAVELIN JV,WGB7GAKM7A68,usaspending,2009-04-08,0,0
1004767139.77,CONT_AWD_N0001903C3017_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; Active prime,60,0,0,N0001903C3017,,2010-01-31,2026-01-21,True,False,,,,,,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,usaspending,2003-01-03,0,0
1004190582.0,CONT_AWD_DAAE0702CB001_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,0,0,DAAE0702CB001,"200208!002560!2100!AE07  !TACOM - WARREN                  !DAAE0702CB001  !A!N! !Y!                   !20020518!20040601!098155158!098155158!098155158!N!GM GDLS DEFENSE GROUP LLC, JV !14920 TWENTY-THREE MILE RO!SHELBY TOWNSHI      !MI!48315!76460!099!26!STERLING HEIGHTS    !MACOMB                !MICHIGAN  !+000020000000!N!N!000000000000!AD91!RDTE/OTHER DEFENSE-BASIC RESEARCH                 !S1 !SERVICES                      !1DJM!LIGHT ARMORED VEHICLE (LAV)   !336992!E! !1! ! ! ! ! !99990909!B",2009-02-28,2026-01-21,True,False,,,,,,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,usaspending,2002-05-18,0,0
987774841.18,CONT_AWD_W58RGZ09C0161_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,W58RGZ09C0161,BLOCK III LOW RATE INITIAL PRODUCTION,2018-09-30,2026-01-21,True,False,,,,,,,MCDONNELL DOUGLAS HELICOPTER COMPANY,MY47WV32XFM1,usaspending,2009-07-30,0,0
987764702.0,CONT_AWD_N0002496C2108_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002496C2108,200610!000131!1700!N62789!SUPERVISOR SHIPBUILDING CONVERSI!N0002496C2108  !A!N! !N!             !A01182!20060728!20041208!963737366!963737366!001381284!N!ELECTRIC BOAT CORPORATION     !75 EASTERN POINT RD       !GROTON              !CT!06340!34180!011!09!GROTON              !NEW LONDON            !CONN      !-000000628866!N!N!000000000000!1904!SUBMARINES                                        !A3 !SHIPS                               !258 !SSN 21                        !336611!E! !3! ! !B! ! !999,2015-08-26,2026-01-21,True,False,,,,,,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,usaspending,1996-06-15,0,0
969543570.99,CONT_AWD_N0002417C2480_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002417C2480,LCAC 109 AND 110 LONG LEAD TIME MATERIAL,2029-07-31,2026-01-21,True,False,,,,,,,TEXTRON SYSTEMS CORP,WEE9WFHMACH9,usaspending,2017-09-01,0,0
966960725.52,CONT_AWD_B001_9700_SP060007D0481_9700,Department of Defense,Defense Logistics Agency,DoD; $500M+; Active prime,55,0,0,B001,"TURBINE FUEL, AVIATION (JP8) & TURBINE FUEL, AVIATION (JP5)",2008-04-30,2026-01-21,True,False,,,,,,,EQUILON ENTERPRISES LLC,QELHKA2CHFP5,usaspending,2007-03-21,0,0
960852737.0,CONT_AWD_N0038319F0U50_9700_N0038319DU501_9700,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0038319F0U50,V-22 PBL PERIOD OF PERFORMANCE 1 (1 JANUARY 2019 - 31 DECEMBER 2019),2021-12-31,2026-01-21,True,False,,,,,,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,usaspending,2019-01-01,0,0
954043690.24,CONT_AWD_0116_9700_DAAA0902D0007_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,0116,,2012-09-30,2026-01-21,True,False,,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,usaspending,2006-01-17,0,0
953978873.45,CONT_AWD_FA861105C2851_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; Active prime,55,0,0,FA861105C2851,,2013-03-31,2026-01-21,True,False,,,,,,,RTX CORPORATION,QN1BCFY7JDJ5,usaspending,2005-03-04,0,0
948194045.0,CONT_AWD_N0001999C1175_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0001999C1175,"199910!1700!1047!AA427!NAVAL AIR SYSTEMS COMMAND       !N0001999C1175  !A!*!*                  !19990622!20000531!001408509!001367960!001367960!N!99207!GENERAL ELECTRIC COMPANY INC  !1000 WESTERN AVE          !LYNN                !MA!01910!37490!009!25!LYNN                !ESSEX                 !MASS      !0001!+000022000000!N!N!000000000000!2840!GAS TURBINES AND JET ENGINES, ACFT & COMPS        !A1B!AIRCRAFT ENGINES AND SPARES   !2BJN!F414-GE-400                   !3724!1!*!*!*!B!A!*!D !N!J!1!0",2011-08-01,2026-01-21,True,False,,,,,,,GENERAL ELECTRIC COMPANY,E3HYKKLT5ZT1,usaspending,1999-06-22,0,0
945341283.0,CONT_AWD_N0002413C2112_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002413C2112,USS ENTERPRISE (CVN 65) INACT ACCOMPLISH,2026-03-31,2026-01-21,True,False,,,,,,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,usaspending,2013-06-20,0,0
936878896.99,CONT_AWD_W58RGZ17C0018_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Active prime,55,0,0,W58RGZ17C0018,IGF::CT::IGF FY17 GRAY EAGLE PERFORMANCE BASED LOGISTICS (PBL) EFFORT.,2022-09-30,2026-01-21,True,False,,,,,,,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",ZH4NVFG3Z526,usaspending,2016-10-24,0,0
932328123.87,CONT_AWD_W31P4Q04C0136_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,W31P4Q04C0136,FMS CAR,2012-04-30,2026-01-21,True,False,,,,,,,RAYTHEON/LOCKHEED MARTIN JAVELIN JV,WGB7GAKM7A68,usaspending,2004-06-23,0,0
932096462.16,CONT_AWD_W56HZV20F0329_9700_W56HZV20D0005_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,W56HZV20F0329,DELIVERY ORDER 0001 TO CALL-UP 143 DVH A1 ECP EXCHANGE VEHICLES.,2023-08-31,2026-01-21,True,False,,,,,,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,usaspending,2020-06-10,0,0
929677158.0,CONT_AWD_FA812423F0002_9700_FA812418D0001_9700,Department of Defense,Department of the Air Force,DoD; $500M+; Active prime,55,0,0,FA812423F0002,F117 ESS FY23 TASK ORDER,2023-09-30,2026-01-21,True,False,,,,,,,RTX CORPORATION,QN1BCFY7JDJ5,usaspending,2022-11-01,0,0
928163902.44,CONT_AWD_N6833503C0205_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N6833503C0205,"200310!000495!1700!A8050 !NAVAL AIR WARFARE CENTER, AIRCRA!N6833503C0205  !A!N! !N!                   !20030728!20041028!067638957!067638957!859181984!N!GENERAL ATOMICS               !3550 GENERAL ATOMICS COURT!SAN DIEGO           !CA!92121!66000!073!06!SAN DIEGO           !SAN DIEGO             !CALIFORNIA!+000004883000!N!N!000107026822!1710!AIRCRAFT LANDING EQUIPMENT                        !C9E!ALL OTHER SUPPLIES AND EQUIPME!2000!NOT DISCERNABLE OR CLASSIFIED !336413!E! !3! ! ! ! ! !99990909!B",2023-07-31,2026-01-21,True,False,,,,,,,GENERAL ATOMICS,TVRYQ3N3B8H5,usaspending,2003-07-28,0,0
922864971.23,CONT_AWD_0025_9700_W31P4Q05A0031_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,0025,"SYSTEMS AND COMPUTER RESOURCES SUPPORT (SCRS) FOR THE SOFTWARE ENGINEERING DIRECTORATE (SED), U.S. ARMY RESEARCH, DEVELOPMENT AND ENGINEERING COMMAND (USA RDECOM)",2014-09-14,2026-01-21,True,False,,,,,,,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MMLKPW9JLX64,usaspending,2009-09-30,0,0
922375705.11,CONT_AWD_FA520922F9027_9700_FA520957D0001_9700,Department of Defense,Department of the Air Force,DoD; $500M+; Active prime,55,0,0,FA520922F9027,"US OBLIGATION IAW ART. 4 OF THE BASIC CONTRACT, MLC NO. DA-92-557-FEC-28000 (FA5209-57-D-0001) EFFECTIVE 1 OCT 1957.  THIS REPORTED CONTRACT AMOUNT IS FOR GOV'T OF JAPAN SHARE.",2022-09-30,2026-01-21,True,False,,,,,,,MINISTRY OF DEFENSE,C1KKFURZSEF5,usaspending,2021-10-01,0,0
921664216.0,CONT_AWD_N0002414C2104_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002414C2104,SUBMARINE PLANNING YARD,2023-06-30,2026-01-21,True,False,,,,,,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,usaspending,2014-09-11,0,0
913358953.0,CONT_AWD_N0002411C2111_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002411C2111,FY11,2026-05-31,2026-01-21,True,False,,,,,,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,usaspending,2010-10-01,0,0
911471705.9,CONT_AWD_N6660405C1277_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N6660405C1277,TAS::97 4930::TAS,2022-02-04,2026-01-21,True,False,,,,,,,PAE APPLIED TECHNOLOGIES LLC,K55GHE7FCEF5,usaspending,2005-01-28,0,0
908508399.94,CONT_AWD_0050_9700_F3365798D0019_9700,Department of Defense,Department of the Air Force,DoD; $500M+; Active prime,55,0,0,0050,CY12-17 RSAF ENGINES/EMSCS,2018-02-20,2026-01-21,True,False,,,,,,,GENERAL ELECTRIC COMPANY,J1T1FEN3PWX6,usaspending,2012-06-29,0,0
900329488.2,CONT_AWD_0004_9700_M6785407D5032_9700,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Active prime,55,0,0,0004,ACCELERATED CATEGORY I MRAP,2016-12-30,2026-01-21,True,False,,,,,,,ND DEFENSE LLC,NAX6BAMAUNG9,usaspending,2007-07-20,0,0
892369912.71,CONT_AWD_N0002407C4013_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002407C4013,F07 EXECUTION PLANNING FOR USS BOXER (LHD 4) FY 07 NON DRY-DOCKING CNO SCHEDULED AVAILABILITY.,2020-05-19,2026-01-21,True,False,,,,,,,NATIONAL STEEL AND SHIPBUILDING COMPANY,Q85KVUK3JBF5,usaspending,2007-01-29,0,0
892326074.5,CONT_AWD_0004_9700_W56HZV09D0111_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,0004,"MRAP ALL-TERRAIN VEHICLES, D.O. 0004 ADDS 1,460 EACH M-ATVS AND BASIC ISSUE ITEMS TO THE CONTRACT",2012-10-10,2026-01-21,True,False,,,,,,,OSHKOSH DEFENSE LLC,ZMXAHH8M8VL8,usaspending,2010-02-22,0,0
883240594.36,CONT_AWD_M0002711C0003_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,M0002711C0003,LABOR HOURS,2021-06-09,2026-01-21,True,False,,,,,,,SODEXO MANAGEMENT INC.,VG33D4SQVLE3,usaspending,2011-02-23,0,0
882846124.0,CONT_AWD_B001_9700_SP060008D0470_9700,Department of Defense,Defense Logistics Agency,DoD; $500M+; Active prime,55,0,0,B001,JP8,2009-04-30,2026-01-21,True,False,,,,,,,EQUILON ENTERPRISES LLC,QELHKA2CHFP5,usaspending,2008-03-31,0,0
876891939.99,CONT_AWD_0151_9700_DAAA0902D0007_9700,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,0151,"TASK ORDER AWARD FOR THE IZ.  FUNDING $50,000,000.00",2013-09-30,2026-01-21,True,False,,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,usaspending,2007-06-06,0,0
875656172.98,CONT_AWD_N0002411C4408_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002411C4408,EXECUTION PLANNING DDG 91 FY 12 SRA; DDG SAN DIEGO MSMO,2012-12-13,2026-01-21,True,False,,,,,,,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,ZMBFGXHLGLM3,usaspending,2011-06-21,0,0
852009180.2,CONT_AWD_N0002418C2106_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002418C2106,PLANNING YEAR 1 OF CVN 74 RCOH ADVANCE PLANNING AND CVN 74 RCOH MATERIAL,2025-12-31,2026-01-21,True,False,,,,,,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,usaspending,2018-07-16,0,0
848562244.28,CONT_AWD_N0002411C4407_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,N0002411C4407,EXECUTION PLANNING LHD 3 FY11 PMA,2018-03-13,2026-01-21,True,False,,,,,,,BAE SYSTEMS NORFOLK SHIP REPAIR INC.,ERMDZBE4J8Q9,usaspending,2011-05-06,0,0
843024832.6,CONT_AWD_M9549418C0016_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,0,0,M9549418C0016,MANAGEMENT AND OPERATION OF USMC GARRISON MESS HALLS,2026-09-30,2026-01-21,True,False,,,,,,,SODEXO MANAGEMENT INC.,VG33D4SQVLE3,usaspending,2018-10-01,0,0
839441015.77,CONT_AWD_FA520923F9081_9700_FA520957D0001_9700,Department of Defense,Department of the Air Force,DoD; $500M+; Active prime,55,0,0,FA520923F9081,"US OBLIGATION IAW ART. 4 OF THE BASIC CONTRACT, MLC NO. DA-92-557-FEC-28000 (FA5209-57-D-0001) EFFECTIVE 1 OCT 1957.  THIS REPORTED CONTRACT AMOUNT IS FOR GOV'T OF JAPAN SHARE.",2023-09-30,2026-01-21,True,False,,,,,,,MINISTRY OF DEFENSE,C1KKFURZSEF5,usaspending,2022-10-01,0,0
837794459.52,CONT_AWD_FA881113C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; Active prime,55,0,0,FA881113C0001,EELV FY13 LAUNCH CABABILITY,2014-02-03,2026-01-21,True,False,,,,,,,"UNITED LAUNCH SERVICES, LLC",XHAMULHCL9N3,usaspending,2012-10-01,0,0
836004254.99,CONT_AWD_W58RGZ19C0003_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,0,0,W58RGZ19C0003,"REQUIREMENT IS TO DESIGN, DEVELOP, QUALIFY AND INTEGRATE AN IMPROVED TURBINE ENGINE (ITE) FOR THE EMD PHASE.",2029-12-31,2026-01-21,True,False,,,,,,,GENERAL ELECTRIC COMPANY,E3HYKKLT5ZT1,usaspending,2019-02-01,0,0
835073212.0,CONT_AWD_0024_9700_DAAE0700DM051_9700,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Active prime,55,0,0,0024,"200506!001729!2100!W56HZV!TACOM - WARREN                  !DAAE0700DM051  !A!N! !N!0024         !      !20041118!20080930!098155158!098155158!098155158!N!GM GDLS DEFENSE GROUP LLC, JOI!38500 MOUND ROAD          !STERLING HEIGH      !MI!48310!76460!099!26!STERLING HEIGHTS    !MACOMB                !MICHIGAN  !+000100761292!N!N!000000000000!J010!MAINT & REPAIR OF EQ/WEAPONS                      !A4A!COMBAT VEHICLES                     !000 !*                             !336992!E! !5!A!S! ! ! !202",2010-06-30,2026-01-21,True,False,,,,,,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,usaspending,2004-11-18,0,0
833800020.0,CONT_AWD_N0001918C1061_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Active prime,55,0,0,N0001918C1061,IGF:OT:IGF ADVANCE ACQUISITION CONTRACT- LONG LEAD MATERIAL FOR LOT 23 (FY2019) F414-GE-400 ENGINE,2024-12-16,2026-01-21,True,False,,,,,,,GENERAL ELECTRIC COMPANY,E3HYKKLT5ZT1,usaspending,2018-07-30,0,0
