active,agency_name,department_name,extraction_date,first_notice_date,is_it_services,naics_code,notice_code,notice_type,office_name,opportunity_id,pop_city,pop_state,psc_code,response_deadline,sam_url,set_aside,solicitation_number,title
True,Department of the Navy,Department of Defense,2026-01-21,2025-10-23T19:35:25+00:00,True,541511,k,Combined Synopsis/Solicitation,NSWC CARDEROCK,e352b244-71ca-4f45-be9b-a1b86b5bc475,Bethesda,MD,DA01,2025-10-29T14:00:00+00:00,https://sam.gov/opp/e352b24471ca4f45be9ba1b86b5bc475/view,"{'code': 'NONE', 'description': 'No set aside used'}",N0016726Q1005,Maritime Survivability Library (MSL) Software Engineering and Support Services
True,Department of the Army,Department of Defense,2026-01-21,2025-10-10T16:16:20+00:00,True,541511,j,Justification and Approval (J&A),W2V6 USA ENG SPT CTR HUNTSVIL,96711aab-ccaf-4eb7-87ae-bb3e80305046,Los Angeles,CA,DA01,,https://sam.gov/opp/96711aabccaf4eb787aebb3e80305046/view,,PANHES25P0000025320,RACER Software Sustainment
True,Department of the Army,Department of Defense,2026-01-21,2025-10-10T14:45:02+00:00,True,541511,j,Justification and Approval (J&A),W2V6 USA ENG SPT CTR HUNTSVIL,34789cc9-ee7c-4c6c-92f8-901fc60eabce,Los Angeles,CA,DA01,,https://sam.gov/opp/34789cc9ee7c4c6c92f8901fc60eabce/view,,PANHES25P0000025321,Remedial Action Cost Engineering and Requirements (RACER) Software 11.12
True,Department of the Air Force,Department of Defense,2026-01-21,2025-10-07T15:51:36+00:00,True,541511,s,Special Notice,FA8771  AFLCMC GBK,34ff2195-f6ff-4b76-9fac-67f63bce0546,Montgomery,AL,DA01,2025-11-08T04:59:00+00:00,https://sam.gov/opp/34ff2195f6ff4b769fac67f63bce0546/view,,ERPCS-FY26-0001,Enterprise Resource Planning Common Services (ERP CS) Software Award Notice
True,Department of the Air Force,Department of Defense,2026-01-21,2025-09-29T14:46:46+00:00,True,541511,j,Justification and Approval (J&A),FA4626  341 CONS  LGC,f9b0f5fd-1ffd-4462-ad05-ed64c9f0781b,Malmstrom AFB,MT,7A21,,https://sam.gov/opp/f9b0f5fd1ffd4462ad05ed64c9f0781b/view,,FA462625P0061,Heat Plant Windows Upgrade
True,Defense Logistics Agency,Department of Defense,2026-01-21,2025-09-25T17:34:48+00:00,True,541511,j,Justification and Approval (J&A),DCSO PHILADELPHIA,dfd422ac-c94b-4a42-b13c-6db7767f0554,Philadelphia,PA,DA01,,https://sam.gov/opp/dfd422acc94b4a42b13c6db7767f0554/view,,SP470125C0094,DSO Sustainment Support
True,Department of the Army,Department of Defense,2026-01-21,2025-09-25T14:34:30+00:00,True,541511,j,Justification and Approval (J&A),W6QK ACC-PICA,90302d10-5341-4f45-9707-6ac803f85750,Quantico,VA,DA01,,https://sam.gov/opp/90302d1053414f4597076ac803f85750/view,,W15QKN-25-F-0436,OnBase Software Maintenance
True,Department of the Army,Department of Defense,2026-01-21,2025-09-18T23:10:49+00:00,True,541511,p,Pre solicitation,W6QM MICC-FDO FT SAM HOUSTON,72e91b1d-307b-4517-8eb0-9afe52447ed8,San Antonio,NM,DA10,2025-09-22T17:00:00+00:00,https://sam.gov/opp/72e91b1d307b45178eb09afe52447ed8/view,"{'code': 'NONE', 'description': 'No set aside used'}",W9124J25QSIMU,NOTICE OF INTENT TO SOLE SOURCE: Investigative Interview Human Simulation Software and Interactive Multimedia Instruction (IMI) Module Revision
True,Defense Counterintelligence and Security Agency,Department of Defense,2026-01-21,2025-09-18T14:18:36+00:00,True,541511,j,Justification and Approval (J&A),DEFENSE CI AND SECURITY AGENCY,a6b9a592-c644-4c17-874f-5e8f29e3e1b1,Quantico,VA,DA01,,https://sam.gov/opp/a6b9a592c6444c17874f5e8f29e3e1b1/view,,HS002125FE078,LSJ: Joint Cyber Warfighter Architecture (JCWA) Common Runtime Stack for Data (JCRS-D)
True,Department of the Navy,Department of Defense,2026-01-21,2025-09-18T12:37:55+00:00,True,541511,p,Pre solicitation,NAVAIR WARFARE CTR AIRCRAFT DIV,fb2f48bb-51c4-4dfb-91f8-035d5e29fc0a,Saint Inigoes,MD,7A21,2025-10-02T15:00:00+00:00,https://sam.gov/opp/fb2f48bb51c44dfb91f8035d5e29fc0a/view,,N68335-25-R-0523,"Common Failure Reporting, Analysis, and Correction Action System (CFRACAS++) Software Suite"
True,Department of the Air Force,Department of Defense,2026-01-21,2025-09-15T17:59:05+00:00,True,541511,k,Combined Synopsis/Solicitation,FA5215  766 ESS PKP,7b609029-66e9-4de7-90f9-882d05c229d6,JBPHH,HI,7A20,2025-09-19T23:00:00+00:00,https://sam.gov/opp/692d2b4a84f243b0b0e340b78f24bdf5/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",FA521525Q7004,POL VR Trainers
True,Department of the Air Force,Department of Defense,2026-01-21,2025-09-16T19:01:40+00:00,True,541511,s,Special Notice,FA2396 USAF AFMC AFRL PZL AFRL PZLE,ce115672-dc6d-49e9-9731-58fe0dfe23fe,Wright Patterson AFB,OH,DA10,2025-09-19T21:00:00+00:00,https://sam.gov/opp/ce115672dc6d49e9973158fe0dfe23fe/view,"{'code': 'NONE', 'description': 'No set aside used'}",IASS-AFRL-PZLEQ-2025-0029,Intent to Award Sole/Single Source:  Drinking Water Automation
True,Department of the Navy,Department of Defense,2026-01-21,2025-09-16T15:57:36+00:00,True,541511,s,Special Notice,NAVFAC SYSTEMS AND EXP WARFARE CTR,772f2f06-cadd-4147-8ae2-6120099e0e0c,Silverdale,WA,DA10,2025-09-19T19:00:00+00:00,https://sam.gov/opp/772f2f06cadd41478ae26120099e0e0c/view,"{'code': 'NONE', 'description': 'No set aside used'}",6123965,FY25 SPIDERS3D
True,Department of the Navy,Department of Defense,2026-01-21,2025-09-15T00:09:06+00:00,True,541511,s,Special Notice,NAVAL RESEARCH LABORATORY,90e03a4a-485c-42ea-a2c4-43b3f6ecf787,Washington,DC,AR14,2025-09-17T12:00:00+00:00,https://sam.gov/opp/90e03a4a485c42eaa2c443b3f6ecf787/view,,N0017325Q5325,N0017325Q5325 - Altair Software Units support & maintenance
True,Department of the Army,Department of Defense,2026-01-21,2025-08-26T11:44:13+00:00,True,541511,k,Combined Synopsis/Solicitation,W4LD USA HECSA,21135c36-e82d-408e-81f7-c39753b18232,,,DA01,2025-09-16T20:30:00+00:00,https://sam.gov/opp/3595fb14121345a288c15ef13d26c5e6/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",W912HQ25R0022,Update and Development of Enhancements to National Navigation Operation & Management Performance Evaluation & Assessment System (NNOMPEAS)
True,Department of the Army,Department of Defense,2026-01-21,2025-09-11T13:18:54+00:00,True,541511,j,Justification and Approval (J&A),W6QK ACC-RI,af15883b-6405-4e37-8fb5-88fae5d431c6,Monument,CO,DD01,,https://sam.gov/opp/af15883b64054e378fb588fae5d431c6/view,,W519TC-25-R-0048,EDGE Software Support
True,Department of the Air Force,Department of Defense,2026-01-21,2025-09-10T20:32:00+00:00,True,541511,j,Justification and Approval (J&A),FA3002  338 ESS CC,ad6a6ce8-e6bf-4d76-8e2a-078e43597c2b,DWG,TX,7B22,,https://sam.gov/opp/ad6a6ce8e6bf4d768e2a078e43597c2b/view,,F3PH2A,FTCOE Adaptive Quiz Engine (AQE)
True,Department of the Air Force,Department of Defense,2026-01-21,2025-09-05T21:48:58+00:00,True,541511,r,Sources Sought,FA4625  509 CONS CC,df48cfe7-021f-4da8-b344-235b7c2a1eec,Whiteman Air Force Base,MO,DA01,2025-09-10T16:00:00+00:00,https://sam.gov/opp/df48cfe7021f4da8b344235b7c2a1eec/view,"{'code': 'NONE', 'description': 'No set aside used'}",FA462525Q1075,509 OG iPad Redaction
True,Department of the Air Force,Department of Defense,2026-01-21,2025-09-05T16:16:13+00:00,True,541511,r,Sources Sought,FA9401  377 MSG PK,59dd6e05-0142-470e-8ce6-63ad4a0ff36b,ROAD FORKS,NM,,2025-09-19T22:00:00+00:00,https://sam.gov/opp/59dd6e050142470e8ce663ad4a0ff36b/view,,FA940125Q0019,Avian Hazard Advisory System Support Services
True,Department of the Navy,Department of Defense,2026-01-21,2025-09-04T20:00:29+00:00,True,541511,r,Sources Sought,NAVAL AIR WARFARE CENTER AIR DIV,7bbd2318-5407-4bc6-9f5a-4c227d67daed,St James,MD,DA01,2025-09-19T18:00:00+00:00,https://sam.gov/opp/7bbd231854074bc69f5a4c227d67daed/view,"{'code': 'NONE', 'description': 'No set aside used'}",N00421-25-RFPREQ-212000V-0011,AMS Support Services
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-09-04T16:47:45+00:00,True,541511,o,Solicitation,IT CONTRACTING DIVISION - PL83,66d8749c-7d9c-4229-a866-d1a3f6710ca8,Alexandria,VA,7E20,2025-09-11T19:00:00+00:00,https://sam.gov/opp/66d8749c7d9c4229a866d1a3f6710ca8/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",HC102825R0087,Canon Supply and Services
True,Department of the Navy,Department of Defense,2026-01-21,2025-09-04T03:53:50+00:00,True,541511,k,Combined Synopsis/Solicitation,NAVAL SURFACE WARFARE CENTER,6dc6e63a-931a-44ee-835b-43ed3bb1dbbe,Norco,CA,7A20,2025-09-08T04:00:00+00:00,https://sam.gov/opp/6dc6e63a931a44ee835b43ed3bb1dbbe/view,,N6426725Q4246,MOX SOFTWARE SUPPORT
True,Department of the Navy,Department of Defense,2026-01-21,2025-09-03T22:15:17+00:00,True,541511,k,Combined Synopsis/Solicitation,NAVSUP FLT LOG CTR NORFOLK,5865f76d-0219-4e25-9186-219b6d56cdf8,Washington,DC,DA10,2025-09-10T17:00:00+00:00,https://sam.gov/opp/5865f76d02194e259186219b6d56cdf8/view,,HQ0100525687,Center for Strategic and Budgetary Assessments Software Services
True,Department of the Navy,Department of Defense,2026-01-21,2025-09-03T17:03:35+00:00,True,541511,p,Pre solicitation,NIWC ATLANTIC,4203f540-3323-4106-8578-f979543c7036,North Charleston,SC,6625,2025-09-08T19:00:00+00:00,https://sam.gov/opp/4203f540332341068578f979543c7036/view,"{'code': 'NONE', 'description': 'No set aside used'}",N65236-25-SIMACQ-LSUBP00016-0092,Agile Communications Annual Software Maintenance Support
True,Department of the Navy,Department of Defense,2026-01-21,2025-08-25T18:49:25+00:00,True,541511,r,Sources Sought,NCIS QUANTICO VA,a6d30313-edb2-4fbf-b32d-d880416d328f,Quantico,VA,,2025-09-10T16:00:00+00:00,https://sam.gov/opp/4ae853f00eff45529bf0f952b08aa328/view,"{'code': 'NONE', 'description': 'No set aside used'}",N63285-25-RFI-0003,RFI - NCIS Case Management System
True,Department of the Air Force,Department of Defense,2026-01-21,2025-08-29T18:53:22+00:00,True,541511,j,Justification and Approval (J&A),FA8770  AFLCMC GBK,ab25f6b5-6dca-4c8b-a062-30548cf1dc87,Alexandria,VA,DA01,,https://sam.gov/opp/ab25f6b56dca4c8ba06230548cf1dc87/view,,FA877025CB007,Programmed Depot Maintenance Scheduling System (PDMSS) Sustainment
True,Department of the Navy,Department of Defense,2026-01-21,2025-08-29T17:23:22+00:00,True,541511,r,Sources Sought,NAVAL AIR SYSTEMS COMMAND,d01144e2-5598-4499-93a0-b65d04e53658,St James,MD,7A20,2025-09-22T20:00:00+00:00,https://sam.gov/opp/d01144e25598449993a0b65d04e53658/view,"{'code': 'NONE', 'description': 'No set aside used'}",N00019-25-RFPREQ-APM290-0507,P-8A Poseidon Electronic Flight Bag Licenses (EFB) and Navigational (NAV) Databases
True,Department of the Navy,Department of Defense,2026-01-21,2025-08-28T19:48:55+00:00,True,541511,s,Special Notice,NAVSUP FLT LOG CTR NORFOLK,43b391c9-a5ca-4762-9597-72cb7ffb330e,,,,,https://sam.gov/opp/43b391c9a5ca4762959772cb7ffb330e/view,,N0018925QG155,Genesis Program Support Services
True,Department of the Air Force,Department of Defense,2026-01-21,2025-08-28T13:03:46+00:00,True,541511,s,Special Notice,FA4452  763 ESS,e7bd5f7e-0613-44e9-a44a-6a02cb96308c,Scott Air Force Base,IL,DA10,2025-08-29T13:00:00+00:00,https://sam.gov/opp/e7bd5f7e061344e9a44a6a02cb96308c/view,"{'code': 'NONE', 'description': 'No set aside used'}",,SIMX VALOR VRMSS Virtual Reality Medical Simulation Training Software Curriculum and Licenses
True,Department of the Navy,Department of Defense,2026-01-21,2025-08-27T05:41:12+00:00,True,541511,s,Special Notice,NAVSUP FLT LOG CTR  YOKOSUKA,743530df-82bb-4b41-816d-03f954f94156,Hagatna,GU,,2025-09-03T05:00:00+00:00,https://sam.gov/opp/743530df82bb4b41816d03f954f94156/view,,20250002832,Notice of Intent to Sole Source - XRF Analyzer
True,Department of the Army,Department of Defense,2026-01-21,2025-08-26T13:44:11+00:00,True,541511,o,Solicitation,W6QK ACC WVA,7c59396d-2825-4998-9408-9df671444ac2,Watervliet,NY,DA10,2025-09-02T20:00:00+00:00,https://sam.gov/opp/7c59396d2825499894089df671444ac2/view,"{'code': 'NONE', 'description': 'No set aside used'}",W911PT25Q0077,"NX Productivity Environment for Niles Simmons N40MC Machine at Watervliet Arsenal, NY 12189"
True,Defense Health Agency,Department of Defense,2026-01-21,2025-07-29T18:03:34+00:00,True,541511,r,Sources Sought,DEFENSE HEALTH AGENCY,085d25ce-8e2c-4de1-9311-36238aad35bb,Falls Church,VA,,2025-09-02T14:00:00+00:00,https://sam.gov/opp/a34e279ef7ca4ff6a9704c76a746c72a/view,"{'code': 'NONE', 'description': 'No set aside used'}",HT001125RFI0223,Office of the Assistant Secretary of Defense for Health Affairs Information Technology and Services
True,Department of the Navy,Department of Defense,2026-01-21,2025-08-25T17:45:40+00:00,True,541511,s,Special Notice,NAVAL RESEARCH LABORATORY,26b447c1-a669-4ea7-9acf-9626cda07af2,Washington,DC,7A20,2025-08-29T14:00:00+00:00,https://sam.gov/opp/26b447c1a6694ea79acf9626cda07af2/view,"{'code': 'NONE', 'description': 'No set aside used'}",N0017325Q5278,SYNOPSYS TSL SOFTWARE LICENSE
True,Department of the Air Force,Department of Defense,2026-01-21,2025-08-25T15:09:01+00:00,True,541511,r,Sources Sought,FA8522  AFSC PZABB,3df0a7ae-9600-428e-a5d0-0e48734e3c51,Warner Robins,GA,,2025-09-30T21:00:00+00:00,https://sam.gov/opp/3df0a7ae9600428ea5d00e48734e3c51/view,,104174,AN/ALR-56C Test Program Set Support For AN/ALM-246 TISS
True,Department of the Air Force,Department of Defense,2026-01-21,2025-08-22T18:48:39+00:00,True,541511,s,Special Notice,FA8307  AFLCMC HNCK C3IN,09222caa-b333-4e40-8d2b-08a670f196e5,San Antonio,TX,DA01,2025-09-05T17:00:00+00:00,https://sam.gov/opp/09222caab3334e408d2b08a670f196e5/view,"{'code': 'NONE', 'description': 'No set aside used'}",FA8307RFIIRON001,Iron Bank Container Team
True,Department of the Air Force,Department of Defense,2026-01-21,2025-08-22T01:36:00+00:00,True,541511,r,Sources Sought,FA5215  766 ESS PKP,32dd20a4-6470-4603-bcb5-1482098d4a9d,Mt Zion,IL,7A20,2025-08-27T22:00:00+00:00,https://sam.gov/opp/32dd20a464704603bcb51482098d4a9d/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",F3ST705192A0001,"Sources Sought for Petroleum, Oils and Lubricants Virtual Reality Trainer"
True,Department of the Air Force,Department of Defense,2026-01-21,2025-08-21T19:29:48+00:00,True,541511,s,Special Notice,FA8003  771 ENTERPRISE SOURCING SQ,2d80f5bf-9e06-422f-8331-a85db696175b,DWG,TX,DA10,2025-09-06T20:00:00+00:00,https://sam.gov/opp/2d80f5bf9e06422f8331a85db696175b/view,,,Sources Sought & Notice of Intent - Virtualized Combat Support Training Resource (V-CSTR)
True,Defense Logistics Agency,Department of Defense,2026-01-21,2025-08-21T17:46:03+00:00,True,541511,o,Solicitation,DCSO PHILADELPHIA,f466bf0c-5540-490e-92c0-f05526cc2fd2,Philadelphia,PA,DA01,2025-09-04T16:00:00+00:00,https://sam.gov/opp/f466bf0c5540490e92c0f05526cc2fd2/view,,SP470125Q4012,DSO Sustainment Support
True,Department of the Navy,Department of Defense,2026-01-21,2025-08-20T22:49:56+00:00,True,541511,r,Sources Sought,NAVSUP FLT LOG CTR NORFOLK,9908e802-ec0c-46ee-a676-daf6937f4040,,,DD01,2025-08-28T04:00:00+00:00,https://sam.gov/opp/9908e802ec0c46eea676daf6937f4040/view,,N0018925RZ184,"DD01 - Sources Sought for full-service sustainment, technical oversight, and analytic support for a government-owned Decision Management Tool."
True,Department of the Navy,Department of Defense,2026-01-21,2025-08-20T19:22:31+00:00,True,541511,r,Sources Sought,NAVAL RESEARCH LABORATORY,fac625e8-c3ee-46fa-a4ac-c7b1bc23b516,Washington,DC,DA10,2025-09-03T19:30:00+00:00,https://sam.gov/opp/fac625e8c3ee46faa4acc7b1bc23b516/view,"{'code': 'NONE', 'description': 'No set aside used'}",N00173-25-RFI-MR37,Custom Software: Phenomenological model relating the crack growth rate to stress intensity factors
True,Defense Health Agency,Department of Defense,2026-01-21,2025-08-20T16:53:13+00:00,True,541511,s,Special Notice,DEFENSE HEALTH AGENCY,be9cc6cd-741d-4491-bf5e-51fa8fb13ab7,Fort Campbell,KY,,2025-09-03T16:00:00+00:00,https://sam.gov/opp/601f4f4934374ea4ac1668bad5a744d9/view,,,Fort Campbell Nurse Call System
True,Department of the Army,Department of Defense,2026-01-21,2025-08-06T11:48:21+00:00,True,541511,k,Combined Synopsis/Solicitation,W4LD USA HECSA,ad069f04-8177-4093-a6b6-faff3d3d7110,,,DA01,2025-09-05T20:30:00+00:00,https://sam.gov/opp/a06943b8878d445f8d232e60f4304b18/view,"{'code': 'NONE', 'description': 'No set aside used'}",W912HQ25R0019,"RPT, EFM Plotter, and EFM Mapper - Maintenance and Support for HEC Java Software related to Ecosystems"
True,Department of the Navy,Department of Defense,2026-01-21,2025-08-12T18:15:04+00:00,True,541511,p,Pre solicitation,NORFOLK NAVAL SHIPYARD GF,65fc0fe3-3897-4d2d-8010-1e00a50cf339,Portsmouth,VA,7A21,2025-08-25T14:00:00+00:00,https://sam.gov/opp/21edf226e0a94576a2145efbf75da42a/view,"{'code': 'NONE', 'description': 'No set aside used'}",N4215825QN087,Intent to Sole Source - Maintenance Renewal of Cutworks software support
True,Department of the Army,Department of Defense,2026-01-21,2025-08-14T19:36:20+00:00,True,541511,p,Pre solicitation,W6QM MICC-FDO FT CAVAZOS,b9269987-f26c-4f7d-ae67-2172120ea877,White Sands Missile Range,NM,B599,2025-08-26T15:00:00+00:00,https://sam.gov/opp/b9269987f26c4f7dae672172120ea877/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",W91151-25-R-A011,Analytical and Engineering Mission Support Services (AEMSS)
True,Department of the Navy,Department of Defense,2026-01-21,2025-08-14T00:55:36+00:00,True,541511,s,Special Notice,NAVAL RESEARCH LABORATORY,376b1858-c8e4-4ea3-9c68-04e72327e8b1,La Plata,MD,R425,2025-08-17T12:00:00+00:00,https://sam.gov/opp/376b1858c8e44ea39c6804e72327e8b1/view,,N0017325Q5322,N0017325Q5322 - Monarch 60TB System
True,Department of the Navy,Department of Defense,2026-01-21,2025-08-11T18:53:36+00:00,True,541511,s,Special Notice,NAVAL RESEARCH LABORATORY,285fda9f-9196-4e47-8e59-8284da08c565,Washington,DC,7A20,2025-08-13T08:00:00+00:00,https://sam.gov/opp/285fda9f91964e478e598284da08c565/view,,,GRASP and CHAMP license renewal
True,Department of the Air Force,Department of Defense,2026-01-21,2025-08-08T16:45:30+00:00,True,541511,r,Sources Sought,FA8820  SUSTAINMENT SDACP SSC/PKL,04d66dc3-4255-49cd-b915-349bed96ad80,Colorado Springs,CO,R499,2025-09-08T23:00:00+00:00,https://sam.gov/opp/04d66dc3425549cdb915349bed96ad80/view,"{'code': 'NONE', 'description': 'No set aside used'}",SSC_BCB_LIONS_Follow,"Maintenance, Sustainment, and Upgrade Services for the Logistics Information Operations Network System (LIONS)"
True,Department of the Navy,Department of Defense,2026-01-21,2025-08-08T01:17:52+00:00,True,541511,k,Combined Synopsis/Solicitation,NSWC DAHLGREN,5e220bb7-58fa-4199-ae7b-263da8a378ec,Dahlgren,VA,7B22,2025-08-12T16:00:00+00:00,https://sam.gov/opp/5e220bb758fa4199ae7b263da8a378ec/view,,N0017825Q6816,NG Tiger Server
True,Defense Health Agency,Department of Defense,2026-01-21,2025-08-06T19:23:10+00:00,True,541511,p,Pre solicitation,DHA ENTERPRISE MED SUPPORT EMS-CD,ff592945-b468-4f9e-84bf-d361dc09f075,San Antonio,TX,DA01,,https://sam.gov/opp/18674d0611124736a378d73f6015f01c/view,,HT0015-24-R-0530_Amendment,Domain & Directory Services (DDSB) IT Services
True,Department of the Air Force,Department of Defense,2026-01-21,2025-08-07T05:47:46+00:00,True,541511,s,Special Notice,FA5209  374 CONS PK,4f7afc5a-b9dc-4b58-bd72-cbad37576ff9,Yokota AB,JP-13,,2025-08-15T05:00:00+00:00,https://sam.gov/opp/4f7afc5ab9dc4b58bd72cbad37576ff9/view,,,NOTICE OF INTENT TO AWARD SOLE SOURCE
True,Department of the Navy,Department of Defense,2026-01-21,2025-07-23T18:16:28+00:00,True,541511,k,Combined Synopsis/Solicitation,NSWC DAHLGREN,e1ce7cb4-ecbf-45fe-b0ab-b4329fe2c4dd,Dahlgren,VA,R499,2025-08-06T16:00:00+00:00,https://sam.gov/opp/a41888eb191a4c0491b948e28d8da3b0/view,,0616-05,Video Wall Support
True,Department of the Army,Department of Defense,2026-01-21,2025-08-01T19:54:06+00:00,True,541511,p,Pre solicitation,W2V6 USA ENG SPT CTR HUNTSVIL,3dffb3da-ed23-4724-a535-2df85df974c0,Huntsville,AL,DA01,2025-08-17T14:00:00+00:00,https://sam.gov/opp/729dd4abdf454bfe80684daab76db9ee/view,"{'code': 'NONE', 'description': 'No set aside used'}",PANHES-25-P-025321,Remedial Action Cost Engineering and Requirements (RACER) software version 11.12 notice of intent to sole source
True,Department of the Army,Department of Defense,2026-01-21,2025-08-01T17:57:18+00:00,True,541511,p,Pre solicitation,W2V6 USA ENG SPT CTR HUNTSVIL,54c8d0fa-a74c-47e0-ab2e-d419b4cec48d,Huntsville,AL,DA01,2025-08-17T14:00:00+00:00,https://sam.gov/opp/d1e4db13bdb54136bd4f34a22f574649/view,"{'code': 'NONE', 'description': 'No set aside used'}",PANHES-25-P-025320,Remedial Action Cost Engineering and Requirements (RACER) software sustainment Notice of intent to sole source
True,Department of the Air Force,Department of Defense,2026-01-21,2025-07-31T18:07:01+00:00,True,541511,r,Sources Sought,FA4484  87 CONS PK,9667a5d1-4db6-4b8a-9729-3d68415fa122,CAPE MAY CH,NJ,U012,2025-08-14T19:30:00+00:00,https://sam.gov/opp/4b0783575c1e40b9a4477df33fa32a25/view,,RQMT-24188,WEB-BASED TRAINING COURSEWARE
True,Department of the Army,Department of Defense,2026-01-21,2025-08-01T15:49:51+00:00,True,541511,r,Sources Sought,W2V6 USA ENG SPT CTR HUNTSVIL,90fce8c0-14d1-4d7b-b3a8-a0dc631d7bcd,Huntsville,AL,DA01,2025-08-15T17:00:00+00:00,https://sam.gov/opp/90fce8c014d14d7bb3a8a0dc631d7bcd/view,,PANHES-25-P-0000-003551,HNC Task Cost Book Survey 2025
True,Department of the Navy,Department of Defense,2026-01-21,2025-07-23T19:24:27+00:00,True,541511,p,Pre solicitation,NAVAL AIR SYSTEMS COMMAND,fff0dc45-41eb-4b00-b1d1-f1424e089a12,St James,MD,AC13,2025-07-23T21:00:00+00:00,https://sam.gov/opp/f8ac890b30c84f6b8bbc8e89bc5f79a5/view,,N00019-25-RFPREQ-APM264-0218,Upgrades to Global Reconstruction and Acoustic Measurement Suite (GRAMS)
True,Department of the Navy,Department of Defense,2026-01-21,2025-07-28T22:47:21+00:00,True,541511,r,Sources Sought,NAVAL INFORMATION WARFARE SYSTEMS,88e538fa-0349-45d8-9b26-5cda0166517e,,,7A21,2025-08-13T22:00:00+00:00,https://sam.gov/opp/88e538fa034945d89b265cda0166517e/view,,N000372825,Sources Sought Notice Sustain and Maintain Software
True,Department of the Air Force,Department of Defense,2026-01-21,2024-11-20T16:13:27+00:00,True,541511,s,Special Notice,FA8003  771 ENTERPRISE SOURCING SQ,e2f04289-bea0-42cf-a6c0-a27dc413ae6a,,,7A20,2025-02-18T17:00:00+00:00,https://sam.gov/opp/ee238fbac9014c54be190e92417dfb46/view,"{'code': 'SBP', 'description': 'Small Business Set Aside - Partial'}",FA800325R0002,CANCELED: Advancing Artificial Intelligence Multiple Award Contract
True,Department of Defense Education Activity,Department of Defense,2026-01-21,2025-07-15T12:58:23+00:00,True,541511,o,Solicitation,DOD EDUCATION ACTIVITY,cf1b4dc8-770d-4bc4-b78f-862a34dbf85a,Alexandria,VA,7H20,2025-07-28T14:00:00+00:00,https://sam.gov/opp/d1151397048e4d3ba64bd9450cc58779/view,,HE125425QE059,FTC TETRIX Education Robotics Support
True,Department of the Air Force,Department of Defense,2026-01-21,2025-07-21T20:25:06+00:00,True,541511,r,Sources Sought,FA3002  338 ESS CC,1c77e548-3e3c-4365-b866-64c36f74947a,DWG,TX,,2025-08-05T15:00:00+00:00,https://sam.gov/opp/1c77e5483e3c4365b86664c36f74947a/view,"{'code': 'NONE', 'description': 'No set aside used'}",FA300225RFI006,AI-Enabled Marketing and Communications Campaign Management System
True,Department of the Navy,Department of Defense,2026-01-21,2025-07-15T16:38:00+00:00,True,541511,k,Combined Synopsis/Solicitation,NSWC CARDEROCK,980d5b9c-dba2-4ba8-87c7-4490487c97b6,Bethesda,MD,R499,2025-07-23T13:00:00+00:00,https://sam.gov/opp/a801bf536a2941518ab8e952f8f81322/view,"{'code': 'NONE', 'description': 'No set aside used'}",N0016725Q1118,Operating and Support cost Analysis Model (OSCAM) Services
True,Defense Logistics Agency,Department of Defense,2026-01-21,2025-07-21T12:44:38+00:00,True,541511,o,Solicitation,DCSO PHILADELPHIA,ee2ddbd4-62b7-48a1-88da-1beb9d09fe22,Battle Creek,MI,DA01,2025-07-24T17:00:00+00:00,https://sam.gov/opp/ee2ddbd462b748a188da1beb9d09fe22/view,,SP4701-25-R-0008,XPS SOFTWARE MAINTENANCE XTRACK AND SUPPORT for DLA Information Operations
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-07-16T20:19:15+00:00,True,541511,s,Special Notice,IT CONTRACTING DIVISION - PL84,7eae9ebd-3b6e-4903-b3b8-0ae53834b564,,AA,DA10,2025-07-16T17:00:00+00:00,https://sam.gov/opp/7eae9ebd3b6e4903b3b80ae53834b564/view,"{'code': 'NONE', 'description': 'No set aside used'}",HC108425C0003,APRIVA Mobile Endpoint Security Architecture Virtual Private Network Follow-On Sole Source Justification and Notice of AwardAward
True,Department of the Air Force,Department of Defense,2026-01-21,2025-07-16T15:24:31+00:00,True,541511,k,Combined Synopsis/Solicitation,FA8773 ACC 38 CONS,9663c9ba-9f6e-4f00-a918-ef5fa057a7bf,San Antonio,TX,7A20,2025-07-23T16:00:00+00:00,https://sam.gov/opp/9663c9ba9f6e4f00a918ef5fa057a7bf/view,"{'code': 'SDVOSBS', 'description': 'SDVOSB Sole Source'}",FA877325Q0002,39th IOS VPS
True,Department of the Navy,Department of Defense,2026-01-21,2025-07-15T19:45:12+00:00,True,541511,r,Sources Sought,NAVAL AIR SYSTEMS COMMAND,6210b6a4-a864-4706-bea7-0c3660f32aa0,,VA,,2025-07-29T21:00:00+00:00,https://sam.gov/opp/6210b6a4a8644706bea70c3660f32aa0/view,,N00019DSOPCLOUD,F-35 JPO Cloud DevSecOps Request for Information
