piid,description,obligated_amount,base_and_all_options,awarding_agency,recipient_name,naics,pop_end_date,pop_potential_end_date,pop_city,pop_state,extent_competed,estimated_recompete
140D0422F0251,"PROGRAM EXECUTIVE OFFICE, DEFENSE HEALTHCARE MANAGEMENT SYSTEMS (PEO DHMS) DEFENSE MEDICAL INFORMATION EXCHANGE (DMIX) INTEROPERABILITY SUPPORT SERVICES (DISS)",0,0,,,541512,,,,,,
W900KK22F0020,"THE CONTRACTOR SHALL PROVIDE CONTENT DEVELOPMENT, MISSION REHEARSAL AND TECHNICAL OPERATIONS SERVICES FOR THE PERSISTENT CYBER TRAINING ENVIRONMENT PLATFORM.",0,0,,,541512,,,,,,
47QFHA22F0010,CLEARPATH MAINFRAME HOSTING SERVICES,0,0,,,541512,,,,,,
FA873022F0071,THE FALCONER SERVICE CONTRACT PROVIDES THE CONTINUED SUSTAINMENT AND SUPPORT OF THE 10.1 WEAPON SYSTEM AND THE APPLICATION TRANSFORMATION TO BLOCK 20 FOR THE AIR OPERATIONS CENTER WEAPON SYSTEM,0,0,,,541512,,,,,,
75D30122F13458,DCIPHER SERVICES,0,0,,,541512,,,,,,
47QFSA22F0063,53RD WING OPERATIONS AND 350TH SPECTRUM WARFARE WING 53WG350SWW TECHNICAL SUPPORT SERVICES,0,0,,,541512,,,,,,
75N93022F00001,BIOINFORMATICS AND COMPUTATIONAL BIOSCIENCES SUPPORT SERVICES - BIOINFORMATICS AND COMPUTATIONAL BIOLOGY ANALYSIS SERVICES INCLUDING SHORT-TERM CONSULTATIONS AS WELL AS HANDS-ON COLLABORATIVE LONG TERM DATA ANALYSIS. TRAINING SERVICES IN BOTH IN-PERS,0,0,,,541512,,,,,,
47QFCA22F0018,"MANAGED APPLICATION, INFRASTRUCTURE, NETWORKING, ENTERPRISE, AND SECURITY SERVICES (MAINES) IN SUPPORT OF THE ENVIRONMENTAL PROTECTION AGENCY (EPA)",0,0,,,541512,,,,,,
75FCMC22F0024,NITAAC CIO-SP3 SMALL BUSINESS TASK ORDER OF RE-COMPETED WMS REQUIREMENT,0,0,,,541512,,,,,,
70CTD022FR0000018,INFORMATION TECHNOLOGY SUPPORT SERVICES (ITSS),0,0,,,541512,,,,,,
70CTD022FR0000019,"OPERATIONS AND SOLUTIONS DELIVERY SUPPORT (OSDSS)FOR ASB, IPSB AND AEB",0,0,,,541512,,,,,,
75FCMC22F0016,FISCAL INTERMEDIARY SHARED SYSTEM MAINTAINER (FISS) THE CLAIM PROCESSING SYSTEM USED BY MEDICARE ADMINISTRATIVE CONTRACTORS (MACS) TO PROCESS MEDICARE PART A CLAIMS,0,0,,,541512,,,,,,
70SBUR22F00000004,"DIGITAL INNOVATION AND DEVELOPMENT (DID(IT)) II SUPPORT TO PROVIDE SERVICES IN DEVELOPMENT OF NEW AND ENHANCEMENT OF EXISTING CAPABILITIES FOR INFORMATION TECHNOLOGY SYSTEMS AND APPLICATIONS. USCIS WILL CREATE AND MAINTAIN SYSTEM ROADMAPS, PROJECT PL",0,0,,,541512,,,,,,
75N97022F00002,IT SERVICES,0,0,,,541512,,,,,,
70T03022F7667N003,"IT MANAGEMENT, PERFORMANCE ANALYSIS, AND COLLABORATIVE TECHNOLOGIES (IMPACT) II TASK ORDER 2 STOP WORK ORDERS ISSUES, POP START DATE IS 11/16/22.",0,0,,,541512,,,,,,
75N98122F00001,"THE PURPOSE IS TO AWARD A TASK ORDER FOR THE DEPARTMENT OF HEALTH AND HUMAN SERVICES, ADMINISTRATION FOR CHILDREN AND FAMILIES, OFFICE OF CHILD SUPPORT ENFORCEMENT, DIVISION OF FEDERAL SYSTEMS, OPERATIONS, MAINTENANCE, AND ENHANCEMENTS FOR OCSE FEDER",0,0,,,541512,,,,,,
HDTRA121F0072,SUBJECT MATTER EXPERT SUPPORT SERVICES,0,0,,,541512,,,,,,
36C10B21N10150057,"THE CONTRACTOR SHALL PROVIDE SHIPPABLE PRODUCTS, OPERATIONS SUPPORT, AND SECURITY COMPLIANCE FOR THE HEALTH SERVICES PORTFOLIO.",0,0,,,541512,,,,,,
70CTD021FR0000232,CYBER DEFENSE AND INTELLIGENCE SUPPORT (CDISS) TASK ORDER. 11 MONTH BASE PERIOD AND 4 OPTION YEARS.,0,0,,,541512,,,,,,
36C10B21N10050019,FRANCHISE FUND SUPPORT SERVICES,0,0,,,541512,,,,,,
36C10B21N10110004,SERVICES TO SUPPORT IT LEGACY SUSTAINMENT APPLICATIONS AND DEVSECOPS FOR CORP PORTFOLIO PRODUCT LINES.,0,0,,,541512,,,,,,
1333BJ21F00280055,CONTRACT TO ACQUIRE EFFICIENT AND COST EFFECTIVE ENTERPRISE CLOUD SUPPORT SERVICES UTILIZING AGILE/DEVOPS METHODOLOGIES,0,0,,,541512,,,,,,
19AQMM21F4397,"THIS IS A TASK ORDER FOR PROVIDING IT BUSINESS, PLANNING, AND TECHNICAL ADVISORY SUPPORT SERVICES.",0,0,,,541512,,,,,,
47QFMA21F0040,NAVFAC CIO RMF CYBERSAFE,0,0,,,541512,,,,,,
70SBUR21F00000194,PROFESSIONAL IT AGILE SERVICES FOR PREDICTIVE LAKE ANALYTICS NEXTGEN EXCHANGE SERVICES (PLANXS).,0,0,,,541512,,,,,,
12314421F0796,CLOUD SOLUTION CONSULTANT SERVICES,0,0,,,541512,,,,,,
HC102821F1170,ARMY CYBER COMMANDS MICROSOFT CONSULTING SERVICES AND MICROSOFT PREMIER SUPPORT,0,0,,,541512,,,,,,
50310221F0112,SEC ENTERPRISE EDGAR SYSTEM SUPPORT SERVICES,0,0,,,541512,,,,,,
36C10B21N10010009,"ENTERPRISE CLOUD FAX (ECFAX) SERVICE IN SUPPORT OF THE OFFICE OF INFORMATION AND TECHNOLOGY (OIT), ENTERPRISE PROGRAM MANAGEMENT OFFICE (EPMO) UNDER TRANSFORMATION TWENTY-ONE TOTAL TECHNOLOGY PROGRAM (T4NG) CONTRACT VA118-16-D-1001",0,0,,,541512,,,,,,
50310221F0160,NATIONAL EXAMINATION PROGRAM (NEP) - IT APPLICATION ENHANCEMENTS & MAINTENANCE,0,0,,,541512,,,,,,
2032H521F00716,RRP COVID-19,0,0,,,541512,,,,,,
36C10B21N10010010,SUPPLY CHAIN MANAGEMENT PRODUCT LINE DEVSECOPS AND INTEGRATION,0,0,,,541512,,,,,,
19AQMM21F3625,DATA REPLICATION ENGINEERING AND MANAGEMENT SUPPORT SERVICES,0,0,,,541512,,,,,,
M6785421C4905,BASE AREA NETWORK (BAN)(MCI EAST),0,0,,,541512,,,,,,
91003121F0328,THE PURPOSE OF THIS CALL ORDER IS TO PROVIDE THE DEPARTMENT OF EDUCATION (DOED) FEDERAL STUDENT AID (FSA) WITH CYBERSECURITY RISK MANAGEMENT AND COMPLIANCE SUPPORT TO THE OPERATIONS OF THE DOED ENTERPRISE CYBERSECURITY GROUP (ESG).,0,0,,,541512,,,,,,
47QFCA21F0073,DEA BLUESTONE AWARD,0,0,,,541512,,,,,,
75D30121F10650,IT SERVICE AND DATA MODERNIZATION SERVICES,0,0,,,541512,,,,,,
75N98121F00001,"TO PROCURE SERVICES FOR INFORMATION TECHNOLOGY SUPPORT TO HOST, OPERATE, MAINTAIN, SUPPORT, ENHANCE, AND MODERNIZE THE GRANTS.GOV SYSTEM AND TO HANDLE USER SUPPORT REQUESTS.",0,0,,,541512,,,,,,
47QFWA21F0026,UNITED STATES AIR FORCE LIFE CYCLE MANAGEMENT CENTER AFLCMC SPECIAL ACCESS PROGRAMS SAP INFORMATION ASSURANCE  MISSION ASSURANCE IAMA SERVICES,0,0,,,541512,,,,,,
FA873021F8504,AGILE SOFTWARE DEVELOPMENT SERVICES FOR THE AIR VEHICLE PLANNING SYSTEM 6 (APS 6) SOFTWARE APPLICATION,0,0,,,541512,,,,,,
47QFCA21F0065,AWARDED TASK ORDER 47QFCA21F0065 FOR THE USMS MISSION MODERNIZATION PROGRAM.,0,0,,,541512,,,,,,
36C10B21N10180007,"NETWORK ENGINEERING, DESIGN, IMPLEMENTATION AND INFRASTRUCTURE SUPPORT.",0,0,,,541512,,,,,,
HT001121F0060,ANNUAL DOMAIN AND DIRECTORY SERVICES BRANCH (DDSB) SUPPORT.,0,0,,,541512,,,,,,
47QFMA21F0025,ENTERPRISE SOFTWARE VERIFICATION VALIDATION SV&V  QUALITY ASSURANCE QA TESTING SERVICES,0,0,,,541512,,,,,,
70SBUR21F00000123,SERVICES FOR PRODUCT ENGINEERING AND ENTERPRISE DELIVERY (SPEED),0,0,,,541512,,,,,,
70SBUR21F00000124,SERVICES FOR PRODUCT ENGINEERING AND ENTERPRISE DELIVERY (SPEED),0,0,,,541512,,,,,,
70SBUR21F00000122,SERVICES FOR PRODUCT ENGINEERING AND ENTERPRISE DELIVERY (SPEED),0,0,,,541512,,,,,,
70SBUR21F00000121,SERVICES FOR PRODUCT ENGINEERING AND ENTERPRISE DELIVERY (SPEED),0,0,,,541512,,,,,,
75FCMC21F0002,"THIS CALL ORDER AIMS TO UTILIZE THE AGILE DEVELOPMENT PROCESS AND SUPPORT TO MAINTAIN OPERATIONS  AND MAINTENANCE WHILE PROVIDING NEW ENHANCEMENTS, ADDITION OF FUNCTIONALITY, INTEGRATIONS AND  IMPROVEMENTS OF ALL HQR SYSTEMS. HQR SYSTEMS MUST STAY OP",0,0,,,541512,,,,,,
19AQMM21F1762,ITERATIVE SOFTWARE DEVELOPMENT PROJECT MANAGEMENT,0,0,,,541512,,,,,,
2032H521F00342,PRPS III RE-COMPETE,0,0,,,541512,,,,,,
2032H521F00346,MASTERFILE SYSTEM PROGRAMMING SUPPORT SERVICES COVID-19,0,0,,,541512,,,,,,
36C10B21C0014,INFRASTRUCTURE AS A MANAGED SERVICE,0,0,,,541512,,,,,,
36C10B21N10070021,TRANSFORMATION TWENTY-ONE TOTAL TECHNOLOGY NEXT GENERATION (T4NG) TASK ORDER - BENEFITS INTEGRATED DELIVERY,0,0,,,541512,,,,,,
2031ZB21F00015,BEP MANUFACTURING EXECUTION SYSTEM(MES) SUPPORT SERVICES CYRBYME-NA,0,0,,,541512,,,,,,
80GSFC21CA001,EARTH OBSERVING SYSTEM DATA AND INFORMATION SYSTEM (EOSDIS) EVOLUTION AND DEVELOPMENT (EED)-3 EOSDIS EED-3 SERVICES,0,0,,,541512,,,,,,
47QFCA21F0003,THE SMC/SPG REQUIRES A RANGE OF CONTRACTOR-PROVIDED INFORMATION TECHNOLOGY (IT) SERVICES AND SOLUTIONS TO PROVIDE PROGRAM SUBJECT MATTER EXPERTISE AND SYSTEM LIFE-CYCLE SUPPORT TO THE INTEGRATED SOLUTIONS FOR SITUATIONAL AWARENESS (ISSA) SYSTEM.,0,0,,,541512,,,,,,
47QFRA21F0029,PROTECTIVE DOMAIN NAME SERVICE DNS RESOLVER SERVICE,0,0,,,541512,,,,,,
89503021FWA400413,WAPA-WIDE PROFESSIONAL INFORMATION TECHNOLOGY (IT) SUPPORT SERVICES,0,0,,,541512,,,,,,
75FCMC21F0029,"THE PURPOSE OF THIS PROCUREMENT IS FOR CMS TO OBTAIN PORTFOLIO MANAGEMENT, PROGRAM MANAGEMENT, AND PROJECT MANAGEMENT SERVICES TO SUPPORT THE HEALTHCARE QUALITY INFORMATION SYSTEM (HCQIS) APPLICATIONS, ENTERPRISE SYSTEM SERVICES, AND EACH LINE OF BUS",0,0,,,541512,,,,,,
12314421F0279,ENTERPRISE APPLICATION SERVICES,0,0,,,541512,,,,,,
47QFCA21F0004,"THE PURPOSE OF THIS IS TO AWARD THE TASK ORDER TO ITILITY, LLC.",0,0,,,541512,,,,,,
70T03021F7667N006,SECURE INFRASTRUCTURE AND VULNERABILITY MANAGEMENT SERVICES,0,0,,,541512,,,,,,
47QFWA21F0008,"KC135 TANKER SUPPORT SYSTEMS PROGRAM OFFICE, WRIGHT PATTERSON AFB, DAYTON OHIO",0,0,,,541512,,,,,,
47QFNA21F0048,FUNCTIONAL MANAGEMENT SUPPORT SERVICES FOR CIVIL ENGINEERING IT SUPPORT SERVICES,0,0,,,541512,,,,,,
1332KP21CNEEO0002,"THE PURPOSE OF THIS CONTRACT AWARD IS TO PROVIDE DEVELOPMENT, DEPLOYMENT, AND OPERATIONS SUPPORT FOR NOAA'S SPACE WEATHER FOLLOW ON GROUND SEGMENT COMMAND AND CONTROL (SWFO GS C2) ELEMENT.",0,0,,,541512,,,,,,
47QFMA21C0001,OPM HUMAN RESOURCES ASSESSMENT SUPPORT FOR THE USA HIRE PROGRAM,0,0,,,541512,,,,,,
70SBUR21F00000019,ENTERPRISE INFRASTRUCTURE OPERATIONS AND SUPPORT SERVICES (EIOSS),0,0,,,541512,,,,,,
70SBUR21F00000044,ARCHITECTURE AND ENGINEERING SERVICES  (AES),0,0,,,541512,,,,,,
1333BJ21F00280024,NWOW FOR ALL 6 TRADEMARK PRODUCT LINES,0,0,,,541512,,,,,,
1333BJ21F00280021,NWOW FOR ALL 6 TRADEMARK PRODUCT LINES,0,0,,,541512,,,,,,
47QFCA21F0019,"TASK ORDER AWARD OF WBSCM 3. THE PURPOSE OF THIS TO IS TO ACQUIRE INFORMATION TECHNOLOGY (IT) SERVICES TO OPERATE, MAINTAIN, AND PROVIDE CONTINUOUS IMPROVEMENTS FOR THE USDA AND USAID WBSCM SYSTEM AND ITS RELATED SUBSYSTEMS.",0,0,,,541512,,,,,,
2032H521F00077,CADE 2 ITPE DEVELOPMENT,0,0,,,541512,,,,,,
47QFCA21F0014,DIGIT AWARD. TO ENABLE GSA IDT TO LEVERAGE INFRASTRUCTURE-LED DISRUPTION TO DRIVE DIGITAL TRANSFORMATION AND DELIVER CONTINUOUS IMPROVEMENT AND CONTINUOUS BUSINESS VALUE TO ITS CUSTOMERS.,0,0,,,541512,,,,,,
47QFCA21F0001,THE SCOPE OF THE TO IS TO PROVIDE ENTERPRISE IT SERVICES FOR THE USACE.,0,0,,,541512,,,,,,
47QFDA21F0008,"DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD), OFFICE OF THE CHIEF INFORMATION OFFICER (OCIO)- OPERATIONS AND MAINTENANCE (O&M).",0,0,,,541512,,,,,,
47QFMA21F0003,ENTERPRISE MISSION INFORMATION TECHNOLOGY SERVICES (EMITS),0,0,,,541512,,,,,,
70SBUR20F00000275,IT SUPPORT SERVICES,0,0,,,541512,,,,,,
70B04C20F00001357,CUSTOM AND BORDER PROTECTION'S TARGETING AND ANALYSIS SYSTEMS PROGRAM DIRECTORATE (TASPD)'S BUSINESS INTELLIGENCE SUPPORT SERVICES (BISS) REQUIREMENTS CONTRACT,0,0,,,541512,,,,,,
70B04C20F00001359,"U.S. CUSTOMS AND BORDER PROTECTION (CBP) OFFICE OF INFORMATION TECHNOLOGY, (OIT) TARGETING AND ANALYSIS SYSTEMS PROGRAM DIRECTORATE (TASPD)'S OPERATIONS AND MAINTENANCE (O&M), UPGRADES, UPDATES, MODIFICATIONS AND ENHANCEMENTS CONTRACT",0,0,,,541512,,,,,,
70B04C20F00001314,VETTING SERVIVCES,0,0,,,541512,,,,,,
1605C220F00004,JOB CORPS DATA CENTER IT FACILITIES MANAGEMENT CONTRACT,0,0,,,541512,,,,,,
2032H520F00164,CONTACT CENTER SUPPORT DIVISION (CCSD) SUPPORT COVID-19,0,0,,,541512,,,,,,
75D30120F09742,OCIO DATA CENTER MANAGED SERVICE MIGRATION - MANAGED SERVICE PROVIDER,0,0,,,541512,,,,,,
47QFDA20F0076,GINNE MAE IT INTEGRATED CLOUD DEDICATED CLOUD MIGRATION,0,0,,,541512,,,,,,
36C10B20N0035EHRM,"OEHRM CONTRACTOR SHALL PROVIDE DATA MIGRATION ANALYSIS, DESIGN, DEVELOPMENT, TESTING AND EXECUTION IN SUPPORT OF DATA MIGRATIONS",0,0,,,541512,,,,,,
19FS1A20F0049,IT PROFESSIONAL SERVICES,0,0,,,541512,,,,,,
36C10B20N0034EHRM,"TO 34 - EHRM  SOFTWARE DEVELOPMENT. THE CONTRACTOR SHALL PROVIDE SOFTWARE DEVELOPMENT TO ADDRESS REQUIREMENTS IN FUNCTIONAL AREAS SUCH AS CLINICAL, DENTAL AND REVENUE CYCLE TO MATCH EHRM CAPABILITIES TO VA-SPECIFIC REQUIREMENTS.",0,0,,,541512,,,,,,
36C10B20N0036EHRM,"VISN 10 DEPLOYMENT ACTIVITIES FOR THE FOLLOWING SITES AND ASSOCIATED FACILITIES: CHALMERS P. WYLIE VETERAN OUTPATIENT CLINIC, CHILLICOTHE VAMC, DAYTON VAMC AND CINCINNATI VAMC, WHICH INCLUDES THE CINCINNATI-FORT THOMAS NURSING HOME AND DOMICILIARY.",0,0,,,541512,,,,,,
36C10B20N0028EHRM,"THIS TASK ORDER PROVIDES ENTERPRISE PROGRAM AND PROJECT MANAGEMENT SUPPORT SERVICES FOR THE VA EHRM SYSTEM.  THESE SERVICES INCLUDE EHRM PROGRAM MANAGEMENT, EHRM ENTERPRISE MANAGEMENT, EHRM FUNCTIONAL MANAGEMENT, AND EHRM TECHNICAL MANAGEMENT.",0,0,,,541512,,,,,,
W912DY20F0510,"THE CONTRACTOR SHALL DEVELOP AND IMPLEMENT STANDARDIZED RETROFIT STRATEGY FOR ALL EQUIPMENT TO BE CONVERTED TO A BACNET SECURE CONNECTION (SC) SYSTEM AT THE WASHINGTON HEADQUARTERS SERVICES, ARLINGTON, VA.",0,0,,,541512,,,,,,
50310220F0160,SEC ENTERPRISE-WIDE ENTERPRISE SHAREPOINT SUPPORT SERVICES,0,0,,,541512,,,,,,
W56KGU20F0017,THE PURPOSE OF THIS ACTION IS TO AWARD A FIVE (5) YEAR DEFINITIVE TASK ORDER UNDER THE GSA ALLIANT 2 GOVERNMENTWIDE ACQUISITION CONTRACT,0,0,,,541512,,,,,,
19AQMM20F1777,INCREMENTAL FUNDING,0,0,,,541512,,,,,,
36C10B20F0172,"LOAN GUARANTY SERVICE(LGY)DEVELOPMENT, SECURITY AND OPERATIONS DEVSECOPS)",0,0,,,541512,,,,,,
1605DC20F00109,DOL EBSA EFAST2 SUPPORT SERVICES,0,0,,,541512,,,,,,
1331L520C13OS0005,BUSINESS APPLICATIONS SOLUTION (BAS),0,0,,,541512,,,,,,
47QFRA20F0021,DYNAMIC AND EVOLVING FEDERAL ENTERPRISE NETWORK DEFENSE TASK ORDER GROUP F (DEFEND F),0,0,,,541512,,,,,,
50310220F0073,SEC ENTERPRISE-WIDE APPLICATIONS MANAGEMENT SUPPORT SERVICES,0,0,,,541512,,,,,,
70T02020F3KOIA019,THE PURPOSE OF THIS ORDER IS TO PROVIDE ADAPTIVE MAINTENANCE SERVICES LIMITED TIER 2 SUPPORT SERVICES AND TIER 3 SUPPORT SERVICES FOR TECHNOLOGY SOLUTIONS DIVISION'S CREDENTIALING SYSTEMS.,0,0,,,541512,,,,,,
49100420F0036,EDAS,0,0,,,541512,,,,,,
HC102820F0135,UNIFIED VIDEO DISSEMINATION SYSTEM (UVDS) SUPPORT,0,0,,,541512,,,,,,
19AQMM20C0021,PULSE REWARDS FOR JUSTICE,0,0,,,541512,,,,,,
49100420F0014,IT INFRASTRUCTURE SUPPORT (ITIS),0,0,,,541512,,,,,,
47QFCA20F0015,"THE PURPOSE OF THIS TASK ORDER AWARD IS TO OBLIGATE $25,500,000.00 TO THE CONSULAR AFFAIRS ENTERPRISE INFRASTRUCTURE OPERATIONS REQUIREMENT.",0,0,,,541512,,,,,,
50310220F0017,INFORMATION SYSTEMS TESTING AND COMPLIANCE SUPPORT SERVICES,0,0,,,541512,,,,,,
W52P1J20C0005,AWARD FOR UNIFIED ENTERPRISE RESOURCE PLANNING CAPABILITY SUPPORT SERVICES,0,0,,,541512,,,,,,
1605DC19F00268,OPERATIONS AND MAINTENANCE SERVICES FOR THE DEPARTMENT OF LABOR NEW CORE FINANCIAL MANAGEMENT SYSTEM.,0,0,,,541512,,,,,,
75FCMC19F0001,AWARD OF HEALTHCARE FRAUD PREVENTION AND PARTNERSHIP(HPFF)TRUSTED THIRD PARTY (TTP),0,0,,,541512,,,,,,
36C10B19N0021EHRM,EHRM TO 21 WAVE 2 DEPLOYMENT,0,0,,,541512,,,,,,
19AQMM19F3194,SERVICE DELIVERY OUTREACH AND OPERATIONS (SDO2),0,0,,,541512,,,,,,
36C10B19N0008,IGF::OT::IGF   AWARD OF TASK ORDER 0008 TO OEHRM ID/IQ - ADDITIONAL INTERFACES,0,0,,,541512,,,,,,
47QFCA19F0006,IGF::OT::IGF,0,0,,,541512,,,,,,
FA489019FA022,"PROVIDE PERSONNEL WHO SHALL PERFORM DUTIES SUPPORTING THE DISTRIBUTED COMMON GROUND SYSTEM (DCGS) NETWORK WEAPON SYSTEM AND ALL SUPPORTING ACTIVITIES, SUCH AS THE DEVELOPMENT, INTEGRATION, MAINTENANCE, ADMINISTRATION, MANAGEMENT, DOCUMENTATION, ASSESSMENT, DISPOSAL AND TROUBLESHOOTING OF 480 ISRW IN",0,0,,,541512,,,,,,
1605DC19F00028,DOL ENTERPRISE OPERATIONS AND MAINTENANCE SUPPORT SERVICES,0,0,,,541512,,,,,,
91003119F0003,"THIS TASK ORDER IS FOR AN ENTERPRISE-WIDE DIGITAL AND CUSTOMER CARE PLATFORMS AND SERVICES SOLUTION (ENTERPRISE-WIDE DIGITAL AND CUSTOMER CARE SOLUTION, AKA EWDCCPS, AKA DCC) THAT WILL ENABLE AN FSA-BRANDED OMNI-CHANNEL ENGAGEMENT APPROACH LED BY A MOBILE-FIRST, MOBILE-COMPLETE, AND MOBILE-CONTINUOU",0,0,,,541512,,,,,,
36C10B18N0006,"IGF::OT::IGF  - THIS TASK ORDER, 36C10B18N0006, IS HEREBY ISSUED ON A FIRM FIXED PRICED BASIS TO CERNER GOVERNMENT SERVICES, INC. (CERNER), UNDER THE TERMS AND CONDITIONS OF THE DEPARTMENT OF VETERANS AFFAIRS (VA) INDEFINITE DELIVERY, INDEFINITE QUANTITY (ID/IQ) CONTRACT NUMBER 36C10B18D5000, TITLED",0,0,,,541512,,,,,,
31310018F0052,GLINDA SNCC BPA CALL,0,0,,,541512,,,,,,
36C10B18N0003,"IGF::OT::IGF TASK ORDER 36C10B18N0003 UNDER IDIQ CONTRACT 36C10B18D5000 FOR OPERATIONAL MANAGEMENT SERVICES, TO INCLUDE HOSTING, FOR THE EHRM APPLICATIONS, APPLICATION SERVICES, AND ALL SUPPORTING EHRM DATA.",0,0,,,541512,,,,,,
36C10B18F0278,AWARD - TO RE-OBLIGATE FUNDS USDA DE-OBLIGATED TO,0,0,,,541512,,,,,,
91990018F0014,CRITICAL FUNCTIONS: PORTFOLIO OF INTEGRATED VALUE-ORIENTED TECHNOLOGIES - INTEGRATION (PIVOT-I) - THE PIVOT-I CONTRACTOR IS RESPONSIBLE FOR THE TECHNICAL MANAGEMENT AND INTEGRATION OF PIVOT IT INFRASTRUCTURE SERVICES.,0,0,,,541512,,,,,,
HHSP23337001,NEXT GENERATION IT SERVICES (NGITS) OPERATIONS TASK ORDER SERVICES,0,0,,,541512,,,,,,
19AQMM18C0040,"THE PURPOSE OF THIS CONTRACT IS TO PROVIDE OPERATIONAL SUPPORT OF THE REFUGEE PROCESSING CENTER (RPC) AND DEVELOPMENT, ENHANCEMENT, AND MODERNIZATION OF THE WORLDWIDE REFUGEE ADMISSIONS PROCESSING SYSTEM (WRAPS).",0,0,,,541512,,,,,,
HSBP1017F00288,IGF::CL::IGF NETWORK MANAGEMENT SUPPORT SERVICES FOR THE NETWORK OPERATIONS CENTER,0,0,,,541512,,,,,,
12314418F0020,USDA ENTERPRISE-SCALE FEDRAMP CERTIFIED CLOUD HOSTING SERVICES.  IGF::OT::IGF,0,0,,,541512,,,,,,
GS11Q17BJP0005,IGF::OT::IGF GINNIE MAE IT INFRASTRUCTURE CONSOLIDATION,0,0,,,541512,,,,,,
HHSM500201700002C,NEXT GENERATION DESKTOP IGF::OT::IGF,0,0,,,541512,,,,,,
AG3144D160336,UNITES STATES DEPARTMENT OF AGRICULTURE ENTERPRISE-WIDE MANAGED PRINT SERVICES.  IGF::OT::IGF,0,0,,,541512,,,,,,
HHSM500201600006U,"IGF::OT::IGF PECOS IS THE SYSTEM UTILIZED BY CMS TO COLLECT, MANAGE AND MAINTAIN MEDICARE ENROLLMENT.",0,0,,,541512,,,,,,
SECHQ116C0032,INFRASTRUCTURE SUPPORT SERVICES (ISS) IGF::OT::IGF,0,0,,,541512,,,,,,
EDFSA15O0090,"IGF::OT::IGF: FEDERAL STUDENT AID'S VIRTUAL DATA CENTER, PROVIDING CENTRALIZED HOSTING AND MANAGEMENT OF ELECTRONIC DATA AND COMPUTER APPLICATIONS, AND RELATED SERVICES TO SUPPORT FEDERAL STUDENT AID MISSION OF SERVICING STUDENT LOANS.",0,0,,,541512,,,,,,
70B02C25F00001144,THE CONTRACTOR SHALL PROVIDE LINEAR GROUND DETECTION SYSTEM (LGDS) FIBER OPTIC CABLE INSTALLATION SUPPORT ALONG THE U.S. BORDER.,0,0,,,541330,,,,,,
HQ072725FE027,"CET, 25-518: KU-RFS KINETIC RESPONSE IMPROVEMENTS (KUKRI)",0,0,,,541330,,,,,,
FA852725F0006,DCGS GEOSPATIAL INTELLIGENCE (GEOINT) INFRASTRUCTURE FIELD SUPPORT SERVICES,0,0,,,541330,,,,,,
47QFCA25F0009,SYSTEM SOFTWARE LIFECYCLE ENGINEERING SSLE,0,0,,,541330,,,,,,
FA850425FB001,LTS III,0,0,,,541330,,,,,,
47QFCA25F0008,MC&FP MODES BRIDGE,0,0,,,541330,,,,,,
FA854025F0002,LITENING CATP TARGETING PODS,0,0,,,541330,,,,,,
FA882325FB001,"CORE OPERATIONS AND SUSTAINMENT PROVIDES INTEGRATED SYSTEMS ENGINEERING SUSTAINMENT SUPPORT FOR PROTECTED EXTREMELY HIGH FREQUENCY SATELLITE COMMUNICATIONS SATELLITES, MILSTAR BLOCK I AND II AS WELL AS THE DEFENSE SATELLITE COMMUNICATIONS SYSTEM III",0,0,,,541330,,,,,,
N0003025C1010,FY25 ADVANCED LAUNCHER RDT&E,0,0,,,541330,,,,,,
N0003025C6045,"FY25 US TEST EQPMT, SPARES, TOOLS, MAT",0,0,,,541330,,,,,,
FA872124FB005,"ENGINEERING, PROFESSIONAL, AND ADMINISTRATIVE SUPPORT SERVICES (EPASS) SUPPORTING AIR FORCE LIFE CYCLE MANAGEMENT CENTER (AFLCMC), PEO DIGITAL DIRECTORATE, COMMAND AND CONTROL INTELLIGENCE SURVEILLANCE RECONNAISSANCE (C2ISR) DIVISION (HBG) FOPR #74",0,0,,,541330,,,,,,
19AQMM24C0099,"DOS TELECOMMUNICATIONS SUPPORT TO INCLUDE NETWORK, ENGINEERING, DESIGN, OPERATIONS AND MAINTENANCE.",0,0,,,541330,,,,,,
HQ072724F1610,THE ADVANCED TECHNOLOGY SUPPORT PROGRAM (ATSP) CONTRACT ACQUIRES PROGRESSIVE MICROELECTRONIC CAPABILITY SOLUTIONS FOR ADVANCED TECHNOLOGY MAINTAINABILITY OF THE MICROELECTRONICS-BASED COUNTER UNMANNED AIRCRAFT SYSTEM,0,0,,,541330,,,,,,
N6339424F3005,RADAR ENGINEERING AND LOGISTICS SUPPORT SERVICES FOR SURVEILLANCE AND ADVANCED RADAR SYSTEM,0,0,,,541330,,,,,,
N3943024F4189,VESSEL REPAIR TASK ORDER FOR THE M/V PETREL.,0,0,,,541330,,,,,,
FA855624F2022,"ADVANCED MEDIUM RANGE AIR-TO-AIR MISSILE (AMRAAM) PROGRAM SUPPORT (PS), SERVICE LIFE PREDICTION PROGRAM (SLPP), AND CONTRACTOR LOGISTICS SUPPORT (CLS)",0,0,,,541330,,,,,,
FA701424F0210,A4 AND SAF/IE ENTERPRISE SUPPORT SERVICES (ESS),0,0,,,541330,,,,,,
