bd_score,bd_reasons,recipient_name,recipient_uei,piid,award_amount,description,awarding_agency,sub_agency,naics_code,psc_code,lifecycle_phase,is_base_year,runway_years,start_date,end_date,pop_city,pop_state,is_it_services,matched_jobs,competitors_in_agency
75,"DoD; 6.5yr Runway; $500M+; Competitors: BELCAN, Belcan",HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,,6703793714,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION,Department of Defense,Department of the Navy,,,Late Stage,FALSE,6.5,9/27/2018,7/9/2032,,MS,FALSE,0,BELCAN; Belcan
75,"DoD; 75.0yr Runway; $500M+; Competitors: BELCAN, Belcan",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,6035358369,F-35 LRIP 8 AAC,Department of Defense,Department of the Navy,,,Late Stage,FALSE,75,2/28/2013,12/31/2100,,TX,FALSE,0,BELCAN; Belcan
75,"DoD; 5.7yr Runway; $500M+; Competitors: BELCAN, Belcan",THE BOEING COMPANY,WZWRLY4G3PL8,,5544117634,P-8A FRP LOT I LONG LEAD MATERIAL,Department of Defense,Defense Contract Management Agency,,,Late Stage,FALSE,5.7,8/31/2012,10/13/2031,,WA,FALSE,0,BELCAN; Belcan
75,"DoD; 4.9yr Runway; $500M+; Competitors: BELCAN, Belcan",BATH IRON WORKS CORPORATION,FREEMCLKFXE3,,5302697772,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION,Department of Defense,Department of the Navy,,,Late Stage,FALSE,4.9,9/27/2018,12/20/2030,,ME,FALSE,0,BELCAN; Belcan
75,"DoD; 4.1yr Runway; $500M+; Competitors: BELCAN, Belcan",RTX CORPORATION,QN1BCFY7JDJ5,,4865962076,FY21 PBL2,Department of Defense,Department of the Navy,,,Late Stage,FALSE,4.1,12/1/2020,2/28/2030,,CT,FALSE,0,BELCAN; Belcan
75,"DoD; 5.1yr Runway; $500M+; Competitors: BELCAN, Belcan",HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,,4627589105,LPD 30 LLTM,Department of Defense,Department of the Navy,,,Late Stage,FALSE,5.1,8/2/2018,3/1/2031,,MS,FALSE,0,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,34173959112,200204!008532!1700!AF600 !NAVAL AIR SYSTEMS COMMAND       !N0001902C3002  !A!N! !N!                   !20011026!20120430!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION   !LOCKHEED BLVD             !FORT WORTH          !TX!76108!27000!439!48!FORT WORTH          !TARRANT               !TE,Department of Defense,Defense Contract Management Agency,,,Late Stage,FALSE,-3.1,10/26/2001,12/16/2022,,TX,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",RTX CORPORATION,QN1BCFY7JDJ5,,8688654907,LOT 12 AAC LONG LEAD FOR PROPULSION SYSTEMS,Department of Defense,Department of the Navy,,,Late Stage,FALSE,-1.1,3/23/2018,12/30/2024,,CT,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,7953264131,FY21-23 GLOBAL F-35 AIR SYSTEM SUSTAINMENT,Department of Defense,Defense Contract Management Agency,,,Late Stage,FALSE,1.9,12/31/2020,12/30/2027,,TX,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,,5369740355,E-2D ADVANCED HAWKEYE AIRCRAFT (FRP-2),Department of Defense,Department of the Navy,,,Late Stage,FALSE,0.9,5/13/2013,12/31/2026,,FL,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,4993929468,LOW RATE INTITIAL PRODUCTION (LRIP) LOT 5 ADVANCED ACQUISITION CONTRACT.,Department of Defense,Defense Contract Management Agency,,,Late Stage,FALSE,-3.7,7/6/2010,5/4/2022,,TX,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORP,FYHNA5WC8XD7,,4538050445,GLOBAL POSITIONING SYSTEM (GPS) IIIA,Department of Defense,Department of the Air Force,,,Late Stage,FALSE,1.5,5/15/2008,7/23/2027,,PA,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs","BECHTEL NATIONAL, INC.",WA9LNGN2DPF4,,4512659364,RESTRUCTURED CONTRACT TO FACILITATE A CONTRACTUAL VEHICLE FOR THE LIFE OF THE DAAA09-02-D-0025 CONTRACT FROM SYSTEMIZATION THROUGH CLOSURE.  THIS IS SEEN AS AN ADMINISTRATIVE CHANGE TO DAAA09-02-D-0025,Department of Defense,Department of the Army,,,Late Stage,FALSE,2.2,3/18/2009,4/3/2028,,CO,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",THE BOEING COMPANY,SML4NN2CT556,,4438727468,GBI/AUR PROGRAM MANAGEMENT/SYSTEMS ENG,Department of Defense,Missile Defense Agency,,,Late Stage,FALSE,-0.1,3/18/2019,12/31/2025,,AL,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",RAYTHEON COMPANY,JLWLJXQ3M995,,4401448779,GPS ADVANCED CONTROL SEGMENT (OCX) PHASE B BLOCKS 1 AND 2,Department of Defense,Department of the Air Force,,,Late Stage,FALSE,0.2,2/25/2010,3/31/2026,,CO,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,34173959112,200204!008532!1700!AF600 !NAVAL AIR SYSTEMS COMMAND       !N0001902C3002  !A!N! !N!                   !20011026!20120430!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION   !LOCKHEED BLVD             !FORT WORTH          !TX!76108!27000!439!48!FORT WORTH          !TARRANT               !TE,Department of Defense,Defense Contract Management Agency,,,Late Stage,FALSE,-3.1,10/26/2001,12/16/2022,,TX,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,,11602480135,"MULTI SERVICE, 5 YR, MULTI-YR CONTRACT FOR H-60 HELICOPTERS. FY2012 FY2016 PRODUCTION CONTRACT FOR ARMY/NAVY/FMS UH/HH/MH-60 HELICOPTERS TO INCLUDE PROCUREMENT OF UP TO 916 EACH AIRCRAFT AND RELATED SUPPORT, SERVICES, SYSTEMS/PROJECT MANAGEMENT, PUBLICATIONS, AND TECHNICAL DATA. FMS COUNTRIES INCLUD",Department of Defense,Department of the Army,,,Late Stage,FALSE,-2.5,6/6/2012,7/21/2023,,CT,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,,9971085290,PROCUREMENT OF 54 EACH ARMY UH-60M BLACK HAWK HELICOPTERS; 18 EACH NAVY MH-60S SEA HAWK HELICOPTERS; 25 EACH NAVY NH-60R SEA HAWK HELICOPTERS; 9 EACH UH-60M BLACK HAWK HELICOPTER FOR BAHRAIN DEFENSE FORCE; TOOLING; PROGRAM SYSTEMS MANAGEMENT; TECHNICAL PUBLICATIONS.,Department of Defense,Department of the Army,,,Late Stage,FALSE,-9.3,12/12/2007,9/30/2016,,CT,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MISSILES & SPACE COMP,YVH9AL7JT6Y3,,9458382766,200510!000044!5700!FA8810!SMC/ISK                         !F0470195C0017  !A!N! !N!             !P00309!20050324!20100630!196596688!196596688!834951691!N!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !C,Department of Defense,Department of the Air Force,,,Late Stage,FALSE,-4.2,11/8/1995,10/29/2021,,CA,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",RTX CORPORATION,QN1BCFY7JDJ5,,8688654907,LOT 12 AAC LONG LEAD FOR PROPULSION SYSTEMS,Department of Defense,Department of the Navy,,,Late Stage,FALSE,-1.1,3/23/2018,12/30/2024,,CT,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,7953264131,FY21-23 GLOBAL F-35 AIR SYSTEM SUSTAINMENT,Department of Defense,Defense Contract Management Agency,,,Late Stage,FALSE,1.9,12/31/2020,12/30/2027,,TX,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,,5369740355,E-2D ADVANCED HAWKEYE AIRCRAFT (FRP-2),Department of Defense,Department of the Navy,,,Late Stage,FALSE,0.9,5/13/2013,12/31/2026,,FL,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,4993929468,LOW RATE INTITIAL PRODUCTION (LRIP) LOT 5 ADVANCED ACQUISITION CONTRACT.,Department of Defense,Defense Contract Management Agency,,,Late Stage,FALSE,-3.7,7/6/2010,5/4/2022,,TX,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORP,FYHNA5WC8XD7,,4538050445,GLOBAL POSITIONING SYSTEM (GPS) IIIA,Department of Defense,Department of the Air Force,,,Late Stage,FALSE,1.5,5/15/2008,7/23/2027,,PA,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs","BECHTEL NATIONAL, INC.",WA9LNGN2DPF4,,4512659364,RESTRUCTURED CONTRACT TO FACILITATE A CONTRACTUAL VEHICLE FOR THE LIFE OF THE DAAA09-02-D-0025 CONTRACT FROM SYSTEMIZATION THROUGH CLOSURE.  THIS IS SEEN AS AN ADMINISTRATIVE CHANGE TO DAAA09-02-D-0025,Department of Defense,Department of the Army,,,Late Stage,FALSE,2.2,3/18/2009,4/3/2028,,CO,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",THE BOEING COMPANY,SML4NN2CT556,,4438727468,GBI/AUR PROGRAM MANAGEMENT/SYSTEMS ENG,Department of Defense,Missile Defense Agency,,,Late Stage,FALSE,-0.1,3/18/2019,12/31/2025,,AL,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,34173959112,200204!008532!1700!AF600 !NAVAL AIR SYSTEMS COMMAND       !N0001902C3002  !A!N! !N!                   !20011026!20120430!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION   !LOCKHEED BLVD             !FORT WORTH          !TX!76108!27000!439!48!FORT WORTH          !TARRANT               !TE,Department of Defense,Defense Contract Management Agency,,,Late Stage,FALSE,-3.1,10/26/2001,12/16/2022,,TX,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,,11602480135,"MULTI SERVICE, 5 YR, MULTI-YR CONTRACT FOR H-60 HELICOPTERS. FY2012 FY2016 PRODUCTION CONTRACT FOR ARMY/NAVY/FMS UH/HH/MH-60 HELICOPTERS TO INCLUDE PROCUREMENT OF UP TO 916 EACH AIRCRAFT AND RELATED SUPPORT, SERVICES, SYSTEMS/PROJECT MANAGEMENT, PUBLICATIONS, AND TECHNICAL DATA. FMS COUNTRIES INCLUD",Department of Defense,Department of the Army,,,Late Stage,FALSE,-2.5,6/6/2012,7/21/2023,,CT,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,,9971085290,PROCUREMENT OF 54 EACH ARMY UH-60M BLACK HAWK HELICOPTERS; 18 EACH NAVY MH-60S SEA HAWK HELICOPTERS; 25 EACH NAVY NH-60R SEA HAWK HELICOPTERS; 9 EACH UH-60M BLACK HAWK HELICOPTER FOR BAHRAIN DEFENSE FORCE; TOOLING; PROGRAM SYSTEMS MANAGEMENT; TECHNICAL PUBLICATIONS.,Department of Defense,Department of the Army,,,Late Stage,FALSE,-9.3,12/12/2007,9/30/2016,,CT,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MISSILES & SPACE COMP,YVH9AL7JT6Y3,,9458382766,200510!000044!5700!FA8810!SMC/ISK                         !F0470195C0017  !A!N! !N!             !P00309!20050324!20100630!196596688!196596688!834951691!N!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !C,Department of Defense,Department of the Air Force,,,Late Stage,FALSE,-4.2,11/8/1995,10/29/2021,,CA,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs","ENERGY, DEPARTMENT OF",SUWNFSEM8P15,,9438254579,"199712!1700!1276!BZ004!NAVAL SEA SYSTEMS COMMAND       !N0002496F4060  !A!*!P00005             !19961104!20060930!087689394!161906078!161906193!Y!0C2Y9!ENERGY, UNITED STATES DEPT OF !1000 INDEPENDENCE AVE SW  !WASHINGTON          !DC!20585!50000!001!11!WASHINGTON          !DISTRICT OF COLUMBIA  !D.C",Department of Defense,Department of the Navy,,,Late Stage,FALSE,1.7,11/4/1996,9/30/2027,,DC,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",THE BOEING COMPANY,JJM4FRDZJDX1,,8997913572,199908!1700!0757!AA4E0!NAVAL AIR SYSTEMS COMMAND       !N0001999C1226  !A!*!*                  !19990212!20000930!161213269!006265946!009256819!N!76301!MCDONNELL DOUGLAS CORPORATION !P.O. BOX 516              !SAINT LOUIS         !MO!63166!65000!510!29!ST. LOUIS           !ST. LOUIS (CITY)      !MIS,Department of Defense,Defense Contract Management Agency,,,Late Stage,FALSE,-8.1,2/12/1999,12/6/2017,,MO,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",RTX CORPORATION,QN1BCFY7JDJ5,,8688654907,LOT 12 AAC LONG LEAD FOR PROPULSION SYSTEMS,Department of Defense,Department of the Navy,,,Late Stage,FALSE,-1.1,3/23/2018,12/30/2024,,CT,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,7953264131,FY21-23 GLOBAL F-35 AIR SYSTEM SUSTAINMENT,Department of Defense,Defense Contract Management Agency,,,Late Stage,FALSE,1.9,12/31/2020,12/30/2027,,TX,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,,5369740355,E-2D ADVANCED HAWKEYE AIRCRAFT (FRP-2),Department of Defense,Department of the Navy,,,Late Stage,FALSE,0.9,5/13/2013,12/31/2026,,FL,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,4993929468,LOW RATE INTITIAL PRODUCTION (LRIP) LOT 5 ADVANCED ACQUISITION CONTRACT.,Department of Defense,Defense Contract Management Agency,,,Late Stage,FALSE,-3.7,7/6/2010,5/4/2022,,TX,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORP,FYHNA5WC8XD7,,4538050445,GLOBAL POSITIONING SYSTEM (GPS) IIIA,Department of Defense,Department of the Air Force,,,Late Stage,FALSE,1.5,5/15/2008,7/23/2027,,PA,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs","BECHTEL NATIONAL, INC.",WA9LNGN2DPF4,,4512659364,RESTRUCTURED CONTRACT TO FACILITATE A CONTRACTUAL VEHICLE FOR THE LIFE OF THE DAAA09-02-D-0025 CONTRACT FROM SYSTEMIZATION THROUGH CLOSURE.  THIS IS SEEN AS AN ADMINISTRATIVE CHANGE TO DAAA09-02-D-0025,Department of Defense,Department of the Army,,,Late Stage,FALSE,2.2,3/18/2009,4/3/2028,,CO,FALSE,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",THE BOEING COMPANY,SML4NN2CT556,,4438727468,GBI/AUR PROGRAM MANAGEMENT/SYSTEMS ENG,Department of Defense,Missile Defense Agency,,,Late Stage,FALSE,-0.1,3/18/2019,12/31/2025,,AL,FALSE,8,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE BOEING COMPANY,WZWRLY4G3PL8,,29485980901,KC-X MODERNIZATION PROGRAM,Department of Defense,Department of the Air Force,,,Late Stage,FALSE,1.5,2/24/2011,7/31/2027,,WA,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","HEALTH NET FEDERAL SERVICES, LLC",F7NGF6NJFB96,,23493303927,IGF::OT::IGF  MANAGED CARE SUPPORT SERVICES IN SUPPORT OF THE TRICARE PROGRAM,Department of Defense,Defense Health Agency,,,Late Stage,FALSE,-0.1,8/1/2016,12/31/2025,,CA,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","FLUOR INTERCONTINENTAL, INC",XMJWLE5WFT29,,12568636131,LOGCAP IV SERVICES AFGHANISTAN,Department of Defense,Department of the Army,,,Late Stage,FALSE,-0.3,7/7/2009,9/30/2025,,,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE BOEING COMPANY,JJM4FRDZJDX1,,11204226413,RSAF F-15 FLEET MODERNIZATION PROGRAM,Department of Defense,Department of the Air Force,,,Late Stage,FALSE,-2.6,3/8/2012,5/31/2023,,MO,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE AEROSPACE CORPORATION,YA8LJBJCND19,,7631436147,FY19 ENGINEERING SERVICES,Department of Defense,Department of the Air Force,,,Late Stage,FALSE,0,10/1/2018,1/20/2026,,CA,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","AMENTUM SERVICES, INC.",QEMLRQA7PLG4,,7377629918,LOGCAP IV SERVICES IN AFGHANISTAN,Department of Defense,Department of the Army,,,Late Stage,FALSE,-3.6,7/7/2009,6/30/2022,,,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE BOEING COMPANY,WZWRLY4G3PL8,,29485980901,KC-X MODERNIZATION PROGRAM,Department of Defense,Department of the Air Force,,,Late Stage,FALSE,1.5,2/24/2011,7/31/2027,,WA,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","HEALTH NET FEDERAL SERVICES, LLC",F7NGF6NJFB96,,23493303927,IGF::OT::IGF  MANAGED CARE SUPPORT SERVICES IN SUPPORT OF THE TRICARE PROGRAM,Department of Defense,Defense Health Agency,,,Late Stage,FALSE,-0.1,8/1/2016,12/31/2025,,CA,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","FLUOR INTERCONTINENTAL, INC",XMJWLE5WFT29,,12568636131,LOGCAP IV SERVICES AFGHANISTAN,Department of Defense,Department of the Army,,,Late Stage,FALSE,-0.3,7/7/2009,9/30/2025,,,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE BOEING COMPANY,JJM4FRDZJDX1,,11204226413,RSAF F-15 FLEET MODERNIZATION PROGRAM,Department of Defense,Department of the Air Force,,,Late Stage,FALSE,-2.6,3/8/2012,5/31/2023,,MO,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE AEROSPACE CORPORATION,YA8LJBJCND19,,7631436147,FY19 ENGINEERING SERVICES,Department of Defense,Department of the Air Force,,,Late Stage,FALSE,0,10/1/2018,1/20/2026,,CA,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","AMENTUM SERVICES, INC.",QEMLRQA7PLG4,,7377629918,LOGCAP IV SERVICES IN AFGHANISTAN,Department of Defense,Department of the Army,,,Late Stage,FALSE,-3.6,7/7/2009,6/30/2022,,,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE BOEING COMPANY,WZWRLY4G3PL8,,29485980901,KC-X MODERNIZATION PROGRAM,Department of Defense,Department of the Air Force,,,Late Stage,FALSE,1.5,2/24/2011,7/31/2027,,WA,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","HEALTH NET FEDERAL SERVICES, LLC",F7NGF6NJFB96,,23493303927,IGF::OT::IGF  MANAGED CARE SUPPORT SERVICES IN SUPPORT OF THE TRICARE PROGRAM,Department of Defense,Defense Health Agency,,,Late Stage,FALSE,-0.1,8/1/2016,12/31/2025,,CA,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","FLUOR INTERCONTINENTAL, INC",XMJWLE5WFT29,,12568636131,LOGCAP IV SERVICES AFGHANISTAN,Department of Defense,Department of the Army,,,Late Stage,FALSE,-0.3,7/7/2009,9/30/2025,,,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE BOEING COMPANY,JJM4FRDZJDX1,,11204226413,RSAF F-15 FLEET MODERNIZATION PROGRAM,Department of Defense,Department of the Air Force,,,Late Stage,FALSE,-2.6,3/8/2012,5/31/2023,,MO,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE AEROSPACE CORPORATION,YA8LJBJCND19,,7631436147,FY19 ENGINEERING SERVICES,Department of Defense,Department of the Air Force,,,Late Stage,FALSE,0,10/1/2018,1/20/2026,,CA,FALSE,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","AMENTUM SERVICES, INC.",QEMLRQA7PLG4,,7377629918,LOGCAP IV SERVICES IN AFGHANISTAN,Department of Defense,Department of the Army,,,Late Stage,FALSE,-3.6,7/7/2009,6/30/2022,,,FALSE,5,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs","KBR SERVICES, LLC",YSQMHRS4HSC5,,7865825758,"200612!001884!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0139         !      !20060822!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DRY          !HOUSTON             !TX!77020!00000!   !IZ!                    !                      !IRA",Department of Defense,Department of the Army,,,Late Stage,FALSE,-13.1,8/22/2006,12/30/2012,,,FALSE,2,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs",VECTRUS SYSTEMS LLC,RRFJZGASZJ41,,4815722935,KUWAIT BASE OPERATIONS AND SECURITY SUPPORT SERVICES,Department of Defense,Department of the Army,,,Late Stage,FALSE,-2.4,9/29/2010,8/28/2023,,,FALSE,2,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs","KBR SERVICES, LLC",YSQMHRS4HSC5,,4609561500,"200509!001151!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0089         !      !20050613!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DR           !HOUSTON             !TX!77020!00000!   !IZ!*                   !*                     !IRA",Department of Defense,Department of the Army,,,Late Stage,FALSE,-13.1,6/13/2005,12/31/2012,,,FALSE,2,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs","KBR SERVICES, LLC",YSQMHRS4HSC5,,7865825758,"200612!001884!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0139         !      !20060822!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DRY          !HOUSTON             !TX!77020!00000!   !IZ!                    !                      !IRA",Department of Defense,Department of the Army,,,Late Stage,FALSE,-13.1,8/22/2006,12/30/2012,,,FALSE,2,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs",VECTRUS SYSTEMS LLC,RRFJZGASZJ41,,4815722935,KUWAIT BASE OPERATIONS AND SECURITY SUPPORT SERVICES,Department of Defense,Department of the Army,,,Late Stage,FALSE,-2.4,9/29/2010,8/28/2023,,,FALSE,2,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs","KBR SERVICES, LLC",YSQMHRS4HSC5,,4609561500,"200509!001151!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0089         !      !20050613!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DR           !HOUSTON             !TX!77020!00000!   !IZ!*                   !*                     !IRA",Department of Defense,Department of the Army,,,Late Stage,FALSE,-13.1,6/13/2005,12/31/2012,,,FALSE,2,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs","KBR SERVICES, LLC",YSQMHRS4HSC5,,7865825758,"200612!001884!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0139         !      !20060822!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DRY          !HOUSTON             !TX!77020!00000!   !IZ!                    !                      !IRA",Department of Defense,Department of the Army,,,Late Stage,FALSE,-13.1,8/22/2006,12/30/2012,,,FALSE,2,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs",VECTRUS SYSTEMS LLC,RRFJZGASZJ41,,4815722935,KUWAIT BASE OPERATIONS AND SECURITY SUPPORT SERVICES,Department of Defense,Department of the Army,,,Late Stage,FALSE,-2.4,9/29/2010,8/28/2023,,,FALSE,2,BELCAN; Belcan
