bd_score,bd_reasons,recipient_name,recipient_uei,piid,award_amount,description,awarding_agency,sub_agency,naics_code,psc_code,lifecycle_phase,is_base_year,runway_years,start_date,end_date,pop_city,pop_state,is_it_services,matched_jobs,competitors_in_agency
75,"DoD; 75.0yr Runway; $500M+; Competitors: BELCAN, Belcan",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,6035358369.47,F-35 LRIP 8 AAC,Department of Defense,Department of the Navy,,,Late Stage,False,75.0,2013-02-28,2100-12-31,,TX,False,0,BELCAN; Belcan
75,"DoD; 5.7yr Runway; $500M+; Competitors: BELCAN, Belcan",THE BOEING COMPANY,WZWRLY4G3PL8,,5544117634.23,P-8A FRP LOT I LONG LEAD MATERIAL,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,5.7,2012-08-31,2031-10-13,,WA,False,0,BELCAN; Belcan
75,"DoD; 4.9yr Runway; $500M+; Competitors: BELCAN, Belcan",BATH IRON WORKS CORPORATION,FREEMCLKFXE3,,5302697771.86,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION,Department of Defense,Department of the Navy,,,Late Stage,False,4.9,2018-09-27,2030-12-20,,ME,False,0,BELCAN; Belcan
75,"DoD; 4.1yr Runway; $500M+; Competitors: BELCAN, Belcan",RTX CORPORATION,QN1BCFY7JDJ5,,4865962075.84,FY21 PBL2,Department of Defense,Department of the Navy,,,Late Stage,False,4.1,2020-12-01,2030-02-28,,CT,False,0,BELCAN; Belcan
75,"DoD; 5.1yr Runway; $500M+; Competitors: BELCAN, Belcan",HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,,4627589105.0,LPD 30 LLTM,Department of Defense,Department of the Navy,,,Late Stage,False,5.1,2018-08-02,2031-03-01,,MS,False,0,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,34173959111.96,200204!008532!1700!AF600 !NAVAL AIR SYSTEMS COMMAND       !N0001902C3002  !A!N! !N!                   !20011026!20120430!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION   !LOCKHEED BLVD             !FORT WORTH          !TX!76108!27000!439!48!FORT WORTH          !TARRANT               !TE,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,-3.1,2001-10-26,2022-12-16,,TX,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",RTX CORPORATION,QN1BCFY7JDJ5,,8688654906.89,LOT 12 AAC LONG LEAD FOR PROPULSION SYSTEMS,Department of Defense,Department of the Navy,,,Late Stage,False,-1.1,2018-03-23,2024-12-30,,CT,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,7953264130.5,FY21-23 GLOBAL F-35 AIR SYSTEM SUSTAINMENT,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,1.9,2020-12-31,2027-12-30,,TX,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,,5369740355.12,E-2D ADVANCED HAWKEYE AIRCRAFT (FRP-2),Department of Defense,Department of the Navy,,,Late Stage,False,0.9,2013-05-13,2026-12-31,,FL,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,4993929468.3,LOW RATE INTITIAL PRODUCTION (LRIP) LOT 5 ADVANCED ACQUISITION CONTRACT.,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,-3.7,2010-07-06,2022-05-04,,TX,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORP,FYHNA5WC8XD7,,4538050444.83,GLOBAL POSITIONING SYSTEM (GPS) IIIA,Department of Defense,Department of the Air Force,,,Late Stage,False,1.5,2008-05-15,2027-07-23,,PA,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs","BECHTEL NATIONAL, INC.",WA9LNGN2DPF4,,4512659363.96,RESTRUCTURED CONTRACT TO FACILITATE A CONTRACTUAL VEHICLE FOR THE LIFE OF THE DAAA09-02-D-0025 CONTRACT FROM SYSTEMIZATION THROUGH CLOSURE.  THIS IS SEEN AS AN ADMINISTRATIVE CHANGE TO DAAA09-02-D-0025,Department of Defense,Department of the Army,,,Late Stage,False,2.2,2009-03-18,2028-04-03,,CO,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",THE BOEING COMPANY,SML4NN2CT556,,4438727467.75,GBI/AUR PROGRAM MANAGEMENT/SYSTEMS ENG,Department of Defense,Missile Defense Agency,,,Late Stage,False,-0.1,2019-03-18,2025-12-31,,AL,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",RAYTHEON COMPANY,JLWLJXQ3M995,,4401448778.9,GPS ADVANCED CONTROL SEGMENT (OCX) PHASE B BLOCKS 1 AND 2,Department of Defense,Department of the Air Force,,,Late Stage,False,0.2,2010-02-25,2026-03-31,,CO,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,34173959111.96,200204!008532!1700!AF600 !NAVAL AIR SYSTEMS COMMAND       !N0001902C3002  !A!N! !N!                   !20011026!20120430!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION   !LOCKHEED BLVD             !FORT WORTH          !TX!76108!27000!439!48!FORT WORTH          !TARRANT               !TE,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,-3.1,2001-10-26,2022-12-16,,TX,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,,11602480135.21,"MULTI SERVICE, 5 YR, MULTI-YR CONTRACT FOR H-60 HELICOPTERS. FY2012 FY2016 PRODUCTION CONTRACT FOR ARMY/NAVY/FMS UH/HH/MH-60 HELICOPTERS TO INCLUDE PROCUREMENT OF UP TO 916 EACH AIRCRAFT AND RELATED SUPPORT, SERVICES, SYSTEMS/PROJECT MANAGEMENT, PUBLICATIONS, AND TECHNICAL DATA. FMS COUNTRIES INCLUD",Department of Defense,Department of the Army,,,Late Stage,False,-2.5,2012-06-06,2023-07-21,,CT,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,,9971085290.49,PROCUREMENT OF 54 EACH ARMY UH-60M BLACK HAWK HELICOPTERS; 18 EACH NAVY MH-60S SEA HAWK HELICOPTERS; 25 EACH NAVY NH-60R SEA HAWK HELICOPTERS; 9 EACH UH-60M BLACK HAWK HELICOPTER FOR BAHRAIN DEFENSE FORCE; TOOLING; PROGRAM SYSTEMS MANAGEMENT; TECHNICAL PUBLICATIONS.,Department of Defense,Department of the Army,,,Late Stage,False,-9.3,2007-12-12,2016-09-30,,CT,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MISSILES & SPACE COMP,YVH9AL7JT6Y3,,9458382765.59,200510!000044!5700!FA8810!SMC/ISK                         !F0470195C0017  !A!N! !N!             !P00309!20050324!20100630!196596688!196596688!834951691!N!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !C,Department of Defense,Department of the Air Force,,,Late Stage,False,-4.2,1995-11-08,2021-10-29,,CA,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",RTX CORPORATION,QN1BCFY7JDJ5,,8688654906.89,LOT 12 AAC LONG LEAD FOR PROPULSION SYSTEMS,Department of Defense,Department of the Navy,,,Late Stage,False,-1.1,2018-03-23,2024-12-30,,CT,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,7953264130.5,FY21-23 GLOBAL F-35 AIR SYSTEM SUSTAINMENT,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,1.9,2020-12-31,2027-12-30,,TX,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,,5369740355.12,E-2D ADVANCED HAWKEYE AIRCRAFT (FRP-2),Department of Defense,Department of the Navy,,,Late Stage,False,0.9,2013-05-13,2026-12-31,,FL,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,4993929468.3,LOW RATE INTITIAL PRODUCTION (LRIP) LOT 5 ADVANCED ACQUISITION CONTRACT.,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,-3.7,2010-07-06,2022-05-04,,TX,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORP,FYHNA5WC8XD7,,4538050444.83,GLOBAL POSITIONING SYSTEM (GPS) IIIA,Department of Defense,Department of the Air Force,,,Late Stage,False,1.5,2008-05-15,2027-07-23,,PA,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs","BECHTEL NATIONAL, INC.",WA9LNGN2DPF4,,4512659363.96,RESTRUCTURED CONTRACT TO FACILITATE A CONTRACTUAL VEHICLE FOR THE LIFE OF THE DAAA09-02-D-0025 CONTRACT FROM SYSTEMIZATION THROUGH CLOSURE.  THIS IS SEEN AS AN ADMINISTRATIVE CHANGE TO DAAA09-02-D-0025,Department of Defense,Department of the Army,,,Late Stage,False,2.2,2009-03-18,2028-04-03,,CO,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",THE BOEING COMPANY,SML4NN2CT556,,4438727467.75,GBI/AUR PROGRAM MANAGEMENT/SYSTEMS ENG,Department of Defense,Missile Defense Agency,,,Late Stage,False,-0.1,2019-03-18,2025-12-31,,AL,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,34173959111.96,200204!008532!1700!AF600 !NAVAL AIR SYSTEMS COMMAND       !N0001902C3002  !A!N! !N!                   !20011026!20120430!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION   !LOCKHEED BLVD             !FORT WORTH          !TX!76108!27000!439!48!FORT WORTH          !TARRANT               !TE,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,-3.1,2001-10-26,2022-12-16,,TX,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,,11602480135.21,"MULTI SERVICE, 5 YR, MULTI-YR CONTRACT FOR H-60 HELICOPTERS. FY2012 FY2016 PRODUCTION CONTRACT FOR ARMY/NAVY/FMS UH/HH/MH-60 HELICOPTERS TO INCLUDE PROCUREMENT OF UP TO 916 EACH AIRCRAFT AND RELATED SUPPORT, SERVICES, SYSTEMS/PROJECT MANAGEMENT, PUBLICATIONS, AND TECHNICAL DATA. FMS COUNTRIES INCLUD",Department of Defense,Department of the Army,,,Late Stage,False,-2.5,2012-06-06,2023-07-21,,CT,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,,9971085290.49,PROCUREMENT OF 54 EACH ARMY UH-60M BLACK HAWK HELICOPTERS; 18 EACH NAVY MH-60S SEA HAWK HELICOPTERS; 25 EACH NAVY NH-60R SEA HAWK HELICOPTERS; 9 EACH UH-60M BLACK HAWK HELICOPTER FOR BAHRAIN DEFENSE FORCE; TOOLING; PROGRAM SYSTEMS MANAGEMENT; TECHNICAL PUBLICATIONS.,Department of Defense,Department of the Army,,,Late Stage,False,-9.3,2007-12-12,2016-09-30,,CT,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MISSILES & SPACE COMP,YVH9AL7JT6Y3,,9458382765.59,200510!000044!5700!FA8810!SMC/ISK                         !F0470195C0017  !A!N! !N!             !P00309!20050324!20100630!196596688!196596688!834951691!N!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !C,Department of Defense,Department of the Air Force,,,Late Stage,False,-4.2,1995-11-08,2021-10-29,,CA,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs","ENERGY, DEPARTMENT OF",SUWNFSEM8P15,,9438254579.0,"199712!1700!1276!BZ004!NAVAL SEA SYSTEMS COMMAND       !N0002496F4060  !A!*!P00005             !19961104!20060930!087689394!161906078!161906193!Y!0C2Y9!ENERGY, UNITED STATES DEPT OF !1000 INDEPENDENCE AVE SW  !WASHINGTON          !DC!20585!50000!001!11!WASHINGTON          !DISTRICT OF COLUMBIA  !D.C",Department of Defense,Department of the Navy,,,Late Stage,False,1.7,1996-11-04,2027-09-30,,DC,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",THE BOEING COMPANY,JJM4FRDZJDX1,,8997913572.42,199908!1700!0757!AA4E0!NAVAL AIR SYSTEMS COMMAND       !N0001999C1226  !A!*!*                  !19990212!20000930!161213269!006265946!009256819!N!76301!MCDONNELL DOUGLAS CORPORATION !P.O. BOX 516              !SAINT LOUIS         !MO!63166!65000!510!29!ST. LOUIS           !ST. LOUIS (CITY)      !MIS,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,-8.1,1999-02-12,2017-12-06,,MO,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",RTX CORPORATION,QN1BCFY7JDJ5,,8688654906.89,LOT 12 AAC LONG LEAD FOR PROPULSION SYSTEMS,Department of Defense,Department of the Navy,,,Late Stage,False,-1.1,2018-03-23,2024-12-30,,CT,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,7953264130.5,FY21-23 GLOBAL F-35 AIR SYSTEM SUSTAINMENT,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,1.9,2020-12-31,2027-12-30,,TX,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,,5369740355.12,E-2D ADVANCED HAWKEYE AIRCRAFT (FRP-2),Department of Defense,Department of the Navy,,,Late Stage,False,0.9,2013-05-13,2026-12-31,,FL,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,4993929468.3,LOW RATE INTITIAL PRODUCTION (LRIP) LOT 5 ADVANCED ACQUISITION CONTRACT.,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,-3.7,2010-07-06,2022-05-04,,TX,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORP,FYHNA5WC8XD7,,4538050444.83,GLOBAL POSITIONING SYSTEM (GPS) IIIA,Department of Defense,Department of the Air Force,,,Late Stage,False,1.5,2008-05-15,2027-07-23,,PA,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs","BECHTEL NATIONAL, INC.",WA9LNGN2DPF4,,4512659363.96,RESTRUCTURED CONTRACT TO FACILITATE A CONTRACTUAL VEHICLE FOR THE LIFE OF THE DAAA09-02-D-0025 CONTRACT FROM SYSTEMIZATION THROUGH CLOSURE.  THIS IS SEEN AS AN ADMINISTRATIVE CHANGE TO DAAA09-02-D-0025,Department of Defense,Department of the Army,,,Late Stage,False,2.2,2009-03-18,2028-04-03,,CO,False,8,BELCAN; Belcan
73,"DoD; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",THE BOEING COMPANY,SML4NN2CT556,,4438727467.75,GBI/AUR PROGRAM MANAGEMENT/SYSTEMS ENG,Department of Defense,Missile Defense Agency,,,Late Stage,False,-0.1,2019-03-18,2025-12-31,,AL,False,8,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE BOEING COMPANY,WZWRLY4G3PL8,,29485980901.28,KC-X MODERNIZATION PROGRAM,Department of Defense,Department of the Air Force,,,Late Stage,False,1.5,2011-02-24,2027-07-31,,WA,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","HEALTH NET FEDERAL SERVICES, LLC",F7NGF6NJFB96,,23493303927.12,IGF::OT::IGF  MANAGED CARE SUPPORT SERVICES IN SUPPORT OF THE TRICARE PROGRAM,Department of Defense,Defense Health Agency,,,Late Stage,False,-0.1,2016-08-01,2025-12-31,,CA,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","FLUOR INTERCONTINENTAL, INC",XMJWLE5WFT29,,12568636130.95,LOGCAP IV SERVICES AFGHANISTAN,Department of Defense,Department of the Army,,,Late Stage,False,-0.3,2009-07-07,2025-09-30,,,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE BOEING COMPANY,JJM4FRDZJDX1,,11204226412.65,RSAF F-15 FLEET MODERNIZATION PROGRAM,Department of Defense,Department of the Air Force,,,Late Stage,False,-2.6,2012-03-08,2023-05-31,,MO,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE AEROSPACE CORPORATION,YA8LJBJCND19,,7631436146.72,FY19 ENGINEERING SERVICES,Department of Defense,Department of the Air Force,,,Late Stage,False,-0.0,2018-10-01,2026-01-20,,CA,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","AMENTUM SERVICES, INC.",QEMLRQA7PLG4,,7377629917.55,LOGCAP IV SERVICES IN AFGHANISTAN,Department of Defense,Department of the Army,,,Late Stage,False,-3.6,2009-07-07,2022-06-30,,,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE BOEING COMPANY,WZWRLY4G3PL8,,29485980901.28,KC-X MODERNIZATION PROGRAM,Department of Defense,Department of the Air Force,,,Late Stage,False,1.5,2011-02-24,2027-07-31,,WA,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","HEALTH NET FEDERAL SERVICES, LLC",F7NGF6NJFB96,,23493303927.12,IGF::OT::IGF  MANAGED CARE SUPPORT SERVICES IN SUPPORT OF THE TRICARE PROGRAM,Department of Defense,Defense Health Agency,,,Late Stage,False,-0.1,2016-08-01,2025-12-31,,CA,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","FLUOR INTERCONTINENTAL, INC",XMJWLE5WFT29,,12568636130.95,LOGCAP IV SERVICES AFGHANISTAN,Department of Defense,Department of the Army,,,Late Stage,False,-0.3,2009-07-07,2025-09-30,,,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE BOEING COMPANY,JJM4FRDZJDX1,,11204226412.65,RSAF F-15 FLEET MODERNIZATION PROGRAM,Department of Defense,Department of the Air Force,,,Late Stage,False,-2.6,2012-03-08,2023-05-31,,MO,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE AEROSPACE CORPORATION,YA8LJBJCND19,,7631436146.72,FY19 ENGINEERING SERVICES,Department of Defense,Department of the Air Force,,,Late Stage,False,-0.0,2018-10-01,2026-01-20,,CA,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","AMENTUM SERVICES, INC.",QEMLRQA7PLG4,,7377629917.55,LOGCAP IV SERVICES IN AFGHANISTAN,Department of Defense,Department of the Army,,,Late Stage,False,-3.6,2009-07-07,2022-06-30,,,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE BOEING COMPANY,WZWRLY4G3PL8,,29485980901.28,KC-X MODERNIZATION PROGRAM,Department of Defense,Department of the Air Force,,,Late Stage,False,1.5,2011-02-24,2027-07-31,,WA,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","HEALTH NET FEDERAL SERVICES, LLC",F7NGF6NJFB96,,23493303927.12,IGF::OT::IGF  MANAGED CARE SUPPORT SERVICES IN SUPPORT OF THE TRICARE PROGRAM,Department of Defense,Defense Health Agency,,,Late Stage,False,-0.1,2016-08-01,2025-12-31,,CA,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","FLUOR INTERCONTINENTAL, INC",XMJWLE5WFT29,,12568636130.95,LOGCAP IV SERVICES AFGHANISTAN,Department of Defense,Department of the Army,,,Late Stage,False,-0.3,2009-07-07,2025-09-30,,,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE BOEING COMPANY,JJM4FRDZJDX1,,11204226412.65,RSAF F-15 FLEET MODERNIZATION PROGRAM,Department of Defense,Department of the Air Force,,,Late Stage,False,-2.6,2012-03-08,2023-05-31,,MO,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",THE AEROSPACE CORPORATION,YA8LJBJCND19,,7631436146.72,FY19 ENGINEERING SERVICES,Department of Defense,Department of the Air Force,,,Late Stage,False,-0.0,2018-10-01,2026-01-20,,CA,False,5,BELCAN; Belcan
70,"DoD; $500M+; Competitors: BELCAN, Belcan; 5 Jobs","AMENTUM SERVICES, INC.",QEMLRQA7PLG4,,7377629917.55,LOGCAP IV SERVICES IN AFGHANISTAN,Department of Defense,Department of the Army,,,Late Stage,False,-3.6,2009-07-07,2022-06-30,,,False,5,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs","KBR SERVICES, LLC",YSQMHRS4HSC5,,7865825758.15,"200612!001884!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0139         !      !20060822!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DRY          !HOUSTON             !TX!77020!00000!   !IZ!                    !                      !IRA",Department of Defense,Department of the Army,,,Late Stage,False,-13.1,2006-08-22,2012-12-30,,,False,2,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs",VECTRUS SYSTEMS LLC,RRFJZGASZJ41,,4815722935.22,KUWAIT BASE OPERATIONS AND SECURITY SUPPORT SERVICES,Department of Defense,Department of the Army,,,Late Stage,False,-2.4,2010-09-29,2023-08-28,,,False,2,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs","KBR SERVICES, LLC",YSQMHRS4HSC5,,4609561500.42,"200509!001151!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0089         !      !20050613!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DR           !HOUSTON             !TX!77020!00000!   !IZ!*                   !*                     !IRA",Department of Defense,Department of the Army,,,Late Stage,False,-13.1,2005-06-13,2012-12-31,,,False,2,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs","KBR SERVICES, LLC",YSQMHRS4HSC5,,7865825758.15,"200612!001884!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0139         !      !20060822!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DRY          !HOUSTON             !TX!77020!00000!   !IZ!                    !                      !IRA",Department of Defense,Department of the Army,,,Late Stage,False,-13.1,2006-08-22,2012-12-30,,,False,2,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs",VECTRUS SYSTEMS LLC,RRFJZGASZJ41,,4815722935.22,KUWAIT BASE OPERATIONS AND SECURITY SUPPORT SERVICES,Department of Defense,Department of the Army,,,Late Stage,False,-2.4,2010-09-29,2023-08-28,,,False,2,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs","KBR SERVICES, LLC",YSQMHRS4HSC5,,4609561500.42,"200509!001151!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0089         !      !20050613!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DR           !HOUSTON             !TX!77020!00000!   !IZ!*                   !*                     !IRA",Department of Defense,Department of the Army,,,Late Stage,False,-13.1,2005-06-13,2012-12-31,,,False,2,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs","KBR SERVICES, LLC",YSQMHRS4HSC5,,7865825758.15,"200612!001884!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0139         !      !20060822!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DRY          !HOUSTON             !TX!77020!00000!   !IZ!                    !                      !IRA",Department of Defense,Department of the Army,,,Late Stage,False,-13.1,2006-08-22,2012-12-30,,,False,2,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs",VECTRUS SYSTEMS LLC,RRFJZGASZJ41,,4815722935.22,KUWAIT BASE OPERATIONS AND SECURITY SUPPORT SERVICES,Department of Defense,Department of the Army,,,Late Stage,False,-2.4,2010-09-29,2023-08-28,,,False,2,BELCAN; Belcan
67,"DoD; $500M+; Competitors: BELCAN, Belcan; 2 Jobs","KBR SERVICES, LLC",YSQMHRS4HSC5,,4609561500.42,"200509!001151!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0089         !      !20050613!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DR           !HOUSTON             !TX!77020!00000!   !IZ!*                   !*                     !IRA",Department of Defense,Department of the Army,,,Late Stage,False,-13.1,2005-06-13,2012-12-31,,,False,2,BELCAN; Belcan
66,"DoD; $500M+; Competitors: BELCAN, Belcan; 1 Jobs",HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,20451127096.53,T3 MANAGED CARE SUPPORT CONTRACT FOR SOUTH REGION,Department of Defense,Defense Health Agency,,,Late Stage,False,-6.8,2011-03-03,2019-03-27,,KY,False,1,BELCAN; Belcan
