program_name,full_name,agency,piid,recipient_name,award_amount,description,start_date,end_date,awarding_agency,awarding_sub_agency,source
NGA,National Geospatial-Intelligence Agency,DoD,W5J9CQ21F0027,"LEIDOS, INC.",1024887.72,CPFF GRIDS III RESEARCH & ANALYSIS NATIONAL GEOSPATIAL INTELLIGENCE AGENCY SPATIAL REFERENCE MODEL,2021-09-02,2023-09-01,Department of Defense,Department of the Army,USAspending
NGA,National Geospatial-Intelligence Agency,DoD,0008,INNOVASYSTEMS INTERNATIONAL LLC,696803.92,"IGF::OT::IGF  DRRS GFM DIOS OPERATIONS AND SUSTAINMENT DEFENSE READINESS REPORTING SYSTEM (DRRS) GLOBAL FORCE MANAGEMENT (GFM) DEFENSE INTELLIGENCE ORGANIZATIONAL SERVER (DIOS) OPERATIONS AND SUSTAINMENT  THIS IS A PERFORMANCE BASED SERVICE ACQUISITION IN SUPPORT OF THE UNDER SECRETARY OF DEFENSE FOR INTELLIGENCE TO PROVIDE SYSTEMS OPERATIONS AND SUSTAINMENT, SYSTEMS ENGINEERING AND INTEGRATION, SYSTEM TESTING, LIFE CYCLE MAINTENANCE, TRAINING, HELP DESK SERVICES, AND MANAGEMENT SUPPORT FOR THE ",2014-12-18,2016-12-17,Department of Defense,Department of the Navy,USAspending
NGA,National Geospatial-Intelligence Agency,DoD,0003,"TOMPKINS ASSOCIATES, INC.",629320.72,"IGF::OT::IGF SEISMIC ANALYSIS FOR THE NATIONAL GEOSPATIAL INTELLIGENCE AGENCY EXISTING FACILITY AT 3200 S. 2ND STREET IN ST. LOUIS, MO.",2015-09-28,2016-05-31,Department of Defense,Department of the Army,USAspending
NGA,National Geospatial-Intelligence Agency,DoD,0029,NAVMAR APPLIED SCIENCES CORP,597261.59,"ENGINEERING AND TECHNICAL SUPPORT FOR THE NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY IMAGE PRODUCT LIBRARY (IPL). SUPPORT INCLUDES DESIGN, ENGINEERING, AND TECHNICAL SUPPORT FOR THE INTEGRATION OF INDIVIDUAL HARDWARE AND SOFTWARE COMPONENTS INTO FULLY OPERATIONAL SYSTEMS.",2013-01-28,2014-01-27,Department of Defense,Defense Contract Management Agency,USAspending
NGA,National Geospatial-Intelligence Agency,DoD,N6523617F3118,"M. C. DEAN, INC.",536428.69,"IGF::OT::IGF THE PROPOSED TASKING INVOLVES PROVIDING PROGRAMMATIC, TECHNICAL, OPTIMIZATION, AND MAINTENANCE SUPPORT SERVICES FOR THE CHEMICAL, BIOLOGICAL, RADIOLOGICAL, NUCLEAR, AND EXPLOSIVE (CBRNE) MANAGEMENT SYSTEM (CMS) AND ITS INTERFACES FOR THE NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY'S (NGA) FACILITY NGA CAMPUS EAST (NCE) LOCATED IN SPRINGFIELD, VIRGINIA AND FOR THE CBRN DETECTORS AT NGA ARNOLD LOCATED IN ARNOLD, MISSOURI.",2017-09-22,2018-11-08,Department of Defense,Department of the Navy,USAspending
NGA,National Geospatial-Intelligence Agency,DoD,W912DQ22F7005,"ACCURA ENGINEERING AND CONSULTING SERVICES, INC.",508887.48,"A-E SERVICES FOR CONSTRUCTION MANAGEMENT SERVICES (CMS) ELECTRICAL ENGINEER SPECIALTY (ICT)DURING CONSTRUCTION PHASE OF THE NEXT NATIONAL GEOSPATIAL INTELLIGENCE AGENCY (NGA) WEST PROGRAM, LOCATED IN SAINT LOUIS, MISSOURI.",2022-08-15,2024-01-08,Department of Defense,Department of the Army,USAspending
NGA,National Geospatial-Intelligence Agency,DoD,FA807517F1504,"KEYLOGIC ASSOCIATES, INC.",499939.0,IGF::OT::IGF EFFICACY AND VIABILITY OF A CENTRALIZED COLLABORATIVE APPROACH TO CONDUCTING CUSTOMER OPINIONS RESEARCH IN ORDER TO IMPROVE PRODUCTS AND SERVICES IN SUPPORT OF NATIONAL GEOSPATIAL INTELLIGENCE AGENCYS MISSION PHASE 3,2017-06-28,2018-06-27,Department of Defense,Department of the Air Force,USAspending
NGA,National Geospatial-Intelligence Agency,DoD,FA807517F1503,"KEYLOGIC ASSOCIATES, INC.",499890.0,IGF::OT::IGF SCALING NATIONAL GEOSPATIAL INTELLIGENCE AGENCIES OFFICE OF THE DIRECTOR OF NATIONAL INTELLIGENCE CUSTOMER SATISFACTION SURVEY PHASE 3,2017-06-27,2018-06-26,Department of Defense,Department of the Air Force,USAspending
NGA,National Geospatial-Intelligence Agency,DoD,0011,"KEYLOGIC ASSOCIATES, INC.",494473.0,IGF::OT::IGF  INITIAL AWARD-SCALING NATIONAL GEOSPATIAL INTELLIGENCE AGENCYS (NGA) DIRECTOR OF NATIONAL INTELLIGENCE (ODNI) CUSTOMER SATISFACTION SURVEY NUMBER 2.,2016-05-06,2017-05-05,Department of Defense,Department of the Air Force,USAspending
NGA,National Geospatial-Intelligence Agency,DoD,0010,"KEYLOGIC ASSOCIATES, INC.",494460.0,"IGF::OT::IGF EFFICACY AND VIABILITY OF A CENTRALIZED, COLLABORATIVE APPROACH TO CONDUCTING CUSTOMER OPINIONS RESEARCH IN ORDER TO IMPROVE PRODUCTS AND SERVICES IN SUPPORT OF NATIONAL GEOSPATIAL INTELLIGENCE AGENCYS (NGA) MISSION FOLLOW-ON",2016-05-05,2017-05-05,Department of Defense,Department of the Air Force,USAspending
NGA,National Geospatial-Intelligence Agency,DoD,0007,"KEYLOGIC ASSOCIATES, INC.",494084.0,IGF::OT::IGF INITIAL AWARD OF HDIAC CAT 15-1150;MARKET SEGMENTATION STUDY OF NATIONAL GEOSPATIAL INTELLIGENCE AGENCY CUSTOMERS AND CONSUMERS AND THEIR PERCEPTIONS OF THE NGA BRAND,2015-07-06,2016-05-06,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,HQ072716C0001,GLOBALFOUNDRIES U.S. 2 LLC,816516427.74,TRUSTED FOUNDRY ACCESS 2 - AWARD OF BASE TRANSITION CONTRACT WITH DMEA.  CONTRACT TRANSFERRED FROM NSA.,2016-04-01,2023-08-14,Department of Defense,Defense Microelectronics Activity,USAspending
NSA,National Security Agency,DoD,W52P1J22F0361,GLOBAL MILITARY PRODUCTS INC,232357100.0,SAWS RFP 004 155MM NSA REQUIREMENTS,2022-08-17,2024-12-31,Department of Defense,Department of the Army,USAspending
NSA,National Security Agency,DoD,W52P1J22F0362,NORTHROP GRUMMAN SYSTEMS CORPORATION,130839000.0,SAWS RFP 004 REQUIREMENT FOR 155MM NSA,2022-08-17,2024-12-31,Department of Defense,Department of the Army,USAspending
NSA,National Security Agency,DoD,IND11PC19088,"CARELON BEHAVIORAL HEALTH, INC.",117817505.76,MILITARY ONESOURCE INTERIM CONTRACT,2011-08-11,2013-02-10,Department of the Interior,Departmental Offices,USAspending
NSA,National Security Agency,DoD,IND13PC00188,"CARELON BEHAVIORAL HEALTH, INC.",93450028.92,IGF::OT::IGF  MILITARY ONESOURCE 2ND BRIDGE CONTRACT,2013-02-01,2014-04-30,Department of the Interior,Departmental Offices,USAspending
NSA,National Security Agency,DoD,0051,"SIERRA NEVADA COMPANY, LLC",91289433.46,ACAT III BIG SAFARI; NSAV CONVERSION,2012-09-25,2015-01-31,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,0185,"SIERRA NEVADA COMPANY, LLC",88079662.0,NSAV UCA,2010-12-15,2012-12-31,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,FA862017F4001,"SIERRA NEVADA COMPANY, LLC",73112516.0,IGF::CT::IGF ACAT III BIG SAFARI NSAV FY17 CLS,2016-11-30,2017-11-30,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,DEHS0000088,GET-NSA,68844369.81,"IGF::CT::IGF TAS::89 0243::TAS  PROVIDE SPECIALIZED TECHNICAL ANALYTICAL AND ADMINISTRATIVE SUPPORT SERVICES IN THE AREAS OF CLASSIFICATION AND DECLASSIFICATION POLICY GUIDANCE DEVELOPMENT TRAINING AND TECHNICAL CLASSIFIED DOCUMENT REVIEW AND ANALYSIS FOR THE OFFICE OF HEALTH, SAFETY AND SECURITY.",2013-07-18,2019-07-17,Department of Energy,Department of Energy,USAspending
NSA,National Security Agency,DoD,EDFSA09O0056,BRIEFCASE SYSTEMS DEVELOPMENT INC,68795883.65,"TAS::91 0198::TAS NSADS TRANSITION SUPPORT, BUSINESS SERVICE OPERATIONS, SYSTEM ENHANCEMENTS, OPERATIONS&MAINTENANCE, AND CONFIGURATION MANAGEMENT, CUSTOMER SERVICE, PROJECT MANAGEMENT AND QUALITY CONTROL.",2009-07-16,2015-01-13,Department of Education,Department of Education,USAspending
NSA,National Security Agency,DoD,IND14PC00038,"CARELON BEHAVIORAL HEALTH, INC.",65615248.22,"IGF::OT::IGF MILITARY ONESOURCE 1-800 CALL CENTER, WEBSITE, NON-MEDICAL COUNSELING, AND OTHER EAP SERVICES",2014-02-01,2017-04-30,Department of the Interior,Departmental Offices,USAspending
NSA,National Security Agency,DoD,0194,"SIERRA NEVADA COMPANY, LLC",62741247.69,IGF::OT::IGF ACAT III BIG SAFARI NSAV CLS 16,2015-12-30,2016-12-31,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,N4008516C3037,DANIEL J KEATING CO,60706733.23,"IGF::OT::IGF P1501, DLA TROOP SUPPORT HEADQUARTERS FACILITY, NSA PHILADELPHIA",2016-09-26,2020-09-21,Department of Defense,Department of the Navy,USAspending
NSA,National Security Agency,DoD,0096,"SIERRA NEVADA COMPANY, LLC",59207916.7,IGF::CT::IGF ACAT III BIG SAFARI; NSAV MEDIUM CLS,2013-05-01,2014-09-30,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,HC102119FA008,ARTEL LLC,57015000.0,"GNAR000008EBM - START 10GB LEASE BETWEEN NSA, BAHRAIN TO CAMP LEMONIER, DJIBO-UTI",2019-04-25,2026-12-20,Department of Defense,Defense Information Systems Agency,USAspending
NSA,National Security Agency,DoD,0187,"SIERRA NEVADA COMPANY, LLC",56348714.0,NSAV SPARES AND SUPPORT EQUIPMENT,2011-08-08,2013-04-15,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,0007,BOOZ ALLEN HAMILTON INC,56078712.4,IGF::CT::IGF TECHNICAL AREA TASK (TAT) PERFORMANCE WORK STATEMENT (PWS) HT 15-1158 NATIONAL SECURITY AGENCY (NSA) LABORATORY FOR PHYSICAL SCIENCES (LPS) RESEARCH INITIATIVE (R3/NSA),2016-04-01,2021-09-07,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,0120,"SIERRA NEVADA COMPANY, LLC",50769320.33,IGF::CT::IGF ACAT III BIG SAFARI NSAV CLS,2014-02-19,2014-12-31,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,0006,"SIERRA NEVADA COMPANY, LLC",50110911.77,"ACAT III BIG SAFARI - NSAV LIGHT PROGRAM, CLS",2011-12-01,2013-03-31,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,W52P1J09C0026,"AGILITY DEFENSE & GOVERNMENT SERVICES, LLC",48836183.69,VARIOUS NSA FOR USMC,2009-06-08,2012-06-26,Department of Defense,Department of the Army,USAspending
NSA,National Security Agency,DoD,0018,"SIERRA NEVADA COMPANY, LLC",47771560.0,ACAT III BIG SAFARI; NSAV MEDIUM CLS YEAR 3,2012-05-01,2013-04-30,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,0025,"SIERRA NEVADA COMPANY, LLC",45277436.13,"ACAT III BIG SAFARI; NSAV MEDIUM, UCA, PROCUREMENT OF A/C #13-15",2012-02-06,2013-07-31,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,W912ER21C0013,CONTRACK WATTS INC,41702897.95,"CONSTRUCT SHORE TO SHIP UTILITIES, AT NAVAL SUPPORT ACTIVITY (NSA) WATERFRONT, LOCATED AT  MANAMA BAHRAIN",2021-06-30,2025-11-07,Department of Defense,Department of the Army,USAspending
NSA,National Security Agency,DoD,0210,"SIERRA NEVADA COMPANY, LLC",39282143.4,NSAV LIGHT FY 11 CLS,2010-12-01,2012-11-30,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,0129,"SIERRA NEVADA COMPANY, LLC",39017840.28,NSAV LIGHT CLS,2009-12-30,2011-11-30,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,0069,"SIERRA NEVADA COMPANY, LLC",38740116.0,ACAT III BIG SAFARI; NSAV LIGHT/AVFID CLS,2012-11-30,2013-11-30,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,W912ER22C0010,CONTRACK WATTS INC,36298927.82,"DESIGN BID BUILD CONTRACT FOR CONSTRUCTION AND UPGRADE OF CURRENT ELECTRICAL SYSTEM AT NAVAL SUPPORT ACTIVITY (NSA), MANAMA, BAHRAIN.",2022-03-24,2025-06-01,Department of Defense,Department of the Army,USAspending
NSA,National Security Agency,DoD,0024,"SIERRA NEVADA COMPANY, LLC",35945966.34,ACAT III BIG SAFARI; NSAV BLOCK 20 AIRCRAFT PRODUCTION,2013-01-16,2019-04-30,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,0193,"SIERRA NEVADA COMPANY, LLC",33684642.0,ACAT III BIG SAFARI NSAV AC 19-20 PROCUREMENT,2016-03-29,2017-07-14,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,N4008522F6568,"RQ CONSTRUCTION, LLC",33072863.7,"X001 NH-95, REPLACE SUBSTATIONS A THROUGH L, NSA HAMPTON ROADS, N",2022-09-26,2025-12-09,Department of Defense,Department of the Navy,USAspending
NSA,National Security Agency,DoD,KY05,BOOZ ALLEN HAMILTON INC,24263968.38,IGF::OT::IGF CONTRACT/ORDER NO. W15P7T-14-D-A210/KY05 PROGRAM:  NATIONAL SECURITY AGENCY-GOVERNMENT OFF THE SHELF (NSA-GOTS) COMMERCIAL SOLUTIONS FOR CLASSIFIED (CSFC) SUPPORT,2016-04-14,2022-04-13,Department of Defense,Department of the Army,USAspending
NSA,National Security Agency,DoD,1606,QUANTUM RESEARCH INTERNATIONAL INC,12519916.25,"IGF::CT::IGF DELIVER COMMAND AND OPERATIONS CENTER AND ENTERPRISE UPGRADES, TRAINING, AND SUPPORT; CONDUCT RESEARCH AND DEVELOPMENT, INNOVATIONS, TECHNOLOGY UPGRADES AND ENHANCEMENTS TO THE NATIONAL SECURITY AGENCY, U.S. STRATEGIC COMMAND, U.S. CYBER COMMAND, COMBATANT COMMANDS AND OTHER COMMANDS/ORGANIZATIONS AS REQUIRED.",2016-06-11,2018-03-27,Department of Defense,Department of the Army,USAspending
NSA,National Security Agency,DoD,W912DY23C0058,"CHUGACH INTELLIGENCE SOLUTIONS, LLC",10893887.21,"8TH FLOOR RENOVATION OPS2A & OPS2B SUPPORTING THE NATIONAL SECURITY AGENCY FORT MEADE, MARYLAND",2023-09-30,2025-10-14,Department of Defense,Department of the Army,USAspending
NSA,National Security Agency,DoD,FA830724FB042,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",8749801.33,"DESIGN, DEVELOPMENT, INTEGRATION, TESTING, AND NATIONAL SECURITY AGENCY CERTIFICATION OF A MC CDAR INLINE MEDIA ENCRYPTOR (IME) IN ACCORDANCE WITH CONTRACTORS STATEMENT OF WORK (CSOW), SYSTEM REQUIREMENTS DOCUMENT (SRD), AND SRD ANNEX A.",2024-06-04,2027-06-03,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,N6600118F0630,"LEIDOS, INC.",6302164.75,"THIS PERFORMANCE BASED SERVICE ACQUISITION PROVIDES TECHNICAL AND CYBERSECURITY ENGINEERING SUPPORT SERVICES TO SPACE AND NAVAL WARFARE SYSTEMS CENTER (SPAWARSYSCEN) PACIFIC (SSC PACIFIC), CODE 58120 (KEY MANAGEMENT AND UNMANNED SYSTEMS) FOR THE PURPOSES OF SUPPORTING THE NAVY, AIR FORCE, ARMY AND CIVIL AGENCIES WITH THE OVERALL TRANSITION FROM THE LEGACY ELECTRONIC KEY MANAGEMENT SYSTEM (EKMS) TO THE TRANSFORMATIONAL KEY MANAGEMENT INFRASTRUCTURE (KMI) BEING DEVELOPED BY THE NATIONAL SECURITY A",2018-04-18,2019-06-06,Department of Defense,Department of the Navy,USAspending
NSA,National Security Agency,DoD,N6893621F0300,"ROCKWELL COLLINS, INC.",5354321.0,THIS EFFORT IS TO UPGRADE THE ENCRYPTION ALGORITHM ON THE KOV-74 END CRYPTOGRAPHIC UNIT (ECU) IN THE COMMON RANGE INTEGRATED INSTRUMENTATION SYSTEM (CRIIS) PER NATIONAL SECURITY AGENCY (NSA) GUIDELINES.,2021-04-15,2025-06-30,Department of Defense,Department of the Navy,USAspending
NSA,National Security Agency,DoD,FA852311F0005,"L3HARRIS TECHNOLOGIES, INC.",4118764.0,"THE AN/PRC-117G(V)5 RADIO IS DESIGNED FOR USE BY MILITARY/AGENCY PERSONNEL REQUIRING TYPE-1, NATIONAL SECURITY AGENCY (NSA) CERTIFIED, SECURE VOICE AND DATA COMMUNICATIONS.",2011-09-22,2012-01-20,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,TG31,GILBANE FEDERAL,3147070.43,"IGF::OT::IGF  INSPECT AND REPAIR TANKS AT NATIONAL SECURITY AGENCY ANDERSEN, GUAM",2015-08-31,2018-11-20,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,W900KK25FA154,"COLE ENGINEERING SERVICES, INC.",3089138.0,"THE CONTRACTOR SHALL UPDATE, DELIVER AND INSTALL SYSTEM CHARLIE AT THE NATIONAL SECURITY AGENCY AT FT MEADE, MD AND PROVIDE FIVE YEARS OF SUSTAINMENT SUPPORT.",2025-12-17,2026-12-16,Department of Defense,Department of the Army,USAspending
NSA,National Security Agency,DoD,N0017311C2052,"SAFENET, INC.",1986042.0,"PR NO. 55-9142-11-NATIONAL SECURITY AGENCY APPROVED SONET AND ETHERNET, 10GB, TYPE I ENCRYPTORS",2011-09-30,2012-07-06,Department of Defense,Department of the Navy,USAspending
NSA,National Security Agency,DoD,FA714621FB003,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",994584.0,"US BICES X TRUSTED NETWORK ENVIRONMENT, RAISE THE BAR, NATIONAL SECURITY AGENCY",2021-09-02,2022-12-31,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,0002,"MODUS OPERANDI, INC.",816391.0,IGF::CT::IGF VIRTUAL METADATA CATALOG (VMDC) SOFTWARE INTEGRATION SPRINTS FOR THE NATIONAL SECURITY AGENCY (NSA),2015-12-21,2016-09-30,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,0008,INNOVASYSTEMS INTERNATIONAL LLC,696803.92,"IGF::OT::IGF  DRRS GFM DIOS OPERATIONS AND SUSTAINMENT DEFENSE READINESS REPORTING SYSTEM (DRRS) GLOBAL FORCE MANAGEMENT (GFM) DEFENSE INTELLIGENCE ORGANIZATIONAL SERVER (DIOS) OPERATIONS AND SUSTAINMENT  THIS IS A PERFORMANCE BASED SERVICE ACQUISITION IN SUPPORT OF THE UNDER SECRETARY OF DEFENSE FOR INTELLIGENCE TO PROVIDE SYSTEMS OPERATIONS AND SUSTAINMENT, SYSTEMS ENGINEERING AND INTEGRATION, SYSTEM TESTING, LIFE CYCLE MAINTENANCE, TRAINING, HELP DESK SERVICES, AND MANAGEMENT SUPPORT FOR THE ",2014-12-18,2016-12-17,Department of Defense,Department of the Navy,USAspending
NSA,National Security Agency,DoD,7N08,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",630264.7,"THE INTENT OF THIS EFFORT IS FOR THE CONTRACTOR TO PERFORM THE DESIGN, DEVELOPMENT INTEGRATION AND TESTING REQUIRED TO UPGRADE THE AFTRS-R WITH THE SAVILLE ALGORITHM.  THE CONTRACTOR SHALL DEVELOP AND/OR UPDATE THE EXISTING DOCUMENTATION AND PERFORM THE NECESSARY TESTING REQUIRED FOR NSA NATIONAL SECURITY AGENCY (NSA) TO CERTIFY THE UPDATED AFTRS-R SYSTEM. AFTER NSA HAS CERTIFIED THE PRODUCT, THE CONTRACTOR SHALL UPGRADE THE PRODUCTION UNITS.",2011-12-23,2014-09-30,Department of Defense,Department of the Navy,USAspending
NSA,National Security Agency,DoD,FA703723F0015,"SIERRA NEVADA COMPANY, LLC",533265.57,"TACTICAL SYSTEM EMULATOR TASK ORDER 4, ONE (1) TACTICAL SYSTEM EMULATOR CLASSROOM SYSTEM TO NATIONAL SECURITY AGENCY EXPEDITIONARY MISSION CENTER/AIR TRADECRAFT & COMPLIANCE.",2023-02-21,2026-02-20,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,0010,"NEXAGEN NETWORKS, INC.",449974.82,"IGF::OT::IGF-PROVIDE SECURITY TEST AND EVALUATION (ST&E) OPERATIONAL SUPPORT SERVICES, TO GENERATE THE RELATED DOD INFORMATION ASSURANCE CERTIFICATION AND ACCREDITATION PROCESS, RISK MANAGEMENT FRAMEWORK (DIACAP/RMF) DOCUMENTATION, AND TO SUPPORT THE REQUIRED LABORATORY NETWORK INFRASTRUCTURE FOR EVALUATING US NAVY (USN), ARMY, NATIONAL SECURITY AGENCY (NSA) AND UNITED STATES COAST GUARD (USCG) COMMAND AND CONTROL (C2) SYSTEMS, AND OTHER FEDERAL GOVERNMENT INFORMATION SYSTEMS.",2017-02-13,2018-02-12,Department of Defense,Department of the Navy,USAspending
NSA,National Security Agency,DoD,0005,"NEXAGEN NETWORKS, INC.",399804.47,"IGF::OT::IGF-PROVIDE SECURITY TEST AND EVALUATION (ST&E) OPERATIONAL SUPPORT SERVICES, TO GENERATE THE RELATED DOD INFORMATION ASSURANCE CERTIFICATION AND ACCREDITATION PROCESS, RISK MANAGEMENT FRAMEWORK (DIACAP/RMF) DOCUMENTATION, AND TO SUPPORT THE REQUIRED LABORATORY NETWORK INFRASTRUCTURE FOR EVALUATING US NAVY (USN), ARMY, NATIONAL SECURITY AGENCY (NSA) AND UNITED STATES COAST GUARD (USCG) COMMAND AND CONTROL (C2) SYSTEMS, AND OTHER FEDERAL GOVERNMENT INFORMATION SYSTEMS.",2016-03-10,2016-12-09,Department of Defense,Defense Contract Management Agency,USAspending
NSA,National Security Agency,DoD,24322618F0301,CATMEDIA INC,380736.72,FY18 WMDC/NATIONAL SECURITY AGENCY (NSA) ACHIEVING MISSION RESULTS (AMR) FACILITATORS IGF::CL::IGF (ACQ TRACK #26273),2018-05-29,2019-01-18,Office of Personnel Management,Office of Personnel Management,USAspending
NSA,National Security Agency,DoD,W0007,CATMEDIA INC,290823.48,"IGF::CL::IGF FOR CLOSELY ASSOCIATED  VISITING PROGRAM DIRECTOR, FACILITATORS AND COACHES FOR THE NATIONAL SECURITY AGENCY, ""LEADING WITH IMPACT,"" JULY - NOVEMBER 2013",2013-06-20,2014-03-14,Office of Personnel Management,Office of Personnel Management,USAspending
NSA,National Security Agency,DoD,140D0424F0313,"LDSS, INC.",284071.06,CALL #61 FEDERAL CONSULTING GROUP (FCG) NATIONAL SECURITY AGENCY (NSA) TRAINING PROGRAMS,2024-02-14,2025-02-13,Department of the Interior,Departmental Offices,USAspending
NSA,National Security Agency,DoD,140D0423F0357,"LDSS, INC.",278937.69,"BPA CALL ORDER #216 TO PROVIDE CONSULTING, COACHING AND FACILITATION SERVICES TO DOI FEDERAL CONSULTING GROUP (FCG) AND THE NATIONAL SECURITY AGENCY NSA.  IA 12109 AMEND 2",2023-03-08,2023-12-28,Department of the Interior,Departmental Offices,USAspending
NSA,National Security Agency,DoD,0118,RAYTHEON COMPANY,260297.0,COMMAND AND CONTROL SWITCHING SYSTEM DELIVERY ORDER TO PROVIDE SPARES FOR THE NATIONAL SECURITY AGENCY.,2015-12-30,2016-12-30,Department of Defense,Department of the Air Force,USAspending
NSA,National Security Agency,DoD,70Z03922PCGA00083,"UNITED STATES COAST GUARD ACADEMY SPONSORED PROGRAMS AND RESEARCH, INC",249000.0,NATIONAL SECURITY AGENCY (NSA) MIPR #H982J0C0152118 FOR USCG ACADEMY TO UNDERTAKE A VARIETY OF CROSS-SERVICE ACADEMY RESEARCH INITIATIVES FOCUSED ON AL/ML BASED SENSOR FUSION AND SITUATIONAL AWARENESS ACTIVITIES.,2022-09-14,2022-10-01,Department of Homeland Security,U.S. Coast Guard,USAspending
NSA,National Security Agency,DoD,24322621F0025,"PERSONNEL DECISIONS RESEARCH INSTITUTES, LLC",240660.65,SUPPORT FOR THE NATIONAL SECURITY AGENCY NATIONAL CYTOLOGIC SCHOOL,2020-12-30,2021-10-29,Office of Personnel Management,Office of Personnel Management,USAspending
NSA,National Security Agency,DoD,24322621F0020,"PERSONNEL DECISIONS RESEARCH INSTITUTES, LLC",217407.8,SUPPORT FOR THE NATIONAL SECURITY AGENCY NATIONAL CYTOLOGIC,2020-12-17,2021-11-30,Office of Personnel Management,Office of Personnel Management,USAspending
NSA,National Security Agency,DoD,140D0422F0456,"LDSS, INC.",210906.68,"BPA CALL ORDER #170 TO PROVIDE CONSULTING, COACHING AND FACILITATION SERVICES TO DOI FCG AND THE NATIONAL SECURITY AGENCY NSA",2022-05-26,2023-03-29,Department of the Interior,Departmental Offices,USAspending
NSA,National Security Agency,DoD,70Z03922PCGA00041,"UNITED STATES COAST GUARD ACADEMY SPONSORED PROGRAMS AND RESEARCH, INC",171714.0,IAW 14 USC 1906 NATIONAL SECURITY AGENCY MIPR #H98230C0127473 GRANT FUNDS IN SUPPORT OF ACADEMY RESEARCH INITIATIVES,2022-05-26,2022-09-30,Department of Homeland Security,U.S. Coast Guard,USAspending
NSA,National Security Agency,DoD,W0580,CATMEDIA INC,166337.22,"IGF::CL::IGF FOR CLOSELY ASSOCIATED EDUCATIONAL SERVICES 19186 LEADING EFFECTIVELY THROUGH CHANGE AND CONFLICT (LECC), NATIONAL SECURITY AGENCY",2016-01-13,2016-12-31,Office of Personnel Management,Office of Personnel Management,USAspending
NSA,National Security Agency,DoD,OPM2615P0002,"JOHNSON & JOHNSON HEALTH AND WELLNESS SOLUTIONS, INC.",162000.0,"IGF::CL::IGF FOR CLOSELY ASSOCIATED  SPEAKER HONORARIUM FOR FY2015 NATIONAL SECURITY AGENCY, THE ABERDEEN PROVING GROUND AND HEALTH AND HUMAN SERVICES",2014-10-23,2015-10-05,Office of Personnel Management,Office of Personnel Management,USAspending
DISA,Defense Information Systems Agency,DoD,75ACF121C00020,RAPID DEPLOYMENT INC,3516373311.63,"THE PURPOSE OF THIS CONTRACT IS TO PROVIDE THE FULL COMPLEMENT OF SERVICES NECESSARY TO CARE FOR UC IN ORR CUSTODY INCLUDING FACILITIES SET-UP, MAINTENANCE, AND SUPPORT INTERNAL AND PERIMETER (IF APPLICABLE) SECURITY, DIRECT CARE AND SUPERVISION INC",2021-03-24,2025-09-30,Department of Health and Human Services,Administration for Children and Families,USAspending
DISA,Defense Information Systems Agency,DoD,36C10X26N0032,QTC MEDICAL SERVICES INC,754312385.78,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending
DISA,Defense Information Systems Agency,DoD,36C10X26N0040,LOYAL SOURCE GOVERNMENT SERVICES LLC,754312385.78,MEDICAL DISABILITY EXAMINATIONS - TO FY26 FUNDING,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending
DISA,Defense Information Systems Agency,DoD,36C10X26N0044,"OPTUMSERVE HEALTH SERVICES, INC.",714081758.33,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending
